,Unnamed: 0,IPW,S_learner,T_learner,Matching_propensity,Matching_all
0,0.0,0.2132396988687395,0.1543818920487522,0.3609982588508416,0.3331398723157284,0.4669181659895531
1,1.0,0.2126419462547901,-0.0084548104956268,0.1507288629737609,0.256268221574344,0.5329446064139942
2,2.0,0.3101256329127606,0.0286969253294289,0.3674963396778916,0.3871156661786237,0.6120058565153733
3,3.0,0.1799997394940233,-0.0141426045963464,0.168532704773129,0.1031231585150265,0.4817324690630524
4,4.0,0.446453887407725,0.0482456140350877,0.1804093567251461,0.3929824561403509,0.6593567251461988
5,5.0,0.1551153574020003,0.0097806757557794,0.2317723770005927,0.3627741553052756,0.5865441612329579
6,6.0,0.3877723688023753,0.1651563870213387,0.2619117217187957,0.4750073078047354,0.5787781350482315
7,7.0,-0.0718764242390772,-0.0046838407494145,0.0658665105386416,0.1952576112412178,0.6238290398126464
8,8.0,0.2491584617836024,0.1486486486486486,0.0975323149236192,0.0896004700352526,0.5276145710928319
9,9.0,0.2451687840813274,-0.0254982415005861,0.2505861664712778,0.2186400937866354,0.5354630715123095
10,10.0,0.2379810453026203,0.0105789009697325,0.0229209521010872,0.2109903026741111,0.501616220981487
11,11.0,0.288360324880144,0.0218595161760419,0.1133780238997376,0.2252987467210725,0.5039347129116876
12,12.0,0.3304082999454043,0.0400464306442251,0.2280905397562391,0.2843876958792803,0.5684852002321532
13,13.0,0.3875284763805258,0.0253164556962025,0.1436561672063585,0.2281424786576391,0.5207536061230498
14,14.0,0.4134519777275933,0.05655907610305,0.3112229789754219,0.2984897838318033,0.511992893100385
15,15.0,-0.1903671145061807,0.0056784219964136,0.0119545726240286,0.1093843395098625,0.5301852958756724
16,16.0,0.178329962583434,0.0195278344505974,0.2136403380938502,0.2611483532497814,0.662489070241912
17,17.0,0.248938195218527,-0.0425469483568075,0.1804577464788732,0.1880868544600939,0.545481220657277
18,18.0,0.4054426270948124,0.0008713331397037,0.3032239326169039,0.4603543421434795,0.592796979378449
19,19.0,0.1497926669232065,0.0192532088681446,0.3722287047841306,0.176196032672112,0.484247374562427
20,20.0,0.2217962316918296,0.0164512338425381,0.0898942420681551,0.2602820211515864,0.5766745005875441
21,21.0,0.4039272555520057,0.0215148835838491,0.2785145888594164,0.3999410551134689,0.5726495726495726
22,22.0,0.2689508136063709,-0.0186263096623981,0.1853899883585564,0.2217694994179278,0.529685681024447
23,23.0,0.3790506063165071,0.025864574251671,0.1732054635280441,0.2202848009299622,0.5954664341761116
24,24.0,0.4320437422719334,0.183241519280951,0.4543345897361554,0.440127573209626,0.671209046100319
25,25.0,0.1412771974143591,-0.0038089657193085,0.391444476999707,0.3111631995312042,0.5057134485789628
26,26.0,0.2608906689681358,0.0516336056009334,0.3325554259043173,0.3450991831971995,0.6204784130688448
27,27.0,0.3946757288722806,0.0040923706518561,0.2674656533177433,0.3469745688395206,0.5431160479391991
28,28.0,0.1796816098570812,0.0474803378968831,0.1741916690940868,0.3166326827847364,0.5656859889309642
29,29.0,0.3198539760427947,0.0520954598370197,0.2764842840512223,0.2837601862630966,0.6315483119906868
30,30.0,0.1828633208570584,0.0431008680035917,0.1736007183478,0.3211613289434301,0.5360670457946722
31,31.0,0.0349335366697274,0.0270663562281722,0.3114086146682188,0.3166472642607683,0.5934225844004657
32,32.0,-0.4761975987552667,-0.0495522388059701,0.1328358208955224,0.2397014925373134,0.6391044776119403
33,33.0,0.3639893917163914,-0.0090273733255678,0.1292952824694234,0.3051834595224228,0.6409435061153174
34,34.0,0.1975549900952171,0.0245562130177514,0.2781065088757396,0.3437869822485207,0.5446745562130177
35,35.0,0.3337495652726683,0.0233986545773618,0.2790289558350395,0.31237203860778,0.5451886516525299
36,36.0,0.2527832560883629,-0.0200931857891671,0.3354688410017472,0.3570180547466511,0.5937682003494467
37,37.0,0.3049747475638478,0.0204319906596614,0.2159953298307063,0.3021015761821366,0.7075306479859895
38,38.0,0.2182806846758027,-0.0334507042253521,0.1059272300469483,0.2136150234741784,0.5947769953051644
39,39.0,0.4354463682612199,0.0238858141567142,0.1179726187008447,0.360617535683076,0.5639382464316924
40,40.0,0.3666997801324596,0.0165987186953989,0.1942341292952824,0.2143273150844496,0.6534653465346535
41,41.0,0.2336734737822308,0.0355892648774795,0.3255542590431738,0.3220536756126021,0.6117269544924154
42,42.0,0.2967694421933715,0.0470098185063969,0.2249330556382029,0.2529009223445403,0.5965486462362393
43,43.0,0.2381432327623178,0.0297462817147856,0.0023330417031204,0.1676873724117818,0.5252260134149898
44,44.0,0.3405425344839567,0.0565381269933314,0.2255726297477529,0.2023775007248477,0.6100318933024065
45,45.0,0.2959748858424742,0.0400348128807658,0.4720046417174354,0.3379750507687844,0.6306933565419205
46,46.0,0.1945186845493896,-0.0035026269702276,0.2924693520140105,0.276707530647986,0.5122591943957968
47,47.0,0.3204407324424427,-0.0204200700116686,0.1735705950991831,0.2421236872812135,0.6289381563593932
48,48.0,0.2630285917041002,0.0657702426191172,0.264250219234142,0.3881905875475007,0.5764396375328851
49,49.0,0.022361633206827,-0.0195563339171044,0.0662580268534734,0.1500291885580852,0.5087565674255692
50,50.0,0.1378748591558345,0.1165358907294391,0.2470212147631502,0.2882882882882883,0.5053763440860215
51,51.0,0.3791623151119001,0.0075912408759124,0.4291970802919708,0.3345985401459854,0.5915328467153285
52,52.0,0.0923260030064332,0.0577443609022556,0.3263157894736842,0.2300751879699248,0.533233082706767
53,53.0,0.3099954280190014,-0.0255368543238537,0.1053395240858967,0.3209518282066164,0.6639582124201974
54,54.0,0.3611046745798409,0.051267113311972,0.3151762307020099,0.2732304107194873,0.5948150305854938
55,55.0,0.0431728648879032,0.1073199183435403,0.1067366579177602,0.2295129775444736,0.6086322543015457
56,56.0,0.3069555356440063,0.0779220779220779,0.288370720188902,0.3288075560802833,0.6396103896103896
57,57.0,0.306657956226366,0.0066957787481804,0.2957787481804949,0.2879184861717613,0.6131004366812227
58,58.0,0.3071025212651754,-0.0002913752913752,0.1943473193473193,0.3790792540792541,0.6328671328671329
59,59.0,0.1023162239734882,-0.0496060694484972,0.2258535161949226,0.2054274875984826,0.5404143565800992
60,60.0,0.3657761994823518,0.0063418852695301,0.3537042375324301,0.2703949264917843,0.7203805131161718
61,61.0,0.2462993420778167,0.0182714617169373,0.1415313225058004,0.2801624129930394,0.5678654292343387
62,62.0,0.2638080796418971,-0.0093622001170275,0.3306026916325336,0.1413107080163838,0.660327677004096
63,63.0,0.0952036835852232,0.0067330210772833,0.2971311475409836,0.2397540983606557,0.5462529274004684
64,64.0,0.3017629346123716,0.0142815505683474,0.20314777032935,0.2328767123287671,0.5648498979889245
65,65.0,0.2301538920623511,0.075912408759124,0.2545985401459854,0.2937226277372263,0.5745985401459854
66,66.0,0.1417692887649586,-0.0263620386643233,0.1701816051552431,0.1701816051552431,0.512888107791447
67,67.0,0.4521560242242763,-0.0026300409117475,0.3670368205727645,0.2998246639392168,0.6820572764465225
68,68.0,0.1997437588487853,0.1173364623056614,0.2637136990319741,0.3611029627456732,0.6283367556468172
69,69.0,0.3354229607267016,0.0093023255813953,0.1776162790697674,0.1866279069767442,0.5174418604651163
70,70.0,0.3529205634387669,-0.0279329608938547,0.1690679211996471,0.3413701852396354,0.529844163481329
71,71.0,0.2638519468770934,-0.032463768115942,0.3944927536231884,0.316231884057971,0.6063768115942029
72,72.0,0.2601971986325981,-0.0113702623906705,0.1889212827988338,0.1900874635568513,0.5705539358600583
