,match_id,team_id,possession_full_match,shots_on,shots_on_first_half,shots_on_second_half,goals,goals_first_half,goals_second_half
2106,3264,8472,54,3,1,2,4,2,2
2107,3264,10252,46,4,3,1,1,0,1
2108,3266,8586,49,8,1,7,2,1,1
2109,3266,8528,51,4,3,1,0,0,0
2110,3268,8456,58,11,4,7,1,1,0
2111,3268,8654,42,0,0,0,2,0,2
2112,3269,9825,60,6,1,5,1,1,0
2113,3269,9879,40,3,0,3,1,0,1
2114,3270,10260,66,8,5,3,2,2,0
2115,3270,10252,34,3,1,2,2,0,2
2116,3273,8456,55,5,3,2,1,1,0
2117,3273,8586,45,1,0,1,1,0,1
2118,3274,10261,52,9,4,5,4,4,0
2119,3274,8654,48,4,0,4,1,0,1
2120,3275,9850,44,3,1,2,2,1,1
2121,3275,9798,56,2,1,1,2,0,2
2122,3279,8586,46,4,2,2,2,2,0
2123,3279,9825,54,5,3,2,1,0,1
2124,3280,8472,54,4,1,3,1,1,0
2125,3280,9879,46,9,3,6,1,0,1
2126,3281,8650,56,7,4,3,2,1,1
2127,3281,8528,44,3,2,1,2,0,2
2128,3282,10252,40,8,5,3,3,2,1
2129,3282,8456,60,8,7,1,3,1,2
2130,3283,10261,52,13,5,8,3,1,2
2131,3283,10003,48,6,4,2,2,0,2
2132,3288,10194,46,5,2,3,1,0,1
2133,3288,8654,54,8,3,5,0,0,0
2134,3289,10252,55,5,3,2,1,0,1
2135,3289,9825,45,6,3,3,0,0,0
2136,3292,10260,60,7,3,4,2,1,1
2137,3292,10172,40,7,2,5,2,0,2
2138,3298,8528,58,9,4,5,1,0,1
2139,3298,9798,42,9,4,5,2,0,2
2140,3300,10260,52,11,3,8,2,2,0
2141,3300,8654,48,3,0,3,0,0,0
2142,3302,10261,47,6,1,5,2,0,2
2143,3302,10194,53,3,1,2,1,0,1
2144,3303,10172,51,10,7,3,2,1,1
2145,3303,8472,49,7,4,3,1,1,0
2146,3304,10003,64,4,1,3,1,1,0
2147,3304,8659,36,0,0,0,1,0,1
2148,3308,8668,53,8,3,5,1,0,1
2149,3308,9825,47,9,1,8,2,0,2
2150,3309,10003,49,7,4,3,3,1,2
2151,3309,9825,51,9,2,7,3,2,1
2152,3311,8650,67,13,7,6,3,2,1
2153,3311,8466,33,5,1,4,0,0,0
2154,3312,8456,56,6,3,3,2,1,1
2155,3312,8668,44,4,2,2,1,0,1
2156,3313,8528,46,3,2,1,3,1,2
2157,3313,10261,54,7,4,3,2,1,1
2158,3314,9850,51,2,1,1,1,1,0
2159,3314,8472,49,6,1,5,0,0,0
2160,3318,8455,55,7,2,5,1,1,0
2161,3318,8654,45,8,2,6,0,0,0
2162,3319,9825,52,6,2,4,2,1,1
2163,3319,8659,48,2,0,2,1,1,0
2164,3321,8668,45,8,3,5,1,1,0
2165,3321,8586,55,7,4,3,0,0,0
2166,3322,9879,49,6,3,3,1,0,1
2167,3322,10261,51,11,5,6,0,0,0
2168,3323,8456,53,8,2,6,2,2,0
2169,3323,10260,47,1,1,0,1,0,1
2170,3324,8466,53,9,6,3,3,1,2
2171,3324,9798,47,2,1,1,2,1,1
2172,3326,9850,46,8,5,3,1,0,1
2173,3326,10003,54,2,1,1,0,0,0
2174,3330,10252,42,3,1,2,1,1,0
2175,3330,8650,58,16,5,11,3,1,2
2176,3332,10261,54,6,4,2,3,3,0
2177,3332,8456,46,6,3,3,0,0,0
2178,3336,8668,52,4,3,1,2,1,1
2179,3336,10194,48,8,2,6,2,1,1
2180,3337,8586,61,13,9,4,4,1,3
2181,3337,10003,39,0,0,0,2,2,0
2182,3340,8650,60,5,2,3,3,1,2
2183,3340,9879,40,5,1,4,1,0,1
2184,3341,8456,62,9,4,5,2,2,0
2185,3341,9798,38,1,0,1,2,1,1
2186,3342,10172,43,5,2,3,2,0,2
2187,3342,10261,57,6,0,6,0,0,0
2188,3343,8472,48,5,4,1,2,1,1
2189,3343,8466,52,6,3,3,2,1,1
2190,3349,9825,63,12,5,7,2,1,1
2191,3349,8654,37,2,2,0,3,1,2
2192,3350,8586,62,11,10,1,2,1,1
2193,3350,10252,38,2,0,2,0,0,0
2194,3351,8528,44,8,5,3,2,1,1
2195,3351,8668,56,8,3,5,0,0,0
2196,3354,9850,40,2,1,1,1,1,0
2197,3354,8455,60,8,2,6,0,0,0
2198,3356,10003,73,3,0,3,3,2,1
2199,3356,9798,27,1,0,1,1,1,0
2200,3357,8650,53,9,4,5,2,0,2
2201,3357,10194,47,6,3,3,0,0,0
2202,3358,8456,67,14,4,10,2,1,1
2203,3358,8472,33,5,3,2,1,0,1
2204,3368,8586,59,11,4,7,4,1,3
2205,3368,8659,41,7,0,7,1,0,1
2206,3369,10261,42,5,4,1,1,1,0
2207,3369,9825,58,3,1,2,2,0,2
2208,3370,10252,47,4,2,2,1,1,0
2209,3370,8528,53,3,0,3,0,0,0
2210,3374,8456,49,7,2,5,2,2,0
2211,3374,9850,51,4,0,4,4,2,2
2212,3376,8654,61,7,3,4,4,2,2
2213,3376,9798,39,0,0,0,0,0,0
2214,3377,10194,56,5,1,4,3,2,1
2215,3377,8466,44,5,3,2,1,0,1
2216,3378,8586,54,9,4,5,1,0,1
2217,3378,8472,46,4,2,2,0,0,0
2218,3380,8472,37,6,6,0,3,0,3
2219,3380,8650,63,14,7,7,0,0,0
2220,3381,8456,67,5,3,2,3,2,1
2221,3381,10194,33,1,0,1,2,1,1
2222,3382,8668,45,12,8,4,3,1,2
2223,3382,10261,55,10,0,10,1,0,1
2224,3384,10252,34,5,3,2,2,0,2
2225,3384,10003,66,11,4,7,0,0,0
2226,3386,9879,53,3,1,2,2,1,1
2227,3386,8659,47,7,0,7,0,0,0
2228,3389,8456,55,6,4,2,1,0,1
2229,3389,9825,45,4,1,3,1,0,1
2230,3392,8528,42,8,3,5,2,0,2
2231,3392,9879,58,4,2,2,1,0,1
2232,3393,10260,58,6,2,4,2,1,1
2233,3393,8650,42,5,0,5,0,0,0
2234,3395,8586,60,9,3,6,1,1,0
2235,3395,10172,40,2,2,0,0,0,0
2236,3396,8659,58,3,1,2,1,1,0
2237,3396,9798,42,5,1,4,1,0,1
2238,3398,8472,58,8,3,5,2,1,1
2239,3398,8654,42,4,1,3,0,0,0
2240,3400,9850,40,2,2,0,1,1,0
2241,3400,8650,60,8,6,2,1,1,0
2242,3401,8456,54,8,5,3,6,2,4
2243,3401,9879,46,0,0,0,1,1,0
2244,3402,10261,55,9,8,1,2,2,0
2245,3402,9798,45,0,0,0,0,0,0
2246,3403,8668,42,6,2,4,1,1,0
2247,3403,8466,58,7,5,2,0,0,0
2248,3405,8586,52,16,6,10,6,2,4
2249,3405,10260,48,3,1,2,0,0,0
2250,3406,8659,46,7,4,3,3,1,2
2251,3406,10252,54,5,3,2,0,0,0
2252,3407,8654,60,14,4,10,1,1,0
2253,3407,10172,40,4,1,3,3,1,2
2254,3408,8528,56,9,4,5,1,0,1
2255,3408,8472,44,7,3,4,0,0,0
2256,3409,8650,43,4,3,1,2,0,2
2257,3409,9825,57,7,4,3,1,0,1
2258,3410,10261,56,5,3,2,1,1,0
2259,3410,10252,44,8,3,5,1,0,1
2260,3412,8586,56,8,2,6,2,1,1
2261,3412,9850,44,3,1,2,3,1,2
2262,3414,8455,68,4,1,3,1,1,0
2263,3414,9798,32,0,0,0,2,0,2
2264,3416,10003,54,8,4,4,2,1,1
2265,3416,8472,46,1,0,1,0,0,0
2266,3420,8668,64,8,3,5,2,1,1
2267,3420,10252,36,0,0,0,1,0,1
2268,3423,10261,43,11,8,3,3,1,2
2269,3423,8455,57,6,2,4,1,0,1
2270,3424,9850,48,9,1,8,1,1,0
2271,3424,10172,52,5,0,5,0,0,0
2272,3427,8654,44,5,3,2,3,1,2
2273,3427,10003,56,4,1,3,2,1,1
2274,3428,8466,45,12,4,8,3,1,2
2275,3428,8528,55,2,2,0,0,0,0
2276,3431,8650,59,14,5,9,4,2,2
2277,3431,8659,41,2,0,2,2,0,2
2278,3432,8668,47,8,7,1,3,2,1
2279,3432,10260,53,4,0,4,1,1,0
2280,3433,9850,44,8,2,6,3,3,0
2281,3433,9879,56,4,1,3,4,2,2
2282,3435,10194,57,10,7,3,2,1,1
2283,3435,9798,43,3,0,3,0,0,0
2284,3438,10261,49,5,1,4,5,1,4
2285,3438,8586,51,7,1,6,0,0,0
2286,3440,9879,55,7,5,2,3,1,2
2287,3440,10194,45,2,0,2,1,0,1
2288,3442,8456,49,7,6,1,1,1,0
2289,3442,8455,51,4,0,4,1,1,0
2290,3443,8466,42,3,2,1,1,1,0
2291,3443,10261,58,4,3,1,1,0,1
2292,3446,8528,61,7,3,4,1,0,1
2293,3446,9798,39,1,0,1,0,0,0
2294,3447,8472,51,4,2,2,1,0,1
2295,3447,8659,49,3,1,2,2,0,2
2296,3448,8654,35,8,4,4,1,1,0
2297,3448,8586,65,12,4,8,1,0,1
2298,3449,10252,46,3,2,1,2,1,1
2299,3449,8456,54,10,5,5,1,0,1
2300,3450,8455,53,19,10,9,1,1,0
2301,3450,8659,47,5,1,4,1,0,1
2302,3453,10172,41,3,1,2,1,0,1
2303,3453,8466,59,11,5,6,1,0,1
2304,3454,8654,51,8,5,3,1,1,0
2305,3454,10194,49,7,2,5,3,3,0
2306,3456,10003,52,5,2,3,3,2,1
2307,3456,10261,48,5,2,3,2,0,2
2308,3457,9825,48,6,4,2,4,2,2
2309,3457,8586,52,5,2,3,3,0,3
2310,3461,8586,59,7,4,3,1,0,1
2311,3461,8650,41,3,3,0,0,0,0
2312,3464,8466,54,8,4,4,3,1,2
2313,3464,9850,46,4,4,0,0,0,0
2314,3465,10172,45,5,4,1,3,2,1
2315,3465,8472,55,2,0,2,0,0,0
2316,3466,9798,45,4,1,3,3,1,2
2317,3466,10252,55,4,1,3,1,0,1
2318,3468,8654,43,2,2,0,2,2,0
2319,3468,10260,57,8,1,7,2,0,2
2320,3469,8455,60,9,4,5,1,1,0
2321,3469,9798,40,3,1,2,3,1,2
2322,3471,8456,53,6,5,1,2,2,0
2323,3471,10172,47,5,2,3,2,1,1
2324,3474,10003,59,8,3,5,1,0,1
2325,3474,8472,41,3,1,2,0,0,0
2326,3476,8668,37,7,4,3,1,1,0
2327,3476,8659,63,4,0,4,0,0,0
2328,3478,8528,61,7,3,4,2,1,1
2329,3478,10194,39,9,4,5,0,0,0
2330,3479,10172,41,7,6,1,2,0,2
2331,3479,10252,59,5,1,4,1,0,1
2332,3480,8455,48,11,5,6,4,1,3
2333,3480,8654,52,9,2,7,2,0,2
2334,3481,8668,55,4,3,1,1,0,1
2335,3481,8456,45,13,3,10,2,0,2
2336,3482,10260,58,6,4,2,4,0,4
2337,3482,9798,42,3,0,3,1,0,1
2338,3483,8466,56,9,6,3,3,2,1
2339,3483,8650,44,8,4,4,2,1,1
2340,3486,9825,54,6,3,3,3,3,0
2341,3486,10003,46,1,0,1,2,1,1
2342,3488,10261,48,3,2,1,2,2,0
2343,3488,8528,52,6,2,4,1,0,1
2344,3489,9825,69,8,6,2,2,1,1
2345,3489,9798,31,3,2,1,1,0,1
2346,3490,8650,55,12,9,3,1,1,0
2347,3490,10252,45,6,3,3,4,2,2
2348,3491,10194,46,7,4,3,1,0,1
2349,3491,8668,54,10,6,4,0,0,0
2350,3492,9879,57,3,2,1,1,1,0
2351,3492,10172,43,8,3,5,1,0,1
2352,3493,8456,64,10,4,6,1,0,1
2353,3493,10261,36,1,0,1,0,0,0
2354,3497,8659,52,10,4,6,2,1,1
2355,3497,8654,48,5,2,3,0,0,0
2356,3498,9850,54,5,2,3,2,1,1
2357,3498,8528,46,4,1,3,0,0,0
2358,3501,10260,51,7,2,5,1,0,1
2359,3501,8456,49,5,3,2,0,0,0
2360,3503,10003,65,9,4,5,2,2,0
2361,3503,9850,35,4,1,3,5,2,3
2362,3506,10194,48,6,3,3,2,0,2
2363,3506,10252,52,5,3,2,0,0,0
2364,3510,10252,51,7,3,4,1,1,0
2365,3510,9879,49,3,1,2,1,1,0
2366,3512,8668,60,9,2,7,1,1,0
2367,3512,10172,40,7,2,5,3,2,1
2368,3516,8466,57,13,6,7,1,1,0
2369,3516,8654,43,4,3,1,0,0,0
2370,3522,9850,45,5,2,3,1,1,0
2371,3522,9798,55,5,2,3,3,0,3
2372,3523,10172,54,8,4,4,4,3,1
2373,3523,10194,46,7,5,2,1,0,1
2374,3524,8472,51,4,3,1,3,2,1
2375,3524,8668,49,7,3,4,3,0,3
2376,3527,8659,59,3,1,2,1,1,0
2377,3527,10261,41,5,4,1,0,0,0
2378,3528,8528,56,10,3,7,2,1,1
2379,3528,8654,44,7,5,2,0,0,0
2380,3529,9825,45,9,4,5,2,0,2
2381,3529,10260,55,5,2,3,1,0,1
2382,3530,8472,39,5,3,2,1,0,1
2383,3530,10252,61,6,3,3,0,0,0
2384,3531,8455,60,17,9,8,5,2,3
2385,3531,10003,40,6,2,4,1,1,0
2386,3532,8668,60,10,5,5,2,2,0
2387,3532,9879,40,5,4,1,1,0,1
2388,3534,8650,49,5,2,3,2,2,0
2389,3534,10261,51,4,0,4,2,0,2
2390,3535,9798,54,6,4,2,3,2,1
2391,3535,10172,46,5,0,5,0,0,0
2392,3536,8659,45,6,5,1,1,1,0
2393,3536,8466,55,4,3,1,3,0,3
2394,3538,8586,47,6,1,5,4,1,3
2395,3538,8528,53,2,0,2,0,0,0
2396,3540,8650,51,7,1,6,2,1,1
2397,3540,8668,49,2,0,2,2,1,1
2398,3541,8455,52,6,4,2,3,1,2
2399,3541,10260,48,3,3,0,0,0,0
2400,3542,9850,57,5,5,0,2,1,1
2401,3542,10252,43,5,2,3,1,0,1
2402,3544,10194,41,6,2,4,1,1,0
2403,3544,8472,59,5,1,4,0,0,0
2404,3545,8456,48,7,6,1,2,1,1
2405,3545,10003,52,1,1,0,2,1,1
2406,3547,8659,47,10,4,6,1,0,1
2407,3547,8528,53,5,4,1,0,0,0
2408,3550,8455,56,9,6,3,3,1,2
2409,3550,10252,44,7,3,4,2,0,2
2410,3551,8668,60,11,4,7,4,1,3
2411,3551,8654,40,2,1,1,3,2,1
2412,3553,10260,55,5,4,1,4,2,2
2413,3553,10003,45,3,0,3,1,0,1
2414,3554,9850,48,5,3,2,1,1,0
2415,3554,8659,52,6,1,5,0,0,0
2416,3560,8650,61,19,9,10,1,0,1
2417,3560,10172,39,4,3,1,1,0,1
2418,3561,9850,51,6,5,1,2,2,0
2419,3561,8456,49,3,1,2,0,0,0
2420,3564,10003,66,13,2,11,1,1,0
2421,3564,9879,34,1,0,1,4,0,4
2422,3567,9798,46,4,2,2,1,0,1
2423,3567,8654,54,6,2,4,1,0,1
2424,3568,10252,47,4,4,0,2,1,1
2425,3568,8528,53,8,3,5,3,1,2
2426,3569,8466,40,6,3,3,2,1,1
2427,3569,9825,60,10,5,5,1,1,0
2428,3570,10252,49,10,4,6,2,1,1
2429,3570,10003,51,3,2,1,0,0,0
2430,3573,10260,55,6,4,2,2,2,0
2431,3573,8528,45,4,0,4,1,1,0
2432,3574,8654,48,5,5,0,4,1,3
2433,3574,9850,52,16,8,8,1,0,1
2434,3576,8586,58,8,5,3,1,1,0
2435,3576,9798,42,1,0,1,1,0,1
2436,3577,10194,46,3,2,1,2,1,1
2437,3577,8456,54,9,3,6,1,1,0
2438,3578,8650,55,8,4,4,5,2,3
2439,3578,8472,45,3,0,3,1,0,1
2440,3579,8455,52,10,6,4,3,3,0
2441,3579,10194,48,3,2,1,1,0,1
2442,3580,8650,54,7,4,3,2,0,2
2443,3580,10260,46,4,2,2,1,0,1
2444,3581,9825,47,5,4,1,1,1,0
2445,3581,8456,53,9,5,4,1,0,1
2446,3585,10172,47,5,3,2,1,0,1
2447,3585,8586,53,11,1,10,0,0,0
2448,3587,8654,56,8,3,5,1,1,0
2449,3587,8472,44,0,0,0,0,0,0
2450,3590,8659,49,5,2,3,3,2,1
2451,3590,10252,51,6,2,4,2,2,0
2452,3591,8668,56,5,2,3,1,1,0
2453,3591,8466,44,3,0,3,2,2,0
2454,3593,10260,74,8,3,5,1,1,0
2455,3593,8586,26,1,0,1,6,2,4
2456,3594,8650,57,7,2,5,2,1,1
2457,3594,9850,43,7,4,3,2,0,2
2458,3598,8528,45,4,4,0,1,0,1
2459,3598,8472,55,2,1,1,0,0,0
2460,3601,8472,39,6,3,3,1,0,1
2461,3601,8456,61,10,2,8,0,0,0
2462,3602,10260,56,5,3,2,1,0,1
2463,3602,10261,44,2,0,2,0,0,0
2464,3603,9879,58,5,3,2,3,1,2
2465,3603,8466,42,5,3,2,0,0,0
2466,3604,10003,60,12,4,8,3,1,2
2467,3604,9798,40,11,4,7,3,2,1
2468,3607,9825,55,8,3,5,3,2,1
2469,3607,8654,45,2,1,1,1,0,1
2470,3608,8668,48,10,5,5,1,1,0
2471,3608,8528,52,2,1,1,2,1,1
2472,3609,9879,53,5,3,2,1,1,0
2473,3609,10252,47,2,1,1,2,0,2
2474,3610,9798,44,8,3,5,1,0,1
2475,3610,8650,56,6,2,4,0,0,0
2476,3614,10261,47,4,3,1,1,1,0
2477,3614,8472,53,1,1,0,2,1,1
2478,3615,8528,49,8,3,5,2,1,1
2479,3615,10003,51,7,2,5,1,0,1
2480,3616,8586,47,13,5,8,1,0,1
2481,3616,8455,53,3,1,2,1,0,1
2482,3617,8456,57,10,5,5,1,0,1
2483,3617,8659,43,4,1,3,0,0,0
2484,3618,8654,48,5,2,3,2,2,0
2485,3618,8466,52,3,1,2,1,0,1
2486,3621,10260,49,5,3,2,2,1,1
2487,3621,8455,51,9,6,3,0,0,0
2488,3622,8650,44,4,1,3,2,1,1
2489,3622,8668,56,4,2,2,0,0,0
2490,3626,8586,48,2,1,1,4,2,2
2491,3626,8466,52,5,0,5,1,0,1
2492,3627,10194,52,8,3,5,2,0,2
2493,3627,8472,48,2,1,1,0,0,0
2494,3628,8528,54,13,6,7,2,0,2
2495,3628,8654,46,6,4,2,0,0,0
2496,3629,9825,54,9,4,5,2,1,1
2497,3629,10252,46,3,1,2,1,1,0
2498,3631,9826,46,4,1,3,1,0,1
2499,3631,8586,54,6,2,4,0,0,0
2500,3632,8650,52,14,7,7,1,1,0
2501,3632,10194,48,6,2,4,2,0,2
2502,3635,9879,48,4,3,1,2,0,2
2503,3635,8472,52,8,4,4,0,0,0
2504,3637,8466,53,5,4,1,3,2,1
2505,3637,8659,47,7,2,5,1,0,1
2506,3638,8654,48,6,3,3,1,0,1
2507,3638,8344,52,4,3,1,0,0,0
2508,3640,10003,55,5,3,2,1,0,1
2509,3640,8344,45,6,2,4,0,0,0
2510,3641,8586,48,12,7,5,2,2,0
2511,3641,8668,52,6,1,5,2,1,1
2512,3644,9850,31,4,3,1,2,1,1
2513,3644,8456,69,13,4,9,2,0,2
2514,3645,10261,40,10,4,6,3,2,1
2515,3645,8455,60,9,5,4,1,1,0
2516,3646,10194,39,4,1,3,2,2,0
2517,3646,8466,61,3,0,3,5,4,1
2518,3651,8668,72,4,2,2,1,1,0
2519,3651,9826,28,3,1,2,0,0,0
2520,3652,8650,69,14,7,7,5,3,2
2521,3652,9879,31,1,1,0,0,0,0
2522,3653,10260,41,1,1,0,2,1,1
2523,3653,9825,59,5,1,4,0,0,0
2524,3654,8654,53,8,6,2,2,1,1
2525,3654,9850,47,2,0,2,2,0,2
2526,3655,8667,40,3,2,1,1,0,1
2527,3655,8466,60,4,0,4,1,0,1
2528,3657,10003,65,12,7,5,5,1,4
2529,3657,10194,35,1,0,1,2,1,1
2530,3658,10261,34,5,4,1,2,0,2
2531,3658,8586,66,19,6,13,0,0,0
2532,3659,8466,52,6,2,4,1,1,0
2533,3659,9825,48,2,0,2,1,0,1
2534,3662,10003,66,7,3,4,1,1,0
2535,3662,9879,34,2,1,1,0,0,0
2536,3663,8667,60,5,1,4,3,2,1
2537,3663,9826,40,2,0,2,0,0,0
2538,3664,8456,48,5,5,0,1,1,0
2539,3664,8586,52,6,3,3,1,0,1
2540,3665,9850,51,7,3,4,2,2,0
2541,3665,10261,49,6,3,3,0,0,0
2542,3667,10252,49,9,5,4,2,0,2
2543,3667,8659,51,2,1,1,0,0,0
2544,3668,8455,55,12,4,8,3,2,1
2545,3668,8654,45,4,2,2,0,0,0
2546,3669,10252,51,5,3,2,5,4,1
2547,3669,8472,49,1,0,1,1,0,1
2548,3671,8455,51,9,6,3,2,1,1
2549,3671,8466,49,4,2,2,2,0,2
2550,3672,8668,55,14,6,8,2,2,0
2551,3672,10194,45,4,1,3,2,2,0
2552,3673,8667,40,5,2,3,3,0,3
2553,3673,8650,60,6,3,3,0,0,0
2554,3674,8456,45,3,3,0,1,0,1
2555,3674,10003,55,5,4,1,0,0,0
2556,3675,8659,46,4,3,1,1,0,1
2557,3675,10261,54,4,2,2,0,0,0
2558,3676,9850,60,4,2,2,1,1,0
2559,3676,9826,40,6,3,3,1,0,1
2560,3677,8586,40,5,3,2,3,1,2
2561,3677,10260,60,1,0,1,2,0,2
2562,3681,8668,48,6,2,4,4,2,2
2563,3681,10260,52,7,3,4,1,0,1
2564,3682,8466,77,9,5,4,2,1,1
2565,3682,10252,23,0,0,0,2,0,2
2566,3684,8472,45,6,4,2,4,3,1
2567,3684,8455,55,7,2,5,1,0,1
2568,3686,8456,59,5,3,2,4,2,2
2569,3686,8659,41,4,3,1,0,0,0
2570,3688,8654,62,3,2,1,1,0,1
2571,3688,9826,38,3,0,3,0,0,0
2572,3689,9825,43,7,4,3,2,0,2
2573,3689,8668,57,4,1,3,0,0,0
2574,3691,9879,54,12,5,7,5,4,1
2575,3691,10252,46,6,2,4,2,1,1
2576,3692,8650,65,20,7,13,1,0,1
2577,3692,8654,35,6,4,2,0,0,0
2578,3693,10260,48,6,3,3,1,0,1
2579,3693,10261,52,2,2,0,0,0,0
2580,3695,8455,57,5,3,2,1,1,0
2581,3695,10194,43,2,2,0,1,0,1
2582,3696,8586,53,13,6,7,1,1,0
2583,3696,8472,47,6,2,4,3,2,1
2584,3698,8659,64,14,3,11,3,0,3
2585,3698,9850,36,1,1,0,1,0,1
2586,3701,8455,70,9,2,7,4,2,2
2587,3701,9826,30,6,2,4,1,0,1
2588,3702,8668,59,10,7,3,3,1,2
2589,3702,9879,41,4,1,3,0,0,0
2590,3705,8466,61,7,3,4,3,1,2
2591,3705,10261,39,7,2,5,0,0,0
2592,3710,9826,33,6,4,2,1,0,1
2593,3710,10261,67,4,1,3,0,0,0
2594,3711,9879,46,8,6,2,1,1,0
2595,3711,8456,54,11,6,5,1,0,1
2596,3712,8650,69,11,7,4,1,1,0
2597,3712,8344,31,6,2,4,0,0,0
2598,3715,10194,54,4,3,1,1,1,0
2599,3715,10252,46,8,4,4,3,0,3
2600,3716,8472,59,8,4,4,4,0,4
2601,3716,9850,41,9,6,3,0,0,0
2602,3718,8659,60,6,1,5,1,1,0
2603,3718,8667,40,2,0,2,0,0,0
2604,3719,9826,35,7,2,5,4,0,4
2605,3719,10252,65,5,2,3,0,0,0
2606,3721,8455,48,12,10,2,3,1,2
2607,3721,10003,52,2,1,1,0,0,0
2608,3723,8667,38,5,1,4,1,0,1
2609,3723,10260,62,5,3,2,1,0,1
2610,3724,8456,52,12,5,7,3,1,2
2611,3724,8650,48,8,3,5,0,0,0
2612,3725,10261,58,8,3,5,1,1,0
2613,3725,10194,42,4,4,0,0,0,0
2614,3730,8344,44,7,5,2,1,0,1
2615,3730,8472,56,11,4,7,0,0,0
2616,3734,8456,77,13,11,2,1,0,1
2617,3734,9826,23,4,1,3,0,0,0
2618,3735,9825,54,5,3,2,2,1,1
2619,3735,10261,46,6,4,2,0,0,0
2620,3736,10260,55,4,2,2,1,0,1
2621,3736,9850,45,8,7,1,0,0,0
2622,3737,8586,68,8,4,4,1,1,0
2623,3737,10194,32,1,0,1,2,0,2
2624,3738,8659,54,16,8,8,1,1,0
2625,3738,8654,46,6,3,3,1,0,1
2626,3741,8668,55,16,7,9,2,0,2
2627,3741,8659,45,3,1,2,1,0,1
2628,3742,9825,51,8,5,3,3,0,3
2629,3742,9879,49,7,4,3,0,0,0
2630,3744,8455,43,6,2,4,2,1,1
2631,3744,10260,57,7,1,6,0,0,0
2632,3745,8654,45,3,1,2,4,1,3
2633,3745,10261,55,3,0,3,2,0,2
2634,3746,8466,56,9,2,7,1,1,0
2635,3746,8472,44,3,0,3,0,0,0
2636,3747,10194,51,5,2,3,1,1,0
2637,3747,9826,49,5,2,3,4,3,1
2638,3748,8586,49,9,6,3,3,2,1
2639,3748,10003,51,5,3,2,6,2,4
2640,3751,8654,31,3,2,1,6,4,2
2641,3751,9879,69,11,4,7,0,0,0
2642,3753,10260,60,10,5,5,3,1,2
2643,3753,8586,40,3,1,2,2,1,1
2644,3755,10194,40,5,4,1,3,3,0
2645,3755,8668,60,8,1,7,0,0,0
2646,3758,8659,47,5,2,3,5,1,4
2647,3758,10261,53,6,3,3,0,0,0
2648,3759,9825,65,4,1,3,1,0,1
2649,3759,10252,35,6,1,5,0,0,0
2650,3760,8654,37,2,2,0,2,2,0
2651,3760,8344,63,10,2,8,0,0,0
2652,3761,9850,37,7,4,3,2,2,0
2653,3761,8668,63,7,4,3,3,1,2
2654,3762,9879,59,5,2,3,2,2,0
2655,3762,8472,41,3,2,1,0,0,0
2656,3763,8667,43,5,4,1,1,1,0
2657,3763,8455,57,7,4,3,1,0,1
2658,3764,10003,61,5,2,3,1,0,1
2659,3764,10260,39,4,1,3,0,0,0
2660,3765,8456,46,6,1,5,1,1,0
2661,3765,10261,54,7,2,5,3,1,2
2662,3766,8466,63,8,4,4,1,1,0
2663,3766,8659,37,2,0,2,4,2,2
2664,3768,8586,69,3,3,0,4,1,3
2665,3768,9826,31,3,3,0,0,0,0
2666,3769,9825,59,12,5,7,1,0,1
2667,3769,9879,41,6,2,4,0,0,0
2668,3770,10260,54,5,4,1,2,1,1
2669,3770,8455,46,4,2,2,1,0,1
2670,3771,10194,56,8,5,3,2,0,2
2671,3771,9826,44,6,2,4,1,0,1
2672,3774,9850,56,8,2,6,3,1,2
2673,3774,8667,44,2,1,1,0,0,0
2674,3775,8466,63,14,8,6,5,2,3
2675,3775,8472,37,9,1,8,0,0,0
2676,3776,10003,56,2,1,1,2,2,0
2677,3776,8586,44,6,2,4,1,0,1
2678,3778,10261,53,10,6,4,4,3,1
2679,3778,8654,47,4,3,1,1,1,0
2680,3779,8659,55,3,1,2,4,1,3
2681,3779,10252,45,4,2,2,0,0,0
2682,3780,8667,62,6,3,3,1,1,0
2683,3780,9826,38,3,2,1,0,0,0
2684,3781,8650,38,8,6,2,2,1,1
2685,3781,8668,62,15,6,9,1,1,0
2686,3782,10260,46,7,3,4,1,0,1
2687,3782,8344,54,4,2,2,0,0,0
2688,3783,10261,56,12,9,3,3,1,2
2689,3783,9850,44,4,1,3,1,0,1
2690,3784,8466,52,10,3,7,1,0,1
2691,3784,9825,48,2,1,1,0,0,0
2692,3786,10003,61,7,3,4,1,1,0
2693,3786,9879,39,7,6,1,0,0,0
2694,3787,8654,29,1,1,0,1,0,1
2695,3787,8455,71,19,6,13,0,0,0
2696,3788,8586,35,2,1,1,4,4,0
2697,3788,8456,65,8,3,5,3,1,2
2698,3789,9825,73,5,3,2,1,1,0
2699,3789,9826,27,4,1,3,2,1,1
2700,3793,8586,61,8,3,5,2,2,0
2701,3793,8667,39,3,0,3,0,0,0
2702,3794,8455,36,7,5,2,3,3,0
2703,3794,8456,64,8,3,5,1,1,0
2704,3795,10261,51,15,5,10,1,1,0
2705,3795,8472,49,5,3,2,2,1,1
2706,3797,8650,49,6,1,5,3,2,1
2707,3797,8659,51,5,1,4,2,0,2
2708,3798,10003,64,7,2,5,3,1,2
2709,3798,8654,36,2,2,0,2,1,1
2710,3800,10252,68,4,3,1,1,0,1
2711,3800,8654,32,5,4,1,0,0,0
