,match_id,team_id,possession_full_match,shots_on,shots_on_first_half,shots_on_second_half,goals,goals_first_half,goals_second_half
6378,10025,8406,46,6,2,4,3,2,1
6379,10025,9790,54,7,3,4,0,0,0
6380,10026,10269,25,3,2,1,4,1,3
6381,10026,8721,75,10,4,6,1,0,1
6382,10027,9810,51,6,2,4,1,0,1
6383,10027,8697,49,6,3,3,0,0,0
6384,10030,8177,58,2,1,1,2,1,1
6385,10030,9905,42,1,0,1,2,0,2
6386,10031,8234,49,5,2,3,2,0,2
6387,10031,8178,51,3,0,3,0,0,0
6388,10034,9790,29,4,1,3,2,1,1
6389,10034,9823,71,3,0,3,0,0,0
6390,10035,8721,55,12,4,8,3,1,2
6391,10035,9810,45,5,1,4,1,1,0
6392,10036,10269,48,8,4,4,2,1,1
6393,10036,8722,52,5,2,3,1,0,1
6394,10038,8406,39,7,5,2,1,0,1
6395,10038,8177,61,4,3,1,3,0,3
6396,10039,8226,39,1,1,0,1,0,1
6397,10039,8178,61,8,2,6,1,0,1
6398,10040,8234,41,4,4,0,2,1,1
6399,10040,9905,59,4,3,1,3,0,3
6400,10043,8178,57,5,3,2,1,1,0
6401,10043,9904,43,3,1,2,0,0,0
6402,10044,8721,63,6,5,1,4,3,1
6403,10044,8722,37,3,0,3,3,1,2
6404,10045,10269,47,12,3,9,3,1,2
6405,10045,9790,53,5,0,5,3,2,1
6406,10048,9788,59,7,4,3,2,1,1
6407,10048,9905,41,1,1,0,1,0,1
6408,10049,10189,62,6,0,6,3,1,2
6409,10049,8262,38,2,0,2,2,0,2
6410,10050,8262,29,3,3,0,2,1,1
6411,10050,10189,71,7,4,3,2,1,1
6412,10051,9788,65,7,4,3,1,0,1
6413,10051,9905,35,4,2,2,1,0,1
6414,10053,8406,47,5,1,4,6,2,4
6415,10053,9810,53,3,2,1,3,2,1
6416,10056,8177,52,5,2,3,2,0,2
6417,10056,8697,48,3,0,3,0,0,0
6418,10058,8234,39,3,1,2,3,2,1
6419,10058,9789,61,4,1,3,1,0,1
6420,10059,10189,40,2,2,0,2,1,1
6421,10059,8721,60,6,3,3,3,1,2
6422,10062,8722,44,8,2,6,1,1,0
6423,10062,9790,56,4,1,3,1,0,1
6424,10063,9810,58,8,6,2,2,2,0
6425,10063,10269,42,6,5,1,0,0,0
6426,10064,9905,51,3,2,1,1,1,0
6427,10064,9904,49,3,0,3,0,0,0
6428,10065,9789,63,3,3,0,1,1,0
6429,10065,8177,37,6,3,3,0,0,0
6430,10066,8226,65,4,2,2,2,1,1
6431,10066,8262,35,2,0,2,1,0,1
6432,10069,8721,44,4,4,0,4,1,3
6433,10069,8234,56,4,1,3,0,0,0
6434,10070,9788,56,5,1,4,1,0,1
6435,10070,9790,44,6,4,2,1,0,1
6436,10072,9823,66,10,5,5,2,1,1
6437,10072,8406,34,1,0,1,1,0,1
6438,10075,9905,45,5,1,4,5,4,1
6439,10075,10189,55,4,1,3,3,0,3
6440,10076,8262,42,6,3,3,5,2,3
6441,10076,8178,58,5,2,3,1,0,1
6442,10077,9823,73,20,11,9,3,1,2
6443,10077,8262,27,4,2,2,1,0,1
6444,10078,10269,54,11,6,5,2,1,1
6445,10078,10189,46,6,3,3,0,0,0
6446,10079,9789,51,3,1,2,4,3,1
6447,10079,8178,49,8,4,4,3,1,2
6448,10081,9810,49,2,1,1,3,2,1
6449,10081,9790,51,3,2,1,0,0,0
6450,10082,9904,49,10,4,6,3,2,1
6451,10082,8406,51,6,3,3,1,1,0
6452,10083,8177,48,5,2,3,1,0,1
6453,10083,8721,52,7,0,7,0,0,0
6454,10085,8234,46,3,2,1,4,3,1
6455,10085,8697,54,2,2,0,3,2,1
6456,10086,8226,30,5,2,3,2,1,1
6457,10086,9789,70,11,2,9,1,0,1
6458,10087,8721,35,8,5,3,3,1,2
6459,10087,9823,65,4,1,3,0,0,0
6460,10089,9904,40,8,4,4,2,0,2
6461,10089,10269,60,10,4,6,0,0,0
6462,10090,9788,52,5,4,1,3,3,0
6463,10090,8406,48,11,6,5,0,0,0
6464,10091,8262,40,2,1,1,1,0,1
6465,10091,8697,60,10,0,10,0,0,0
6466,10093,8177,52,7,5,2,4,2,2
6467,10093,8722,48,7,3,4,3,0,3
6468,10094,9905,40,5,4,1,1,1,0
6469,10094,8178,60,3,2,1,0,0,0
6470,10095,9823,76,9,4,5,2,0,2
6471,10095,9905,24,1,1,0,0,0,0
6472,10099,9904,39,4,2,2,1,1,0
6473,10099,8721,61,9,4,5,0,0,0
6474,10101,8226,52,6,1,5,2,1,1
6475,10101,8406,48,2,2,0,1,0,1
6476,10107,10269,38,10,8,2,2,0,2
6477,10107,8226,62,7,4,3,0,0,0
6478,10109,9904,52,6,4,2,2,0,2
6479,10109,8697,48,4,3,1,2,0,2
6480,10110,8234,36,5,4,1,1,1,0
6481,10110,9810,64,4,3,1,0,0,0
6482,10111,10189,53,5,4,1,6,3,3
6483,10111,8722,47,8,4,4,2,1,1
6484,10114,9789,62,15,3,12,5,3,2
6485,10114,9905,38,1,1,0,1,0,1
6486,10115,9790,54,7,2,5,1,1,0
6487,10115,8178,46,5,2,3,2,1,1
6488,10116,9788,60,6,3,3,3,2,1
6489,10116,9810,40,0,0,0,4,2,2
6490,10119,8721,61,11,5,6,3,1,2
6491,10119,8226,39,2,1,1,0,0,0
6492,10120,10269,53,5,4,1,2,1,1
6493,10120,8234,47,6,2,4,1,0,1
6494,10122,10189,37,3,3,0,1,0,1
6495,10122,9788,63,13,7,6,0,0,0
6496,10123,8262,30,4,2,2,2,1,1
6497,10123,8721,70,5,2,3,0,0,0
6498,10124,8226,40,6,4,2,2,2,0
6499,10124,9790,60,11,2,9,1,0,1
6500,10125,8178,46,9,4,5,2,0,2
6501,10125,10269,54,5,2,3,2,0,2
6502,10126,8406,26,4,3,1,1,1,0
6503,10126,9789,74,5,2,3,0,0,0
6504,10129,9823,77,3,1,2,4,2,2
6505,10129,8722,23,2,0,2,0,0,0
6506,10130,8234,45,3,1,2,2,1,1
6507,10130,8177,55,1,1,0,1,0,1
6508,10131,9823,69,11,4,7,1,0,1
6509,10131,9810,31,0,0,0,2,0,2
6510,10132,9789,66,9,7,2,1,0,1
6511,10132,8697,34,3,1,2,1,0,1
6512,10133,8721,53,8,3,5,1,1,0
6513,10133,8178,47,3,2,1,1,0,1
6514,10134,8177,48,2,1,1,2,1,1
6515,10134,9788,52,5,2,3,1,1,0
6516,10135,9904,54,8,3,5,1,0,1
6517,10135,9790,46,3,2,1,0,0,0
6518,10136,8226,57,7,1,6,2,2,0
6519,10136,8722,43,0,0,0,0,0,0
6520,10137,8406,51,6,2,4,2,1,1
6521,10137,9905,49,5,1,4,3,1,2
6522,10139,10269,62,2,1,1,4,1,3
6523,10139,8262,38,5,1,4,1,0,1
6524,10140,9789,48,6,2,4,4,3,1
6525,10140,10189,52,4,0,4,2,1,1
6526,10141,9905,49,6,2,4,1,1,0
6527,10141,8721,51,6,5,1,0,0,0
6528,10143,9823,73,5,2,3,3,1,2
6529,10143,10269,27,2,2,0,1,0,1
6530,10144,8697,55,10,6,4,2,1,1
6531,10144,8406,45,2,0,2,1,0,1
6532,10145,8226,48,4,3,1,4,2,2
6533,10145,9810,52,4,3,1,1,0,1
6534,10147,9904,36,3,1,2,1,1,0
6535,10147,8177,64,9,4,5,1,0,1
6536,10148,8234,52,9,5,4,2,1,1
6537,10148,9788,48,3,1,2,3,3,0
6538,10153,8234,34,7,5,2,2,0,2
6539,10153,8406,66,4,1,3,2,0,2
6540,10154,9788,58,5,2,3,1,0,1
6541,10154,8697,42,7,4,3,0,0,0
6542,10155,9790,52,8,4,4,1,0,1
6543,10155,8722,48,1,0,1,3,0,3
6544,10158,10189,37,8,3,5,1,0,1
6545,10158,9823,63,6,2,4,3,0,3
6546,10159,9790,29,2,2,0,3,3,0
6547,10159,9789,71,5,2,3,3,1,2
6548,10160,9810,40,9,4,5,1,1,0
6549,10160,8178,60,6,3,3,1,1,0
6550,10162,8697,44,6,5,1,4,2,2
6551,10162,8721,56,1,0,1,2,1,1
6552,10163,9788,54,3,2,1,1,1,0
6553,10163,9904,46,5,1,4,4,1,3
6554,10164,8177,46,4,1,3,2,0,2
6555,10164,8226,54,9,6,3,0,0,0
6556,10167,10189,54,7,3,4,1,1,0
6557,10167,8178,46,5,2,3,2,0,2
6558,10169,8721,66,9,2,7,3,2,1
6559,10169,8406,34,3,0,3,0,0,0
6560,10170,9790,46,6,4,2,2,0,2
6561,10170,8697,54,9,2,7,0,0,0
6562,10171,9789,55,6,4,2,3,2,1
6563,10171,10269,45,4,2,2,1,1,0
6564,10172,9810,53,4,3,1,3,2,1
6565,10172,9905,47,2,0,2,1,1,0
6566,10174,8177,32,5,4,1,2,1,1
6567,10174,9823,68,4,3,1,1,0,1
6568,10175,9904,67,2,0,2,3,1,2
6569,10175,8234,33,1,0,1,0,0,0
6570,10176,9823,59,4,3,1,2,2,0
6571,10176,9788,41,2,1,1,3,3,0
6572,10177,8721,40,3,2,1,2,2,0
6573,10177,9789,60,8,0,8,1,0,1
6574,10180,8697,47,7,1,6,1,1,0
6575,10180,10269,53,4,1,3,0,0,0
6576,10184,8262,35,4,1,3,2,2,0
6577,10184,9810,65,2,1,1,2,0,2
6578,10186,9788,58,6,3,3,2,1,1
6579,10186,8178,42,8,1,7,2,0,2
6580,10187,9790,45,1,1,0,2,1,1
6581,10187,8721,55,5,1,4,1,0,1
6582,10189,9810,22,2,1,1,4,1,3
6583,10189,9789,78,12,6,6,1,0,1
6584,10191,9904,47,8,5,3,2,1,1
6585,10191,8226,53,8,5,3,0,0,0
6586,10192,8177,68,8,4,4,1,1,0
6587,10192,8262,32,1,0,1,2,0,2
6588,10193,8234,48,6,5,1,2,1,1
6589,10193,9823,52,4,2,2,2,0,2
6590,10194,9823,61,8,4,4,2,1,1
6591,10194,9904,39,6,3,3,2,0,2
6592,10196,8234,55,4,2,2,1,1,0
6593,10196,8178,45,4,0,4,3,2,1
6594,10197,8721,53,6,4,2,1,1,0
6595,10197,10269,47,5,2,3,2,2,0
6596,10199,9810,35,2,2,0,3,2,1
6597,10199,8697,65,5,2,3,1,0,1
6598,10200,8226,46,8,3,5,1,1,0
6599,10200,10189,54,6,2,4,2,0,2
6600,10204,10189,57,10,6,4,1,0,1
6601,10204,9905,43,7,2,5,0,0,0
6602,10205,8262,24,1,1,0,2,1,1
6603,10205,8178,76,6,2,4,0,0,0
6604,10206,9790,44,2,1,1,1,1,0
6605,10206,9788,56,7,6,1,1,0,1
6606,10207,9810,49,8,4,4,1,0,1
6607,10207,8722,51,7,2,5,2,0,2
6608,10208,9789,72,6,3,3,4,3,1
6609,10208,9904,28,3,1,2,3,1,2
6610,10209,8177,53,5,2,3,1,0,1
6611,10209,10269,47,5,4,1,0,0,0
6612,10210,8697,42,6,2,4,2,1,1
6613,10210,8226,58,5,1,4,3,2,1
6614,10211,8721,61,8,2,6,1,0,1
6615,10211,8234,39,4,3,1,1,0,1
6616,10212,9789,56,11,4,7,1,1,0
6617,10212,8178,44,4,1,3,1,0,1
6618,10213,8721,54,3,1,2,1,0,1
6619,10213,8177,46,4,4,0,0,0,0
6620,10214,9810,49,5,1,4,3,2,1
6621,10214,9790,51,2,2,0,0,0,0
6622,10216,8406,52,11,3,8,1,0,1
6623,10216,9904,48,7,4,3,0,0,0
6624,10217,8234,48,4,2,2,2,1,1
6625,10217,8697,52,5,2,3,1,0,1
6626,10219,9905,58,5,2,3,3,2,1
6627,10219,8226,42,6,3,3,1,1,0
6628,10222,10189,52,5,4,1,1,1,0
6629,10222,9810,48,9,2,7,2,0,2
6630,10225,10269,42,11,3,8,2,2,0
6631,10225,9904,58,2,1,1,0,0,0
6632,10226,8177,52,9,4,5,3,3,0
6633,10226,8722,48,6,2,4,1,0,1
6634,10228,8234,48,5,3,2,2,1,1
6635,10228,9790,52,3,1,2,0,0,0
6636,10229,8262,42,3,1,2,3,3,0
6637,10229,8697,58,2,1,1,1,1,0
6638,10231,8721,68,12,6,6,1,0,1
6639,10231,9904,32,6,4,2,1,0,1
6640,10232,10189,51,5,4,1,2,1,1
6641,10232,9790,49,5,1,4,1,1,0
6642,10234,8406,66,17,10,7,1,1,0
6643,10234,8226,34,2,2,0,2,1,1
6644,10235,8697,40,3,1,2,5,3,2
6645,10235,8178,60,5,1,4,0,0,0
6646,10236,8177,56,8,4,4,1,1,0
6647,10236,9810,44,3,2,1,1,1,0
6648,10239,9789,44,5,2,3,1,1,0
6649,10239,9823,56,6,2,4,2,0,2
6650,10240,10189,62,10,6,4,3,1,2
6651,10240,8722,38,3,1,2,0,0,0
6652,10241,8406,39,1,1,0,2,2,0
6653,10241,8178,61,12,6,6,1,0,1
6654,10243,9904,44,8,6,2,1,1,0
6655,10243,8697,56,11,5,6,0,0,0
6656,10244,9790,54,6,3,3,1,1,0
6657,10244,8177,46,5,2,3,0,0,0
6658,10246,8234,40,5,1,4,2,0,2
6659,10246,9810,60,4,0,4,0,0,0
6660,10247,9905,59,8,4,4,1,1,0
6661,10247,8262,41,3,1,2,3,2,1
6662,10248,10189,56,9,1,8,1,0,1
6663,10248,8177,44,5,3,2,0,0,0
6664,10250,9790,49,5,2,3,3,1,2
6665,10250,8178,51,5,4,1,1,0,1
6666,10251,10269,49,5,5,0,1,0,1
6667,10251,8234,51,5,2,3,1,0,1
6668,10252,8406,68,10,3,7,1,0,1
6669,10252,8262,32,4,2,2,0,0,0
6670,10254,9810,49,2,2,0,3,1,2
6671,10254,9788,51,1,1,0,2,0,2
6672,10255,8722,64,10,4,6,1,1,0
6673,10255,9904,36,4,3,1,1,1,0
6674,10256,9905,53,7,2,5,1,1,0
6675,10256,9789,47,6,2,4,0,0,0
6676,10261,9885,48,7,5,2,2,1,1
6677,10261,8535,52,5,1,4,1,0,1
6678,10266,8600,43,4,3,1,4,2,2
6679,10266,8540,57,4,1,3,1,0,1
6680,10272,8564,64,7,3,4,2,2,0
6681,10272,9875,36,4,2,2,5,3,2
6682,10273,8543,58,9,4,5,2,1,1
6683,10273,8530,42,1,1,0,1,0,1
6684,10274,9885,49,9,3,6,1,1,0
6685,10274,8686,51,0,0,0,1,0,1
6686,10277,9857,39,2,1,1,3,1,2
6687,10277,8686,61,5,4,1,1,0,1
6688,10280,9888,29,3,1,2,1,1,0
6689,10280,8564,71,10,7,3,1,1,0
6690,10282,8600,46,4,2,2,2,1,1
6691,10282,8636,54,5,2,3,0,0,0
6692,10284,8524,49,3,1,2,3,2,1
6693,10284,8535,51,8,2,6,1,1,0
6694,10287,8540,46,6,4,2,3,3,0
6695,10287,8636,54,8,1,7,0,0,0
6696,10288,8686,48,4,2,2,2,1,1
6697,10288,8543,52,7,2,5,1,1,0
6698,10292,8564,57,8,1,7,1,1,0
6699,10292,8533,43,6,2,4,0,0,0
6700,10294,9885,47,4,0,4,1,1,0
6701,10294,10233,53,0,0,0,2,0,2
6702,10295,8529,36,6,2,4,3,3,0
6703,10295,8535,64,6,2,4,2,2,0
6704,10301,8543,58,12,6,6,2,1,1
6705,10301,10233,42,5,2,3,2,0,2
6706,10302,8636,47,10,7,3,3,2,1
6707,10302,9885,53,5,3,2,0,0,0
6708,10306,8564,56,7,4,3,1,1,0
6709,10306,9804,44,7,0,7,0,0,0
6710,10311,8564,53,8,2,6,1,1,0
6711,10311,8540,47,8,5,3,1,0,1
6712,10317,8686,65,11,4,7,2,2,0
6713,10317,8533,35,0,0,0,1,0,1
6714,10323,8636,53,2,2,0,2,1,1
6715,10323,8543,47,12,3,9,3,0,3
6716,10324,8564,58,12,9,3,2,1,1
6717,10324,8530,42,4,2,2,1,1,0
6718,10325,9885,65,4,3,1,3,1,2
6719,10325,9888,35,3,0,3,0,0,0
6720,10329,9857,59,7,7,0,1,0,1
6721,10329,9804,41,7,6,1,0,0,0
6722,10330,9885,52,4,3,1,1,1,0
6723,10330,8564,48,3,2,1,1,0,1
6724,10332,8543,63,10,6,4,4,1,3
6725,10332,8600,37,6,2,4,2,2,0
6726,10333,9888,42,7,4,3,3,2,1
6727,10333,9875,58,4,2,2,0,0,0
6728,10336,8636,60,8,4,4,2,1,1
6729,10336,8533,40,4,1,3,1,0,1
6730,10339,8551,47,4,2,2,5,1,4
6731,10339,8636,53,7,4,3,3,1,2
6732,10340,8543,51,5,3,2,2,1,1
6733,10340,8540,49,3,3,0,2,1,1
6734,10341,9875,58,5,3,2,1,1,0
6735,10341,9804,42,6,3,3,0,0,0
6736,10349,8686,48,13,5,8,3,0,3
6737,10349,8564,52,6,2,4,1,0,1
6738,10354,8551,46,6,3,3,3,1,2
6739,10354,9885,54,3,1,2,3,1,2
6740,10362,8543,55,6,5,1,3,1,2
6741,10362,9885,45,5,0,5,1,1,0
6742,10365,8600,63,3,1,2,2,1,1
6743,10365,8529,37,2,1,1,1,0,1
6744,10371,9875,39,6,2,4,1,0,1
6745,10371,8535,61,8,0,8,1,0,1
6746,10374,9885,58,11,7,4,2,1,1
6747,10374,8600,42,4,2,2,2,0,2
6748,10379,8543,61,6,2,4,2,0,2
6749,10379,8529,39,1,0,1,0,0,0
6750,10380,8533,58,3,1,2,2,2,0
6751,10380,8690,42,6,5,1,1,0,1
6752,10381,8535,55,7,3,4,1,0,1
6753,10381,9885,45,6,2,4,2,0,2
6754,10382,9857,39,10,3,7,2,2,0
6755,10382,8564,61,9,4,5,2,2,0
6756,10392,8600,46,8,3,5,3,2,1
6757,10392,9885,54,3,0,3,3,0,3
6758,10400,10233,58,5,4,1,2,0,2
6759,10400,8540,42,1,0,1,0,0,0
6760,10402,8564,64,2,1,1,3,1,2
6761,10402,8543,36,8,4,4,0,0,0
6762,10411,8564,73,10,3,7,2,0,2
6763,10411,8690,27,2,2,0,0,0,0
6764,10412,8535,58,9,3,6,3,0,3
6765,10412,8543,42,8,6,2,0,0,0
6766,10414,9885,45,9,1,8,1,1,0
6767,10414,8530,55,8,5,3,0,0,0
6768,10428,8686,56,5,2,3,2,2,0
6769,10428,8551,44,4,0,4,1,1,0
6770,10431,8636,54,7,4,3,3,1,2
6771,10431,9857,46,5,2,3,1,0,1
6772,10433,8540,62,9,4,5,1,1,0
6773,10433,9885,38,8,6,2,0,0,0
6774,10435,8564,56,3,2,1,1,1,0
6775,10435,8529,44,5,5,0,0,0,0
6776,10440,8564,67,7,2,5,2,2,0
6777,10440,9882,33,3,1,2,0,0,0
6778,10441,8543,48,4,2,2,2,1,1
6779,10441,9857,52,3,2,1,2,0,2
6780,10442,9885,49,5,5,0,2,2,0
6781,10442,9875,51,1,1,0,2,0,2
6782,10444,8686,49,12,7,5,2,0,2
6783,10444,8636,51,7,3,4,0,0,0
6784,10448,8600,49,3,1,2,2,0,2
6785,10448,8686,51,2,0,2,0,0,0
6786,10451,8535,46,6,4,2,7,5,2
6787,10451,8540,54,5,2,3,0,0,0
6788,10453,9885,43,9,4,5,2,1,1
6789,10453,9804,57,8,5,3,1,0,1
6790,10454,10233,57,7,4,3,2,2,0
6791,10454,8636,43,3,1,2,0,0,0
6792,10456,8564,49,6,5,1,3,1,2
6793,10456,8524,51,10,7,3,2,0,2
6794,10465,8533,43,8,2,6,1,0,1
6795,10465,8543,57,8,5,3,0,0,0
6796,10466,8636,54,6,2,4,1,0,1
6797,10466,8535,46,10,5,5,0,0,0
6798,10469,9875,42,5,3,2,2,2,0
6799,10469,8564,58,8,4,4,2,1,1
6800,10470,8543,57,5,1,4,2,0,2
6801,10470,8530,43,2,0,2,0,0,0
6802,10476,8686,48,9,3,6,1,1,0
6803,10476,9885,52,5,2,3,1,0,1
6804,10477,8600,55,15,7,8,1,1,0
6805,10477,9875,45,2,0,2,2,0,2
6806,10480,8690,46,3,1,2,1,1,0
6807,10480,8686,54,7,1,6,3,2,1
6808,10482,8564,56,4,2,2,1,0,1
6809,10482,8543,44,9,4,5,2,0,2
6810,10487,8686,49,4,3,1,1,1,0
6811,10487,9857,51,6,1,5,2,0,2
6812,10490,9885,60,4,1,3,2,0,2
6813,10490,8533,40,1,0,1,1,0,1
6814,10495,9888,30,4,2,2,2,2,0
6815,10495,8564,70,10,3,7,2,1,1
6816,10497,8686,53,10,6,4,1,1,0
6817,10497,8543,47,6,1,5,0,0,0
6818,10501,10233,56,7,2,5,1,0,1
6819,10501,9885,44,4,1,3,0,0,0
6820,10510,8686,57,7,4,3,2,1,1
6821,10510,9888,43,9,4,5,5,0,5
6822,10513,8564,62,4,4,0,2,0,2
6823,10513,9804,38,3,2,1,0,0,0
6824,10518,8524,46,5,2,3,3,1,2
6825,10518,8543,54,6,1,5,0,0,0
6826,10521,8540,45,4,3,1,3,2,1
6827,10521,8564,55,5,2,3,1,1,0
6828,10522,8535,48,5,2,3,2,0,2
6829,10522,8686,52,5,2,3,1,0,1
6830,10523,8636,45,5,2,3,2,1,1
6831,10523,9875,55,6,1,5,0,0,0
6832,10527,9888,33,4,1,3,3,1,2
6833,10527,9885,67,4,1,3,2,0,2
6834,10531,8543,44,6,4,2,2,0,2
6835,10531,8636,56,3,0,3,0,0,0
6836,10532,8564,74,9,6,3,1,1,0
6837,10532,8530,26,5,3,2,2,1,1
6838,10534,10233,48,3,2,1,1,1,0
6839,10534,9882,52,2,1,1,2,2,0
6840,10536,9857,60,8,3,5,1,1,0
6841,10536,8690,40,2,0,2,0,0,0
6842,10539,8600,48,7,2,5,3,2,1
6843,10539,8543,52,3,1,2,1,0,1
6844,10540,9885,38,7,2,5,3,0,3
6845,10540,8564,62,6,2,4,3,0,3
6846,10544,8686,57,10,4,6,2,2,0
6847,10544,8529,43,3,1,2,4,1,3
6848,10547,8535,49,7,4,3,1,0,1
6849,10547,9882,51,1,0,1,0,0,0
6850,10550,8686,58,4,2,2,2,2,0
6851,10550,8530,42,4,1,3,2,0,2
6852,10553,10233,61,7,5,2,1,1,0
6853,10553,8533,39,5,4,1,2,0,2
6854,10556,8600,43,11,5,6,1,1,0
6855,10556,8564,57,2,1,1,1,1,0
6856,10559,8686,43,5,4,1,1,1,0
6857,10559,8564,57,6,3,3,2,0,2
6858,10564,8529,49,10,6,4,2,1,1
6859,10564,8636,51,5,2,3,2,1,1
6860,10566,9888,44,10,6,4,1,0,1
6861,10566,8535,56,8,4,4,0,0,0
6862,10568,8636,51,6,2,4,3,2,1
6863,10568,8524,49,3,1,2,3,2,1
6864,10571,8535,42,5,2,3,1,0,1
6865,10571,8564,58,3,1,2,0,0,0
6866,10572,9857,44,8,6,2,1,0,1
6867,10572,8530,56,7,3,4,1,0,1
6868,10576,8686,51,8,3,5,1,0,1
6869,10576,9804,49,12,2,10,0,0,0
6870,10581,8530,44,4,3,1,4,2,2
6871,10581,9885,56,13,3,10,2,1,1
6872,10589,9885,57,3,2,1,2,0,2
6873,10589,9882,43,6,3,3,0,0,0
6874,10590,8686,43,5,2,3,1,0,1
6875,10590,8524,57,2,0,2,0,0,0
6876,10592,8564,53,11,7,4,1,0,1
6877,10592,8636,47,5,2,3,4,0,4
6878,10598,8551,37,3,1,2,1,1,0
6879,10598,8686,63,10,4,6,0,0,0
6880,10600,8564,68,7,3,4,1,0,1
6881,10600,8529,32,5,3,2,1,0,1
6882,10603,9857,39,7,5,2,1,0,1
6883,10603,8636,61,14,10,4,0,0,0
6884,10609,8686,56,13,7,6,2,2,0
6885,10609,8636,44,6,4,2,2,0,2
6886,10618,8551,64,12,9,3,2,1,1
6887,10618,8530,36,0,0,0,0,0,0
6888,10624,10233,48,6,2,4,4,2,2
6889,10624,8636,52,4,1,3,0,0,0
6890,10649,8535,52,5,2,3,4,2,2
6891,10649,10233,48,5,4,1,1,0,1
6892,10650,8540,46,4,3,1,2,1,1
6893,10650,8636,54,5,2,3,1,0,1
6894,10651,9885,62,8,5,3,1,1,0
6895,10651,9882,38,1,0,1,2,0,2
6896,10659,8530,45,4,3,1,1,1,0
6897,10659,8535,55,5,1,4,0,0,0
6898,10666,8564,56,5,2,3,2,0,2
6899,10666,10167,44,7,4,3,0,0,0
6900,10672,8551,46,6,4,2,2,1,1
6901,10672,10233,54,4,3,1,1,0,1
6902,10674,8543,60,14,7,7,2,1,1
6903,10674,8564,40,4,2,2,1,0,1
6904,10677,8636,64,9,6,3,2,0,2
6905,10677,9857,36,3,1,2,0,0,0
6906,10679,9885,54,11,7,4,1,1,0
6907,10679,8600,46,3,1,2,0,0,0
6908,10681,8529,40,7,4,3,2,1,1
6909,10681,8564,60,3,2,1,1,0,1
6910,10689,9885,68,6,1,5,1,1,0
6911,10689,8529,32,0,0,0,0,0,0
6912,10692,9882,59,5,3,2,1,0,1
6913,10692,10233,41,2,1,1,0,0,0
6914,10693,8636,60,8,4,4,6,4,2
6915,10693,8535,40,6,5,1,1,1,0
6916,10702,8564,70,8,5,3,4,1,3
6917,10702,9882,30,3,1,2,1,0,1
6918,10705,8686,48,6,2,4,1,1,0
6919,10705,8543,52,7,4,3,0,0,0
6920,10709,8529,55,2,2,0,1,0,1
6921,10709,9875,45,7,1,6,0,0,0
6922,10712,10233,48,3,1,2,1,0,1
6923,10712,8543,52,5,3,2,1,0,1
6924,10713,8540,35,4,3,1,2,0,2
6925,10713,8564,65,12,3,9,0,0,0
6926,10720,8636,54,5,4,1,1,0,1
6927,10720,8543,46,5,3,2,0,0,0
6928,10721,9885,67,9,5,4,3,1,2
6929,10721,8530,33,1,1,0,0,0,0
6930,10725,8686,57,8,3,5,3,1,2
6931,10725,10167,43,4,1,3,1,0,1
6932,10729,8529,47,7,3,4,1,1,0
6933,10729,8686,53,2,0,2,0,0,0
6934,10731,8636,58,8,6,2,2,1,1
6935,10731,8533,42,3,2,1,0,0,0
6936,10733,8564,58,5,2,3,1,0,1
6937,10733,10233,42,4,2,2,0,0,0
6938,10736,8551,57,7,1,6,2,0,2
6939,10736,8535,43,6,1,5,0,0,0
6940,10738,8535,58,9,6,3,2,0,2
6941,10738,9976,42,5,1,4,0,0,0
6942,10740,8636,59,4,1,3,4,3,1
6943,10740,8551,41,4,1,3,2,0,2
6944,10741,9885,39,5,1,4,2,0,2
6945,10741,8564,61,3,1,2,1,0,1
6946,10742,10167,43,9,6,3,1,0,1
6947,10742,8537,57,5,2,3,0,0,0
6948,10743,9882,54,3,2,1,1,0,1
6949,10743,9875,46,4,1,3,0,0,0
6950,10745,8533,63,5,3,2,2,1,1
6951,10745,8686,37,4,2,2,2,0,2
6952,10757,9857,41,2,2,0,2,1,1
6953,10757,8535,59,13,1,12,0,0,0
6954,10760,8636,45,8,2,6,3,1,2
6955,10760,9976,55,5,2,3,1,1,0
6956,10764,9875,57,6,6,0,2,0,2
6957,10764,8540,43,4,1,3,0,0,0
6958,10765,8551,22,5,1,4,5,3,2
6959,10765,8564,78,5,1,4,0,0,0
6960,10772,8636,32,8,6,2,4,3,1
6961,10772,8564,68,6,2,4,0,0,0
6962,10775,8686,46,4,0,4,4,1,3
6963,10775,9885,54,3,0,3,1,1,0
6964,10782,9885,63,9,4,5,1,1,0
6965,10782,8543,37,2,1,1,1,1,0
6966,10783,8564,68,9,3,6,1,0,1
6967,10783,8537,32,3,0,3,0,0,0
6968,10785,8686,60,5,3,2,2,0,2
6969,10785,8551,40,2,1,1,0,0,0
6970,10795,8535,48,8,4,4,3,0,3
6971,10795,8686,52,1,0,1,0,0,0
6972,10800,9882,42,4,2,2,5,3,2
6973,10800,8535,58,1,0,1,1,0,1
6974,10801,9885,60,8,4,4,3,1,2
6975,10801,10233,40,0,0,0,1,1,0
6976,10802,9875,53,6,6,0,2,1,1
6977,10802,8636,47,8,2,6,0,0,0
6978,10804,8686,46,3,2,1,4,1,3
6979,10804,8540,54,5,4,1,1,0,1
6980,10806,8600,46,9,4,5,1,1,0
6981,10806,8564,54,6,3,3,0,0,0
6982,10807,8530,49,4,2,2,1,1,0
6983,10807,8686,51,5,2,3,0,0,0
