,match_id,team_id,possession_until_halftime,shots_on,shots_on_first_half,shots_on_second_half,goals,goals_first_half,goals_second_half
2883,4039,10260,45,1,0,1,0,0,0
2884,4040,10252,35,4,3,1,2,1,1
2885,4040,8466,65,9,4,5,0,0,0
2886,4041,8455,74,12,9,3,1,0,1
2887,4041,8659,26,1,1,0,0,0,0
2888,4043,8668,63,5,4,1,2,1,1
2889,4043,8654,37,6,2,4,0,0,0
2890,4044,8586,64,12,6,6,1,1,0
2891,4044,8667,36,2,2,0,0,0,0
2892,4045,8197,42,6,2,4,2,1,1
2893,4045,8472,58,8,3,5,0,0,0
2894,4046,8456,61,11,4,7,2,0,2
2895,4046,10003,39,3,0,3,0,0,0
2896,4047,10261,51,10,5,5,5,4,1
2897,4047,10172,49,9,5,4,0,0,0
2898,4048,8191,32,2,1,1,2,2,0
2899,4048,10194,68,6,4,2,2,0,2
2900,4049,8191,49,7,4,3,5,1,4
2901,4049,10252,51,14,10,4,0,0,0
2902,4050,10194,51,10,2,8,1,1,0
2903,4050,8650,49,7,0,7,1,1,0
2904,4051,10260,76,5,3,2,1,1,0
2905,4051,8667,24,3,1,2,0,0,0
2906,4053,8456,55,4,2,2,3,1,2
2907,4053,8466,45,8,2,6,1,1,0
2908,4054,8472,35,9,4,5,2,0,2
2909,4054,8455,65,15,6,9,0,0,0
2910,4055,10003,64,5,2,3,2,2,0
2911,4055,9826,36,5,2,3,2,1,1
2912,4056,8668,57,6,3,3,1,0,1
2913,4056,8586,43,6,3,3,0,0,0
2914,4058,8654,48,5,2,3,3,2,1
2915,4058,10261,52,1,0,1,1,1,0
2916,4059,9825,54,10,3,7,2,2,0
2917,4059,8466,46,3,1,2,0,0,0
2918,4060,8191,49,4,2,2,3,2,1
2919,4060,10261,51,5,2,3,0,0,0
2920,4061,8650,55,4,3,1,2,1,1
2921,4061,8197,45,11,3,8,1,0,1
2922,4062,10260,61,1,1,0,2,2,0
2923,4062,10194,39,3,0,3,2,1,1
2924,4063,10003,52,11,7,4,1,0,1
2925,4063,10172,48,2,1,1,0,0,0
2926,4064,9826,36,11,9,2,1,1,0
2927,4064,10252,64,2,1,1,1,0,1
2928,4065,8659,45,12,4,8,1,0,1
2929,4065,8654,55,10,8,2,1,0,1
2930,4066,8586,55,4,2,2,1,1,0
2931,4066,8455,45,6,4,2,2,0,2
2932,4067,8667,35,3,2,1,2,2,0
2933,4067,8668,65,7,5,2,1,0,1
2934,4068,8472,31,7,3,4,3,2,1
2935,4068,8456,69,1,0,1,1,1,0
2936,4069,8197,28,4,2,2,3,1,2
2937,4069,10252,72,8,2,6,2,1,1
2938,4070,8659,59,3,1,2,4,1,3
2939,4070,8667,41,4,1,3,1,1,0
2940,4072,8456,57,16,8,8,2,2,0
2941,4072,8668,43,6,1,5,0,0,0
2942,4073,8455,58,11,5,6,1,1,0
2943,4073,10261,42,3,2,1,2,1,1
2944,4074,10172,59,9,6,3,2,2,0
2945,4074,8191,41,5,3,2,1,0,1
2946,4075,8466,52,5,2,3,1,0,1
2947,4075,10260,48,0,0,0,3,0,3
2948,4076,9825,53,7,3,4,2,1,1
2949,4076,10194,47,3,2,1,1,1,0
2950,4077,9826,33,8,4,4,5,3,2
2951,4077,8586,67,5,3,2,0,0,0
2952,4078,8654,62,9,6,3,2,1,1
2953,4078,10003,38,5,1,4,0,0,0
2954,4079,10261,41,8,4,4,1,1,0
2955,4079,9825,59,3,0,3,0,0,0
2956,4080,8191,44,4,2,2,1,1,0
2957,4080,8466,56,4,1,3,2,1,1
2958,4081,8667,39,1,1,0,2,1,1
2959,4081,8455,61,6,0,6,0,0,0
2960,4082,10194,57,4,2,2,1,0,1
2961,4082,9826,43,5,1,4,0,0,0
2962,4083,10172,37,6,2,4,1,1,0
2963,4083,8668,63,7,3,4,3,0,3
2964,4085,8650,45,11,5,6,2,1,1
2965,4085,10260,55,5,0,5,1,1,0
2966,4086,8654,44,12,6,6,3,0,3
2967,4086,8472,56,8,2,6,0,0,0
2968,4087,10003,52,7,2,5,1,1,0
2969,4087,8586,48,3,0,3,1,0,1
2970,4089,10260,64,11,4,7,2,1,1
2971,4089,10252,36,6,1,5,1,0,1
2972,4090,10003,45,4,1,3,1,0,1
2973,4090,8667,55,6,2,4,0,0,0
2974,4091,8650,64,12,3,9,1,1,0
2975,4091,9825,36,4,1,3,0,0,0
2976,4092,9826,31,1,1,0,3,1,2
2977,4092,8456,69,3,1,2,1,0,1
2978,4093,10261,48,9,3,6,2,1,1
2979,4093,8472,52,4,3,1,1,0,1
2980,4094,8659,53,6,4,2,1,1,0
2981,4094,10172,47,8,2,6,1,0,1
2982,4095,8668,55,7,1,6,1,0,1
2983,4095,8466,45,3,1,2,0,0,0
2984,4096,10194,45,6,2,4,1,1,0
2985,4096,8455,55,9,0,9,0,0,0
2986,4097,8586,69,10,3,7,2,1,1
2987,4097,8191,31,5,0,5,0,0,0
2988,4098,8654,54,4,4,0,2,1,1
2989,4098,8197,46,8,3,5,0,0,0
2990,4099,9825,69,5,3,2,1,0,1
2991,4099,10172,31,6,0,6,0,0,0
2992,4100,8191,52,4,2,2,2,1,1
2993,4100,8650,48,6,3,3,0,0,0
2994,4101,8455,73,11,6,5,3,1,2
2995,4101,8654,27,0,0,0,2,1,1
2996,4102,9826,45,7,5,2,3,1,2
2997,4102,8466,55,4,1,3,0,0,0
2998,4105,10261,32,4,3,1,1,0,1
2999,4105,10260,68,2,1,1,0,0,0
3000,4106,8667,54,5,2,3,1,1,0
3001,4106,8472,46,5,1,4,1,1,0
3002,4108,8456,56,2,2,0,3,3,0
3003,4108,8659,44,9,2,7,1,0,1
3004,4109,10252,62,6,2,4,3,1,2
3005,4109,8472,38,7,2,5,0,0,0
3006,4110,8667,62,11,4,7,3,3,0
3007,4110,8197,38,1,1,0,0,0,0
3008,4111,8650,47,10,6,4,4,4,0
3009,4111,10003,53,4,1,3,0,0,0
3010,4113,10261,56,9,4,5,1,0,1
3011,4113,8668,44,1,1,0,0,0,0
3012,4114,10172,51,8,4,4,2,2,0
3013,4114,9826,49,4,1,3,0,0,0
3014,4115,8455,58,5,1,4,2,2,0
3015,4115,8466,42,1,1,0,1,0,1
3016,4116,10194,56,7,4,3,5,2,3
3017,4116,8659,44,6,4,2,5,2,3
3018,4117,8586,46,7,3,4,3,1,2
3019,4117,10260,54,7,6,1,3,1,2
3020,4118,9825,45,14,4,10,1,1,0
3021,4118,8654,55,7,4,3,0,0,0
3022,4119,10252,43,4,3,1,3,2,1
3023,4119,10261,57,4,2,2,0,0,0
3024,4120,8455,55,14,3,11,3,1,2
3025,4120,8197,45,5,2,3,0,0,0
3026,4121,9826,39,7,3,4,1,1,0
3027,4121,8654,61,7,6,1,3,1,2
3028,4122,9825,46,4,2,2,1,0,1
3029,4122,8668,54,2,1,1,0,0,0
3030,4123,8667,45,5,4,1,3,2,1
3031,4123,10194,55,4,0,4,2,2,0
3032,4124,8650,47,6,3,3,3,1,2
3033,4124,8456,53,1,1,0,1,0,1
3034,4125,8466,61,3,2,1,3,2,1
3035,4125,8659,39,3,0,3,0,0,0
3036,4126,8472,46,4,2,2,2,1,1
3037,4126,10260,54,4,0,4,1,0,1
3038,4127,10003,62,6,4,2,1,1,0
3039,4127,8191,38,7,1,6,1,0,1
3040,4129,10252,73,7,5,2,1,1,0
3041,4129,9826,27,2,0,2,2,2,0
3042,4130,8668,59,5,2,3,4,3,1
3043,4130,8667,41,9,5,4,4,1,3
3044,4131,8197,37,5,1,4,1,0,1
3045,4131,8650,63,7,1,6,0,0,0
3046,4132,8456,67,18,8,10,4,3,1
3047,4132,8472,33,2,1,1,1,0,1
3048,4135,9825,59,7,5,2,2,1,1
3049,4135,8466,41,5,3,2,1,1,0
3050,4136,10194,35,4,1,3,2,1,1
3051,4136,10260,65,2,0,2,1,0,1
3052,4137,8586,48,4,2,2,1,1,0
3053,4137,8455,52,7,2,5,0,0,0
3054,4138,8659,57,4,2,2,3,2,1
3055,4138,8654,43,3,2,1,1,1,0
3056,4139,9825,53,4,3,1,3,1,2
3057,4139,10194,47,2,1,1,1,0,1
3058,4140,8191,49,5,1,4,1,1,0
3059,4140,10172,51,8,2,6,0,0,0
3060,4141,10261,36,6,4,2,2,1,1
3061,4141,8455,64,4,1,3,0,0,0
3062,4142,8586,62,4,1,3,2,1,1
3063,4142,9826,38,12,2,10,4,2,2
3064,4143,8668,39,7,4,3,1,0,1
3065,4143,8456,61,7,4,3,0,0,0
3066,4144,10252,59,5,1,4,4,0,4
3067,4144,8197,41,5,0,5,1,0,1
3068,4145,10260,58,1,1,0,1,1,0
3069,4145,8466,42,1,0,1,1,0,1
3070,4146,8650,52,7,2,5,1,1,0
3071,4146,8472,48,2,0,2,0,0,0
3072,4147,10003,59,11,6,5,1,1,0
3073,4147,8654,41,7,1,6,0,0,0
3074,4148,8667,52,5,3,2,2,1,1
3075,4148,8659,48,3,2,1,0,0,0
3076,4149,10252,45,5,2,3,1,1,0
3077,4149,8650,55,7,2,5,0,0,0
3078,4151,8668,72,9,5,4,1,1,0
3079,4151,8659,28,2,1,1,1,1,0
3080,4153,9825,35,2,1,1,3,1,2
3081,4153,8456,65,6,0,6,1,0,1
3082,4155,10260,66,9,4,5,1,1,0
3083,4155,10172,34,7,4,3,2,0,2
3084,4156,10003,47,3,2,1,1,0,1
3085,4156,8455,53,7,3,4,1,0,1
3086,4157,8472,37,4,1,3,2,0,2
3087,4157,8586,63,14,5,9,1,0,1
3088,4159,10252,52,4,2,2,3,2,1
3089,4159,9825,48,3,1,2,0,0,0
3090,4160,8456,53,4,2,2,3,1,2
3091,4160,8455,47,1,1,0,2,0,2
3092,4161,9826,51,7,5,2,2,1,1
3093,4161,8668,49,5,1,4,3,1,2
3094,4162,8667,51,9,3,6,2,1,1
3095,4162,10261,49,3,2,1,0,0,0
3096,4163,8650,67,10,6,4,2,1,1
3097,4163,8654,33,4,3,1,2,1,1
3098,4164,10260,76,7,3,4,1,1,0
3099,4164,8197,24,0,0,0,1,1,0
3100,4165,8466,67,10,2,8,3,3,0
3101,4165,10003,33,2,0,2,1,0,1
3102,4166,10194,57,2,1,1,3,2,1
3103,4166,10172,43,5,1,4,0,0,0
3104,4167,8472,52,4,2,2,3,1,2
3105,4167,8191,48,4,1,3,1,0,1
3106,4168,8586,65,6,4,2,1,0,1
3107,4168,8659,35,7,4,3,1,0,1
3108,4169,8455,48,5,3,2,2,1,1
3109,4169,10252,52,1,0,1,1,1,0
3110,4170,8191,55,7,2,5,1,1,0
3111,4170,8659,45,4,2,2,0,0,0
3112,4172,9826,40,6,2,4,1,1,0
3113,4172,8197,60,12,6,6,0,0,0
3114,4173,8667,29,3,2,1,1,1,0
3115,4173,8456,71,10,4,6,1,1,0
3116,4174,10261,38,3,3,0,2,1,1
3117,4174,10194,62,4,1,3,1,0,1
3118,4177,8586,63,10,4,6,1,0,1
3119,4177,9825,37,4,0,4,0,0,0
3120,4179,8197,47,5,1,4,2,2,0
3121,4179,9825,53,10,8,2,0,0,0
3122,4181,10260,57,4,1,3,6,2,4
3123,4181,8191,43,3,2,1,1,1,0
3124,4182,8466,62,11,2,9,1,1,0
3125,4182,8654,38,4,3,1,4,1,3
3126,4184,8650,48,8,6,2,2,1,1
3127,4184,8586,52,8,4,4,0,0,0
3128,4187,8456,52,4,1,3,1,1,0
3129,4187,10194,48,3,3,0,2,0,2
3130,4188,10172,53,7,4,3,6,5,1
3131,4188,8472,47,8,1,7,1,1,0
3132,4189,10194,48,6,4,2,4,2,2
3133,4189,10252,52,2,1,1,2,1,1
3134,4191,9826,46,9,2,7,2,0,2
3135,4191,9825,54,7,3,4,0,0,0
3136,4192,8197,42,7,5,2,3,1,2
3137,4192,8668,58,5,2,3,0,0,0
3138,4193,8667,45,4,2,2,1,0,1
3139,4193,10172,55,3,2,1,2,0,2
3140,4194,10261,43,2,1,1,4,4,0
3141,4194,8456,57,4,1,3,1,0,1
3142,4195,8466,58,13,7,6,1,1,0
3143,4195,8650,42,2,0,2,0,0,0
3144,4196,8659,39,2,2,0,1,1,0
3145,4196,8472,61,6,2,4,3,1,2
3146,4197,10003,41,5,2,3,2,2,0
3147,4197,10260,59,7,2,5,0,0,0
3148,4199,8668,55,5,1,4,5,2,3
3149,4199,9825,45,7,4,3,1,0,1
3150,4200,8191,44,7,4,3,2,1,1
3151,4200,10003,56,3,1,2,0,0,0
3152,4201,8455,60,5,4,1,6,5,1
3153,4201,8197,40,2,2,0,1,0,1
3154,4202,8650,43,3,3,0,2,1,1
3155,4202,8456,57,0,0,0,2,0,2
3156,4203,8472,27,2,2,0,5,2,3
3157,4203,10260,73,11,4,7,1,0,1
3158,4204,10252,47,6,3,3,1,0,1
3159,4204,10261,53,5,1,4,0,0,0
3160,4205,10172,33,11,7,4,3,2,1
3161,4205,8586,67,6,3,3,2,0,2
3162,4206,10194,54,10,8,2,1,1,0
3163,4206,8667,46,2,0,2,0,0,0
3164,4207,8659,37,3,3,0,4,3,1
3165,4207,8466,63,3,1,2,0,0,0
3166,4208,9826,39,4,4,0,4,2,2
3167,4208,8654,61,5,0,5,0,0,0
3168,4209,10252,56,7,3,4,1,0,1
3169,4209,8659,44,1,1,0,0,0,0
3170,4210,8667,44,7,3,4,3,1,2
3171,4210,8472,56,3,0,3,1,1,0
3172,4212,8466,68,7,3,4,2,1,1
3173,4212,9826,32,7,2,5,0,0,0
3174,4213,8654,40,12,2,10,2,2,0
3175,4213,8455,60,7,2,5,1,1,0
3176,4214,8650,65,11,6,5,2,1,1
3177,4214,8191,35,4,2,2,3,1,2
3178,4215,8456,73,13,8,5,3,2,1
3179,4215,8197,27,4,2,2,5,1,4
3180,4216,10260,68,5,2,3,1,0,1
3181,4216,10261,32,2,0,2,1,0,1
3182,4217,10194,44,4,2,2,2,0,2
3183,4217,8668,56,7,3,4,2,0,2
3184,4218,8586,60,10,8,2,2,1,1
3185,4218,10003,40,4,0,4,2,1,1
3186,4219,9825,74,8,6,2,3,2,1
3187,4219,8654,26,2,1,1,1,1,0
3188,4220,8456,70,12,4,8,1,0,1
3189,4220,8191,30,2,1,1,1,0,1
3190,4221,8455,56,9,1,8,3,1,2
3191,4221,8466,44,6,4,2,0,0,0
3192,4222,10172,49,4,0,4,2,0,2
3193,4222,9826,51,2,0,2,0,0,0
3194,4223,10261,49,8,5,3,5,3,2
3195,4223,8668,51,9,4,5,1,1,0
3196,4224,8667,47,6,3,3,1,0,1
3197,4224,8197,53,8,2,6,1,0,1
3198,4225,10260,59,2,1,1,2,2,0
3199,4225,8586,41,2,0,2,2,1,1
3200,4226,10252,57,5,3,2,2,0,2
3201,4226,8472,43,4,0,4,1,0,1
3202,4227,8650,40,6,2,4,1,1,0
3203,4227,10003,60,8,5,3,0,0,0
3204,4228,8659,49,9,3,6,4,2,2
3205,4228,10194,51,4,1,3,0,0,0
3206,4229,10252,56,2,1,1,2,1,1
3207,4229,8667,44,2,0,2,0,0,0
3208,4230,8191,42,4,3,1,2,0,2
3209,4230,10260,58,4,1,3,0,0,0
3210,4231,8668,58,10,4,6,2,1,1
3211,4231,8455,42,5,2,3,2,1,1
3212,4234,9826,31,5,1,4,2,1,1
3213,4234,10261,69,4,2,2,2,1,1
3214,4235,10172,46,5,3,2,1,1,0
3215,4235,8472,54,8,2,6,0,0,0
3216,4236,10003,64,6,2,4,1,1,0
3217,4236,8659,36,7,1,6,1,0,1
3218,4237,8650,49,6,2,4,2,1,1
3219,4237,8586,51,3,1,2,2,1,1
3220,4238,8654,35,2,2,0,3,0,3
3221,4238,8466,65,9,2,7,1,0,1
3222,4239,10003,61,8,4,4,2,1,1
3223,4239,10252,39,7,3,4,1,0,1
3224,4240,8667,48,9,6,3,3,1,2
3225,4240,8455,52,4,0,4,0,0,0
3226,4241,10260,61,3,2,1,5,3,2
3227,4241,8650,39,2,1,1,2,1,1
3228,4242,8456,80,20,12,8,3,0,3
3229,4242,8659,20,0,0,0,2,0,2
3230,4244,8668,53,3,3,0,3,1,2
3231,4244,10172,47,4,2,2,5,2,3
3232,4245,8191,38,4,4,0,1,1,0
3233,4245,8466,62,8,3,5,2,1,1
3234,4246,9826,47,3,1,2,2,1,1
3235,4246,10194,53,6,1,5,2,0,2
3236,4247,8197,27,3,2,1,2,1,1
3237,4247,8586,73,2,1,1,0,0,0
3238,4248,8472,43,4,2,2,1,1,0
3239,4248,8654,57,8,2,6,0,0,0
3240,4249,9825,60,6,2,4,2,1,1
3241,4249,8650,40,4,1,3,0,0,0
3242,4250,8191,40,9,4,5,2,2,0
3243,4250,8586,60,5,3,2,2,0,2
3244,4251,8455,61,11,5,6,2,1,1
3245,4251,10194,39,2,0,2,1,0,1
3246,4252,8456,73,10,5,5,2,1,1
3247,4252,9826,27,1,1,0,0,0,0
3248,4253,8466,54,5,3,2,2,1,1
3249,4253,8668,46,5,5,0,2,0,2
3250,4254,8654,54,8,5,3,4,3,1
3251,4254,8197,46,6,2,4,2,0,2
3252,4255,10260,72,8,7,1,1,1,0
3253,4255,10252,28,2,2,0,0,0,0
3254,4256,8472,65,10,6,4,3,1,2
3255,4256,10261,35,4,1,3,2,0,2
3256,4260,8650,59,9,5,4,1,0,1
3257,4260,10261,41,4,2,2,2,0,2
3258,4261,8456,42,4,3,1,1,1,0
3259,4261,10260,58,6,1,5,5,3,2
3260,4262,10172,38,10,3,7,1,0,1
3261,4262,8455,62,3,2,1,0,0,0
3262,4264,9826,48,8,5,3,2,1,1
3263,4264,8472,52,3,1,2,0,0,0
3264,4265,10003,51,3,2,1,3,1,2
3265,4265,8668,49,8,4,4,0,0,0
3266,4266,10252,42,3,1,2,2,1,1
3267,4266,8586,58,5,3,2,2,1,1
3268,4271,8455,33,4,2,2,1,1,0
3269,4271,10260,67,5,0,5,3,1,2
3270,4272,9826,67,6,3,3,5,2,3
3271,4272,8659,33,2,0,2,3,1,2
3272,4274,8650,65,12,5,7,3,0,3
3273,4274,8667,35,5,4,1,1,0,1
3274,4276,8456,65,11,4,7,2,2,0
3275,4276,8654,35,7,4,3,0,0,0
3276,4277,10261,35,7,3,4,3,0,3
3277,4277,8586,65,7,2,5,0,0,0
3278,4278,10194,51,4,2,2,3,2,1
3279,4278,8466,49,8,2,6,1,0,1
3280,4279,8455,37,4,3,1,2,1,1
3281,4279,9825,63,4,2,2,3,0,3
3282,4280,8191,49,11,5,6,1,1,0
3283,4280,8197,51,4,2,2,0,0,0
3284,4281,9826,44,4,3,1,2,0,2
3285,4281,8667,56,7,4,3,0,0,0
3286,4282,10260,61,12,6,6,1,0,1
3287,4282,8668,39,5,3,2,0,0,0
3288,4283,8456,42,6,3,3,1,1,0
3289,4283,10252,58,4,2,2,1,1,0
3290,4284,10003,52,3,2,1,1,0,1
3291,4284,10261,48,1,0,1,0,0,0
3292,4285,10172,54,9,2,7,1,0,1
3293,4285,8654,46,3,2,1,0,0,0
3294,4286,8466,40,4,2,2,4,3,1
3295,4286,8586,60,3,1,2,0,0,0
3296,4287,10194,70,14,7,7,2,2,0
3297,4287,8472,30,6,0,6,3,2,1
3298,4288,8650,77,13,3,10,3,3,0
3299,4288,8659,23,4,0,4,2,2,0
3300,4291,9825,67,13,5,8,1,1,0
3301,4291,8667,33,2,1,1,2,0,2
3302,4292,8197,42,7,2,5,3,2,1
3303,4292,10261,58,5,2,3,1,1,0
3304,4293,8650,66,10,4,6,2,1,1
3305,4293,10172,34,3,1,2,3,1,2
3306,4294,8659,22,3,2,1,3,2,1
3307,4294,10260,78,15,5,10,3,0,3
3308,4295,8472,45,6,5,1,1,1,0
3309,4295,8466,55,3,1,2,5,3,2
3310,4298,8191,39,4,2,2,1,1,0
3311,4298,8654,61,14,3,11,1,1,0
3312,4300,10252,64,6,5,1,1,0,1
3313,4300,8654,36,3,1,2,0,0,0
3314,4301,8650,44,5,3,2,1,1,0
3315,4301,8455,56,4,3,1,1,1,0
3316,4302,10260,65,7,4,3,2,1,1
3317,4302,9826,35,5,1,4,0,0,0
3318,4304,8667,44,13,2,11,4,2,2
3319,4304,8191,56,2,1,1,0,0,0
3320,4305,8466,71,5,3,2,1,0,1
3321,4305,8197,29,3,2,1,0,0,0
3322,4306,8456,65,9,3,6,1,1,0
3323,4306,10172,35,4,1,3,1,0,1
3324,4309,8191,41,6,5,1,2,2,0
3325,4309,10194,59,5,2,3,0,0,0
3326,4310,8650,64,8,4,4,3,2,1
3327,4310,9826,36,5,1,4,0,0,0
3328,4311,10260,62,7,4,3,1,1,0
3329,4311,9825,38,4,0,4,1,1,0
3330,4312,10172,48,3,1,2,2,2,0
3331,4312,10261,52,17,7,10,0,0,0
3332,4313,8466,40,9,7,2,2,1,1
3333,4313,10252,60,4,1,3,1,1,0
3334,4314,8472,54,7,4,3,1,1,0
3335,4314,8197,46,4,2,2,0,0,0
3336,4315,10003,53,7,2,5,2,1,1
3337,4315,8456,47,11,3,8,1,0,1
3338,4316,8667,35,4,1,3,2,1,1
3339,4316,8586,65,2,0,2,3,2,1
3340,4317,8659,41,3,2,1,1,1,0
3341,4317,8455,59,7,4,3,1,0,1
3342,4318,8668,58,8,2,6,1,1,0
3343,4318,8654,42,7,5,2,0,0,0
3344,4319,9825,67,11,9,2,2,2,0
3345,4319,8659,33,7,1,6,1,0,1
3346,4320,8191,38,4,3,1,3,1,2
3347,4320,10252,62,7,4,3,2,1,1
3348,4321,8455,63,12,6,6,1,1,0
3349,4321,8472,37,9,3,6,1,0,1
3350,4324,8667,34,8,2,6,2,2,0
3351,4324,10260,66,4,2,2,0,0,0
3352,4325,8197,40,3,2,1,2,1,1
3353,4325,10172,60,6,2,4,1,0,1
3354,4326,8466,41,8,3,5,3,2,1
3355,4326,8456,59,7,5,2,0,0,0
3356,4328,10194,44,5,4,1,2,0,2
3357,4328,8650,56,8,1,7,1,0,1
3358,4329,9825,48,4,2,2,4,1,3
3359,4329,8456,52,8,3,5,1,1,0
3360,4330,8455,48,13,7,6,1,0,1
3361,4330,10003,52,3,2,1,0,0,0
3362,4331,9826,43,3,2,1,5,3,2
3363,4331,8191,57,7,3,4,1,0,1
3364,4332,8654,56,11,6,5,5,1,4
3365,4332,8667,44,6,2,4,0,0,0
3366,4333,10252,28,2,2,0,2,2,0
3367,4333,8650,72,6,1,5,0,0,0
3368,4334,10260,67,8,2,6,1,1,0
3369,4334,10172,33,4,1,3,0,0,0
3370,4335,8466,46,3,1,2,3,2,1
3371,4335,10261,54,4,2,2,0,0,0
3372,4336,10194,65,9,2,7,2,1,1
3373,4336,8197,35,0,0,0,0,0,0
3374,4337,8586,71,10,8,2,1,0,1
3375,4337,8472,29,3,1,2,0,0,0
3376,4338,8659,46,8,4,4,2,1,1
3377,4338,8668,54,4,1,3,1,1,0
3378,4339,10252,35,4,3,1,1,0,1
3379,4339,9825,65,4,3,1,0,0,0
3380,4340,8191,41,5,3,2,3,1,2
3381,4340,8472,59,7,4,3,0,0,0
3382,4341,9826,25,4,3,1,1,1,0
3383,4341,8668,75,6,2,4,0,0,0
3384,4342,10260,55,5,3,2,1,1,0
3385,4342,8197,45,2,0,2,1,1,0
3386,4343,8456,60,6,2,4,3,1,2
3387,4343,8455,40,3,1,2,0,0,0
3388,4344,10261,64,12,6,6,3,1,2
3389,4344,8667,36,2,1,1,0,0,0
3390,4345,10172,58,9,4,5,1,1,0
3391,4345,10194,42,3,1,2,1,1,0
3392,4348,8654,45,8,7,1,1,0,1
3393,4348,8650,55,7,1,6,0,0,0
3394,4349,9825,66,15,8,7,2,0,2
3395,4349,8586,34,6,5,1,1,0,1
3396,4350,8455,60,8,4,4,1,0,1
3397,4350,10252,40,2,1,1,0,0,0
3398,4351,8197,64,4,1,3,1,0,1
3399,4351,9826,36,7,5,2,2,0,2
3400,4352,8456,63,7,3,4,2,0,2
3401,4352,8667,37,4,1,3,1,0,1
3402,4353,8650,51,14,11,3,2,1,1
3403,4353,8668,49,6,3,3,0,0,0
3404,4354,10260,63,3,2,1,1,1,0
3405,4354,8654,37,1,0,1,3,0,3
3406,4355,8466,55,7,3,4,3,1,2
3407,4355,10172,45,0,0,0,3,2,1
3408,4356,10261,60,4,3,1,3,2,1
3409,4356,10194,40,6,1,5,3,2,1
3410,4357,8472,36,5,4,1,1,1,0
3411,4357,10003,64,1,0,1,3,1,2
3412,4358,8191,33,7,3,4,3,2,1
3413,4358,8659,67,10,7,3,3,1,2
3414,4360,8455,52,3,2,1,2,0,2
3415,4360,9825,48,3,0,3,2,0,2
3416,4361,8667,61,7,3,4,1,0,1
3417,4361,9826,39,5,1,4,0,0,0
3418,4364,10260,51,4,3,1,2,2,0
3419,4364,8668,49,6,1,5,1,0,1
3420,4366,10003,58,4,2,2,3,1,2
3421,4366,10261,42,3,0,3,0,0,0
3422,4367,8586,49,5,4,1,4,0,4
3423,4367,8466,51,5,3,2,2,0,2
3424,4368,8654,52,5,2,3,3,2,1
3425,4368,10172,48,5,1,4,0,0,0
3426,4369,8667,31,3,1,2,1,1,0
3427,4369,9825,69,13,6,7,0,0,0
3428,4370,8191,46,2,1,1,3,1,2
3429,4370,8654,54,2,0,2,0,0,0
3430,4371,9826,25,3,2,1,1,0,1
3431,4371,8455,75,5,3,2,0,0,0
3432,4372,8668,65,10,6,4,2,0,2
3433,4372,10252,35,6,2,4,1,0,1
3434,4373,8586,37,12,6,6,2,1,1
3435,4373,8456,63,11,4,7,2,1,1
3436,4375,10172,47,9,4,5,2,0,2
3437,4375,8650,53,6,1,5,0,0,0
3438,4376,8472,56,3,1,2,3,2,1
3439,4376,8466,44,4,0,4,0,0,0
3440,4377,10003,60,7,3,4,1,1,0
3441,4377,10194,40,6,5,1,0,0,0
3442,4378,8659,41,2,1,1,2,0,2
3443,4378,10260,59,11,4,7,0,0,0
3444,4382,10252,59,10,7,3,1,0,1
3445,4382,10172,41,3,1,2,1,0,1
3446,4383,8466,67,5,5,0,3,1,2
3447,4383,10194,33,2,2,0,0,0,0
3448,4384,9825,62,5,1,4,2,1,1
3449,4384,8472,38,4,0,4,0,0,0
3450,4387,9826,31,7,5,2,2,2,0
3451,4387,8659,69,7,2,5,0,0,0
3452,4388,8456,67,9,4,5,1,0,1
3453,4388,8654,33,4,2,2,1,0,1
3454,4389,9825,56,15,6,9,2,0,2
3455,4389,8654,44,5,3,2,2,0,2
3456,4392,9817,34,6,3,3,3,1,2
3457,4392,8668,66,4,3,1,1,0,1
3458,4393,8472,57,5,3,2,2,2,0
3459,4393,8197,43,8,5,3,0,0,0
3460,4394,8586,49,6,3,3,3,3,0
3461,4394,10260,51,6,5,1,0,0,0
3462,4396,9826,37,6,4,2,1,1,0
3463,4396,9850,63,7,2,5,1,0,1
3464,4400,10252,48,4,2,2,1,1,0
3465,4400,10003,52,3,0,3,2,0,2
3466,4401,8586,56,7,2,5,6,2,4
3467,4401,8678,44,4,2,2,0,0,0
3468,4402,8197,51,5,4,1,3,1,2
3469,4402,9826,49,5,2,3,1,0,1
3470,4404,8456,42,3,1,2,5,3,2
3471,4404,10260,58,1,0,1,1,0,1
3472,4406,9817,30,7,3,4,1,1,0
3473,4406,10194,70,2,2,0,0,0,0
3474,4407,10261,67,13,8,5,2,0,2
3475,4407,8472,33,4,2,2,1,0,1
3476,4408,8455,63,5,3,2,2,0,2
3477,4408,8654,37,6,3,3,2,0,2
3478,4409,8650,64,8,4,4,1,1,0
3479,4409,8455,36,5,0,5,2,1,1
3480,4410,9826,39,9,6,3,1,0,1
3481,4410,10260,61,3,1,2,0,0,0
3482,4411,8668,75,4,4,0,4,2,2
3483,4411,8472,25,11,4,7,0,0,0
3484,4412,8456,70,8,5,3,3,2,1
3485,4412,9850,30,4,2,2,2,1,1
3486,4414,8466,68,3,3,0,1,1,0
3487,4414,8678,32,6,1,5,1,1,0
3488,4415,9825,46,3,2,1,1,1,0
