,match_id,team_id,possession_until_halftime,shots_on,shots_on_first_half,shots_on_second_half,goals,goals_first_half,goals_second_half
4641,7585,8639,43,5,3,2,0,0,0
4642,7587,7819,32,4,1,3,1,1,0
4643,7587,9831,68,9,3,6,1,0,1
4644,7589,7794,35,8,1,7,3,0,3
4645,7589,9829,65,4,1,3,3,0,3
4646,7590,10242,42,7,4,3,2,2,0
4647,7590,9747,58,4,3,1,4,1,3
4648,7593,10249,39,6,2,4,2,0,2
4649,7593,8592,61,1,0,1,0,0,0
4650,7595,9748,64,9,5,4,3,3,0
4651,7595,9827,36,4,2,2,0,0,0
4652,7598,9851,43,2,1,1,1,1,0
4653,7598,9853,57,6,2,4,1,0,1
4654,7602,10249,43,6,3,3,1,1,0
4655,7602,8689,57,3,0,3,0,0,0
4656,7603,6391,70,4,1,3,3,2,1
4657,7603,9747,30,0,0,0,3,0,3
4658,7608,9830,56,10,4,6,2,0,2
4659,7608,9941,44,4,3,1,0,0,0
4660,7609,6391,61,7,1,6,2,2,0
4661,7609,10242,39,0,0,0,2,0,2
4662,7612,9830,47,2,1,1,1,1,0
4663,7612,8689,53,1,1,0,1,1,0
4664,7614,9831,46,3,1,2,4,3,1
4665,7614,8592,54,5,2,3,0,0,0
4666,7615,7819,38,8,4,4,1,1,0
4667,7615,9748,62,4,1,3,2,0,2
4668,7617,7794,45,5,3,2,1,1,0
4669,7617,9837,55,6,3,3,1,1,0
4670,7618,9851,67,5,1,4,2,1,1
4671,7618,8121,33,1,1,0,1,1,0
4672,7619,10249,60,4,2,2,2,0,2
4673,7619,8121,40,2,0,2,0,0,0
4674,7622,9747,39,8,4,4,3,1,2
4675,7622,8689,61,8,5,3,2,0,2
4676,7623,8639,54,5,3,2,1,1,0
4677,7623,9748,46,3,0,3,0,0,0
4678,7631,8689,41,10,5,5,2,1,1
4679,7631,10242,59,7,2,5,0,0,0
4680,7632,9830,52,6,5,1,1,1,0
4681,7632,9829,48,2,1,1,0,0,0
4682,7634,10249,52,4,3,1,2,1,1
4683,7634,8639,48,3,0,3,3,2,1
4684,7635,9831,76,7,4,3,3,1,2
4685,7635,7794,24,5,3,2,2,1,1
4686,7636,9748,40,7,4,3,1,1,0
4687,7636,9847,60,3,2,1,1,0,1
4688,7638,9851,56,10,6,4,3,3,0
4689,7638,9941,44,4,1,3,1,0,1
4690,7640,6391,51,2,1,1,1,1,0
4691,7640,9827,49,5,3,2,2,0,2
4692,7643,8592,59,10,7,3,2,1,1
4693,7643,9941,41,10,3,7,4,0,4
4694,7644,9748,67,6,1,5,3,1,2
4695,7644,9747,33,4,1,3,2,1,1
4696,7646,7794,46,6,3,3,2,0,2
4697,7646,8689,54,2,0,2,1,0,1
4698,7648,9851,43,4,2,2,2,1,1
4699,7648,9830,57,5,0,5,0,0,0
4700,7649,9747,48,4,3,1,1,1,0
4701,7649,7794,52,5,3,2,2,1,1
4702,7651,9827,41,7,3,4,2,1,1
4703,7651,8639,59,6,1,5,2,1,1
4704,7652,9853,62,7,5,2,1,0,1
4705,7652,8689,38,6,4,2,0,0,0
4706,7653,9851,31,1,0,1,2,2,0
4707,7653,9748,69,4,0,4,2,0,2
4708,7655,9847,68,5,2,3,2,1,1
4709,7655,10249,32,3,1,2,1,0,1
4710,7657,7819,34,7,4,3,3,2,1
4711,7657,9831,66,3,2,1,2,0,2
4712,7658,9941,47,3,2,1,4,1,3
4713,7658,9829,53,4,2,2,2,1,1
4714,7659,9837,54,4,2,2,1,0,1
4715,7659,9829,46,8,2,6,0,0,0
4716,7661,10242,40,8,4,4,2,1,1
4717,7661,9847,60,7,3,4,3,0,3
4718,7663,8121,44,4,2,2,3,0,3
4719,7663,9830,56,10,7,3,0,0,0
4720,7664,6391,60,6,3,3,1,1,0
4721,7664,7819,40,5,4,1,2,1,1
4722,7665,10249,45,7,4,3,2,2,0
4723,7665,9831,55,2,2,0,0,0,0
4724,7667,9748,60,9,5,4,1,1,0
4725,7667,9851,40,4,1,3,2,1,1
4726,7670,10249,54,2,2,0,3,2,1
4727,7670,9853,46,4,1,3,0,0,0
4728,7671,9827,45,4,1,3,1,0,1
4729,7671,7794,55,4,1,3,1,0,1
4730,7672,9941,40,5,1,4,2,0,2
4731,7672,8639,60,2,1,1,0,0,0
4732,7673,6391,43,5,2,3,3,1,2
4733,7673,9831,57,4,4,0,3,1,2
4734,7678,9837,73,7,2,5,2,1,1
4735,7678,9747,27,1,0,1,0,0,0
4736,7680,10249,57,4,3,1,7,3,4
4737,7680,9747,43,3,0,3,0,0,0
4738,7682,8689,41,3,1,2,2,1,1
4739,7682,9748,59,6,4,2,0,0,0
4740,7684,6391,54,11,9,2,2,2,0
4741,7684,9853,46,3,2,1,0,0,0
4742,7685,9847,58,4,1,3,2,0,2
4743,7685,9831,42,4,1,3,0,0,0
4744,7687,9837,53,5,1,4,1,0,1
4745,7687,9851,47,3,2,1,1,0,1
4746,7688,9941,48,4,2,2,3,1,2
4747,7688,7819,52,2,0,2,1,0,1
4748,7689,8121,55,3,1,2,3,3,0
4749,7689,6391,45,1,0,1,0,0,0
4750,7690,10242,39,4,2,2,1,0,1
4751,7690,9853,61,9,4,5,0,0,0
4752,7692,9829,42,4,2,2,3,1,2
4753,7692,8639,58,2,0,2,0,0,0
4754,7694,9831,70,6,3,3,3,1,2
4755,7694,9851,30,4,0,4,1,0,1
4756,7695,8592,67,5,3,2,2,1,1
4757,7695,9827,33,4,1,3,0,0,0
4758,7696,8689,48,8,3,5,3,1,2
4759,7696,7819,52,5,3,2,1,0,1
4760,7698,9941,44,3,3,0,2,1,1
4761,7698,7794,56,1,0,1,1,1,0
4762,7699,9829,39,4,3,1,2,0,2
4763,7699,8592,61,3,0,3,1,0,1
4764,7701,9827,64,6,3,3,1,0,1
4765,7701,8121,36,1,1,0,0,0,0
4766,7702,9941,47,4,2,2,3,0,3
4767,7702,8689,53,4,3,1,0,0,0
4768,7705,9831,53,3,0,3,1,1,0
4769,7705,9748,47,3,0,3,0,0,0
4770,7707,9853,49,5,4,1,3,0,3
4771,7707,7794,51,7,4,3,0,0,0
4772,7708,9747,44,6,4,2,1,1,0
4773,7708,9851,56,7,1,6,2,0,2
4774,7709,9853,53,6,2,4,2,1,1
4775,7709,8689,47,3,0,3,1,0,1
4776,7710,9747,55,7,4,3,1,1,0
4777,7710,7819,45,7,2,5,4,4,0
4778,7712,7794,47,6,3,3,2,0,2
4779,7712,6391,53,2,1,1,1,0,1
4780,7713,8121,37,5,4,1,5,1,4
4781,7713,8639,63,4,4,0,1,0,1
4782,7714,10242,56,9,6,3,2,1,1
4783,7714,10249,44,6,3,3,0,0,0
4784,7715,9837,36,5,1,4,2,1,1
4785,7715,9831,64,4,2,2,1,0,1
4786,7716,9830,36,3,1,2,4,1,3
4787,7716,8592,64,2,2,0,0,0,0
4788,7717,9829,47,7,3,4,3,1,2
4789,7717,9851,53,5,2,3,0,0,0
4790,7719,8121,52,3,1,2,1,1,0
4791,7719,8592,48,3,0,3,3,1,2
4792,7723,8639,51,7,4,3,7,3,4
4793,7723,8689,49,4,1,3,1,1,0
4794,7724,9830,45,8,3,5,5,1,4
4795,7724,9831,55,2,1,1,0,0,0
4796,7725,6391,29,2,0,2,4,1,3
4797,7725,9748,71,0,0,0,0,0,0
4798,7726,9847,60,10,3,7,2,2,0
4799,7726,9851,40,5,1,4,1,1,0
4800,7728,9837,43,5,2,3,1,1,0
4801,7728,10249,57,4,1,3,1,0,1
4802,7729,9827,55,5,3,2,4,1,3
4803,7729,8689,45,4,3,1,1,1,0
4804,7730,9830,66,7,3,4,3,2,1
4805,7730,7819,34,3,2,1,0,0,0
4806,7731,9847,73,3,0,3,1,0,1
4807,7731,6391,27,3,0,3,1,0,1
4808,7732,8639,61,10,3,7,1,0,1
4809,7732,9747,39,4,3,1,1,0,1
4810,7733,10249,52,5,1,4,2,1,1
4811,7733,9851,48,3,1,2,0,0,0
4812,7735,9837,40,7,3,4,3,1,2
4813,7735,8592,60,11,8,3,0,0,0
4814,7737,7794,57,6,4,2,2,2,0
4815,7737,8121,43,4,2,2,1,0,1
4816,7738,9941,51,8,3,5,3,2,1
4817,7738,10242,49,2,0,2,0,0,0
4818,7739,9941,49,6,3,3,2,1,1
4819,7739,8121,51,0,0,0,2,1,1
4820,7740,9829,47,6,3,3,1,0,1
4821,7740,10249,53,4,0,4,0,0,0
4822,7741,8639,49,5,2,3,2,2,0
4823,7741,9853,51,7,3,4,2,1,1
4824,7742,9747,32,4,1,3,1,0,1
4825,7742,9831,68,3,1,2,0,0,0
4826,7743,8592,65,7,2,5,2,1,1
4827,7743,10242,35,5,2,3,2,0,2
4828,7747,9837,34,3,2,1,3,2,1
4829,7747,9748,66,3,1,2,1,0,1
4830,7748,7794,52,2,2,0,3,2,1
4831,7748,9851,48,11,6,5,0,0,0
4832,7750,9830,44,5,2,3,2,1,1
4833,7750,9827,56,7,3,4,1,0,1
4834,7751,7819,38,9,6,3,2,2,0
4835,7751,9748,62,2,1,1,0,0,0
4836,7753,8639,57,7,4,3,2,2,0
4837,7753,6391,43,6,2,4,0,0,0
4838,7754,9847,68,9,3,6,1,1,0
4839,7754,9829,32,2,1,1,0,0,0
4840,7755,8689,48,4,3,1,1,0,1
4841,7755,9837,52,7,6,1,0,0,0
4842,7756,9941,44,3,2,1,1,1,0
4843,7756,9851,56,1,0,1,0,0,0
4844,7757,9853,67,10,4,6,1,0,1
4845,7757,7794,33,1,0,1,0,0,0
4846,7758,10249,61,6,4,2,1,1,0
4847,7758,10242,39,6,3,3,1,0,1
4848,7759,9829,47,9,3,6,4,2,2
4849,7759,6391,53,9,4,5,2,1,1
4850,7760,8121,49,3,2,1,4,2,2
4851,7760,8689,51,5,1,4,3,1,2
4852,7761,9748,58,8,3,5,3,1,2
4853,7761,8639,42,4,3,1,1,0,1
4854,7766,9847,71,11,6,5,1,1,0
4855,7766,9827,29,3,0,3,2,2,0
4856,7770,9831,54,4,1,3,4,2,2
4857,7770,7794,46,3,1,2,1,0,1
4858,7771,9941,45,4,1,3,2,0,2
4859,7771,9827,55,7,2,5,0,0,0
4860,7773,6391,28,4,3,1,3,1,2
4861,7773,9747,72,3,0,3,3,0,3
4862,7774,9748,44,5,2,3,3,1,2
4863,7774,8592,56,6,3,3,2,0,2
4864,7777,8639,54,8,6,2,1,0,1
4865,7777,9851,46,3,2,1,0,0,0
4866,7779,8121,54,4,1,3,4,1,3
4867,7779,9837,46,2,1,1,0,0,0
4868,7780,9851,46,7,3,4,2,1,1
4869,7780,6391,54,3,1,2,2,2,0
4870,7781,9830,35,2,1,1,1,0,1
4871,7781,8639,65,10,8,2,1,0,1
4872,7782,7819,45,6,4,2,1,0,1
4873,7782,8689,55,3,2,1,0,0,0
4874,7783,9748,65,6,5,1,2,0,2
4875,7783,7794,35,3,2,1,0,0,0
4876,7784,9829,52,5,2,3,1,1,0
4877,7784,10249,48,6,3,3,2,0,2
4878,7786,9847,79,7,2,5,1,1,0
4879,7786,9747,21,7,5,2,1,0,1
4880,7787,9941,39,2,1,1,1,1,0
4881,7787,8592,61,3,1,2,0,0,0
4882,7790,9827,51,3,2,1,2,1,1
4883,7790,9748,49,5,2,3,4,3,1
4884,7791,7819,45,9,6,3,3,1,2
4885,7791,6391,55,4,2,2,2,0,2
4886,7796,8639,58,6,2,4,3,2,1
4887,7796,9837,42,4,2,2,0,0,0
4888,7800,7819,41,8,6,2,1,0,1
4889,7800,9853,59,5,3,2,0,0,0
4890,7801,9941,49,6,4,2,5,3,2
4891,7801,6391,51,4,0,4,1,1,0
4892,7804,9837,29,5,2,3,1,1,0
4893,7804,9748,71,7,4,3,0,0,0
4894,7805,9829,55,9,4,5,3,2,1
4895,7805,9851,45,2,1,1,1,0,1
4896,7806,8592,43,7,5,2,5,4,1
4897,7806,9847,57,8,7,1,0,0,0
4898,7807,9747,49,10,4,6,2,2,0
4899,7807,10242,51,6,3,3,0,0,0
4900,7808,9830,43,6,3,3,2,1,1
4901,7808,9831,57,6,3,3,0,0,0
4902,7819,8697,47,6,4,2,8,2,6
4903,7819,8178,53,4,2,2,1,0,1
4904,7829,9911,32,3,2,1,4,1,3
4905,7829,9789,68,2,0,2,2,0,2
4906,7831,8697,61,7,5,2,3,1,2
4907,7831,8177,39,1,0,1,1,0,1
4908,7836,9789,52,4,1,3,1,0,1
4909,7836,9790,48,2,2,0,1,0,1
4910,7848,8697,59,5,1,4,5,2,3
4911,7848,8722,41,2,2,0,0,0,0
4912,7851,9911,48,6,3,3,1,1,0
4913,7851,9904,52,3,1,2,2,0,2
4914,7855,9790,37,9,4,5,3,2,1
4915,7855,8697,63,6,3,3,0,0,0
4916,7863,8178,57,9,6,3,2,0,2
4917,7863,9823,43,4,2,2,0,0,0
4918,7872,8226,43,4,3,1,1,1,0
4919,7872,9823,57,2,0,2,2,0,2
4920,7873,10189,66,5,2,3,2,1,1
4921,7873,8177,34,2,0,2,3,0,3
4922,7890,9790,40,6,3,3,3,1,2
4923,7890,9823,60,10,2,8,2,0,2
4924,7891,8178,55,9,2,7,1,1,0
4925,7891,9789,45,4,2,2,3,1,2
4926,7893,8697,75,8,3,5,1,1,0
4927,7893,9912,25,1,0,1,2,1,1
4928,7899,9823,64,14,8,6,3,2,1
4929,7899,9789,36,3,1,2,1,0,1
4930,7909,9789,40,9,4,5,1,0,1
4931,7909,9823,60,3,2,1,0,0,0
4932,7915,9904,71,7,4,3,1,0,1
4933,7915,8398,29,5,2,3,0,0,0
4934,7926,9823,78,9,2,7,5,3,2
4935,7926,8722,22,5,3,2,0,0,0
4936,7927,9790,43,4,1,3,1,0,1
4937,7927,8178,57,4,1,3,0,0,0
4938,7945,9911,38,5,2,3,2,1,1
4939,7945,8178,62,11,7,4,1,0,1
4940,7947,10189,70,4,4,0,1,0,1
4941,7947,8722,30,3,1,2,1,0,1
4942,7954,10269,43,7,4,3,1,1,0
4943,7954,8697,57,1,1,0,2,0,2
4944,7969,9911,42,2,2,0,1,1,0
4945,7969,9788,58,10,2,8,1,1,0
4946,7971,8226,52,8,4,4,3,2,1
4947,7971,9790,48,4,0,4,0,0,0
4948,7983,10269,51,11,3,8,5,2,3
4949,7983,9790,49,4,1,3,1,0,1
4950,8010,10189,60,6,4,2,2,2,0
4951,8010,9911,40,3,1,2,3,2,1
4952,8019,8226,56,5,2,3,4,2,2
4953,8019,8721,44,7,5,2,1,1,0
4954,8023,9904,45,4,4,0,2,0,2
4955,8023,9911,55,7,1,6,0,0,0
4956,8025,8178,61,5,3,2,3,2,1
4957,8025,9912,39,3,1,2,0,0,0
4958,8051,8226,40,5,3,2,2,1,1
4959,8051,9823,60,8,4,4,0,0,0
4960,8054,8721,41,6,1,5,3,3,0
4961,8054,8697,59,8,2,6,2,1,1
4962,8070,9823,61,5,2,3,1,1,0
4963,8070,8697,39,2,1,1,1,0,1
4964,8071,8178,52,6,3,3,4,2,2
4965,8071,9904,48,0,0,0,1,0,1
4966,8074,9790,59,6,1,5,1,1,0
4967,8074,8721,41,0,0,0,2,1,1
4968,8080,9789,49,4,2,2,2,2,0
4969,8080,10269,51,7,3,4,1,1,0
4970,8084,8722,44,7,4,3,3,0,3
4971,8084,10189,56,1,0,1,0,0,0
4972,8097,9790,42,5,3,2,3,1,2
4973,8097,10189,58,3,2,1,2,1,1
4974,8098,9789,37,3,2,1,5,2,3
4975,8098,8697,63,11,3,8,1,0,1
4976,8106,9823,68,5,2,3,1,0,1
4977,8106,8721,32,5,3,2,0,0,0
4978,8107,8178,60,4,2,2,3,2,1
4979,8107,8722,40,7,3,4,1,0,1
4980,8114,9790,47,5,1,4,3,2,1
4981,8114,8226,53,7,5,2,1,0,1
4982,8125,8178,66,5,1,4,1,1,0
4983,8125,9789,34,0,0,0,4,0,4
4984,8126,8177,51,7,4,3,1,0,1
4985,8126,8721,49,5,1,4,0,0,0
4986,8127,10189,31,8,4,4,1,1,0
4987,8127,9790,69,3,2,1,1,0,1
4988,8134,8177,43,5,4,1,1,1,0
4989,8134,9789,57,10,3,7,1,0,1
4990,8136,10189,52,6,1,5,2,1,1
4991,8136,8178,48,3,2,1,2,1,1
4992,8142,10189,43,3,2,1,2,0,2
4993,8142,9823,57,4,3,1,0,0,0
4994,8143,8178,49,7,5,2,1,1,0
4995,8143,9810,51,3,3,0,0,0,0
4996,8144,8697,55,7,3,4,1,0,1
4997,8144,9789,45,6,2,4,1,0,1
4998,8151,8178,53,3,2,1,3,3,0
4999,8151,9823,47,4,2,2,0,0,0
5000,8164,9911,35,5,1,4,5,3,2
5001,8164,8722,65,2,2,0,0,0,0
5002,8169,9823,47,9,3,6,1,0,1
5003,8169,9788,53,9,8,1,0,0,0
5004,8173,8177,43,8,2,6,4,2,2
5005,8173,10189,57,6,2,4,1,0,1
5006,8179,8178,51,4,2,2,3,1,2
5007,8179,8177,49,2,2,0,0,0,0
5008,8192,10189,60,9,3,6,1,0,1
5009,8192,9905,40,2,2,0,0,0,0
5010,8196,8226,45,8,4,4,2,1,1
5011,8196,9823,55,9,3,6,0,0,0
5012,8205,9789,47,6,4,2,2,1,1
5013,8205,9790,53,4,1,3,1,0,1
5014,8206,9823,53,6,4,2,2,0,2
5015,8206,8697,47,11,6,5,0,0,0
5016,8208,8721,49,7,2,5,1,1,0
5017,8208,8722,51,4,4,0,1,0,1
5018,8214,9823,61,5,1,4,8,5,3
5019,8214,8697,39,2,0,2,0,0,0
5020,8224,8178,55,9,6,3,3,3,0
5021,8224,8358,45,3,2,1,1,1,0
5022,8225,9790,66,12,6,6,3,1,2
5023,8225,8721,34,2,2,0,0,0,0
5024,8226,9789,45,3,2,1,1,1,0
5025,8226,10269,55,2,1,1,0,0,0
5026,8232,9789,56,7,4,3,4,1,3
5027,8232,9810,44,2,2,0,1,1,0
5028,8233,8177,39,1,1,0,2,2,0
5029,8233,8697,61,9,4,5,2,1,1
5030,8245,8722,59,2,2,0,6,3,3
5031,8245,10189,41,2,0,2,0,0,0
5032,8246,8358,45,3,3,0,3,2,1
5033,8246,9810,55,5,3,2,0,0,0
5034,8250,9790,56,4,1,3,4,1,3
5035,8250,9810,44,2,0,2,4,0,4
5036,8252,8178,57,5,4,1,1,0,1
5037,8252,8697,43,4,4,0,0,0,0
5038,8259,9823,51,8,5,3,2,2,0
5039,8259,9790,49,3,2,1,4,1,3
5040,8260,8178,64,4,1,3,1,1,0
5041,8260,8722,36,1,1,0,1,0,1
5042,8270,8697,52,7,4,3,3,1,2
5043,8270,10269,48,4,1,3,1,0,1
5044,8274,9823,59,5,3,2,5,3,2
5045,8274,8722,41,3,2,1,0,0,0
5046,8275,8165,48,4,1,3,1,1,0
5047,8275,8178,52,8,1,7,1,0,1
5048,8278,8178,53,7,4,3,2,2,0
5049,8278,9790,47,3,1,2,4,0,4
5050,8285,8697,51,5,4,1,1,1,0
5051,8285,8226,49,3,1,2,1,1,0
5052,8286,9790,54,8,2,6,1,1,0
5053,8286,10189,46,8,4,4,4,3,1
5054,8287,8178,57,6,3,3,1,0,1
5055,8287,9789,43,3,0,3,1,0,1
5056,8295,9823,54,3,1,2,2,0,2
5057,8295,10269,46,7,1,6,1,0,1
5058,8296,8178,56,3,2,1,4,4,0
5059,8296,10189,44,1,0,1,0,0,0
5060,8299,9810,68,5,2,3,1,0,1
5061,8299,9911,32,0,0,0,0,0,0
5062,8311,8722,47,5,4,1,3,0,3
5063,8311,8177,53,1,0,1,0,0,0
5064,8322,8178,45,4,3,1,1,1,0
5065,8322,9823,55,2,0,2,2,1,1
5066,8325,8165,54,14,2,12,1,1,0
5067,8325,8721,46,1,0,1,4,2,2
5068,8327,10189,61,3,2,1,4,1,3
5069,8327,9904,39,2,1,1,1,0,1
5070,8329,9788,53,5,2,3,2,1,1
5071,8329,9810,47,2,0,2,0,0,0
5072,8331,9823,64,10,5,5,1,0,1
5073,8331,9904,36,1,0,1,2,0,2
5074,8339,8722,52,6,3,3,2,2,0
5075,8339,9911,48,4,2,2,2,0,2
5076,8345,10269,58,4,2,2,1,1,0
5077,8345,9911,42,3,2,1,2,0,2
5078,8354,8697,47,2,2,0,2,1,1
5079,8354,10189,53,4,0,4,1,1,0
5080,8358,8697,47,17,10,7,3,2,1
5081,8358,9790,53,5,2,3,2,1,1
5082,8359,9823,55,7,6,1,2,0,2
5083,8359,8177,45,7,3,4,0,0,0
5084,8363,9911,56,9,4,5,3,3,0
5085,8363,9904,44,3,0,3,0,0,0
5086,8364,10189,63,6,2,4,2,1,1
5087,8364,9905,37,8,5,3,0,0,0
5088,8367,9823,68,5,2,3,2,1,1
5089,8367,8721,32,6,1,5,2,0,2
5090,8369,8722,49,5,2,3,2,1,1
5091,8369,9790,51,5,3,2,0,0,0
5092,8375,9788,61,6,1,5,2,1,1
5093,8375,9905,39,2,0,2,1,0,1
5094,8376,10269,41,3,1,2,1,0,1
5095,8376,9790,59,11,2,9,2,0,2
5096,8381,8722,52,6,1,5,2,1,1
5097,8381,10189,48,0,0,0,2,0,2
5098,8386,8178,48,4,2,2,1,1,0
5099,8386,8697,52,1,1,0,0,0,0
5100,8389,8721,52,5,3,2,1,1,0
5101,8389,10189,48,5,0,5,2,0,2
5102,8394,9823,61,5,3,2,1,1,0
5103,8394,9790,39,6,3,3,0,0,0
5104,8398,8358,46,8,7,1,3,2,1
5105,8398,9788,54,3,0,3,1,1,0
5106,8401,8165,68,5,2,3,1,1,0
5107,8401,9911,32,3,2,1,3,2,1
5108,8407,10189,46,5,3,2,1,1,0
5109,8407,9810,54,4,1,3,1,0,1
5110,8412,9790,55,3,2,1,4,2,2
5111,8412,8178,45,3,1,2,0,0,0
5112,8417,9823,60,6,4,2,3,1,2
5113,8417,8358,40,1,0,1,1,1,0
5114,8421,9823,63,7,3,4,2,1,1
5115,8421,8721,37,5,1,4,0,0,0
5116,8422,8226,48,4,3,1,3,1,2
5117,8422,8697,52,5,1,4,0,0,0
5118,8427,9790,49,7,4,3,3,1,2
5119,8427,10189,51,5,3,2,0,0,0
5120,8430,9823,60,1,0,1,2,1,1
5121,8430,8358,40,1,0,1,0,0,0
5122,8433,10269,45,9,5,4,4,1,3
5123,8433,8721,55,8,5,3,0,0,0
5124,8434,9789,55,5,4,1,2,1,1
5125,8434,9905,45,4,1,3,0,0,0
5126,8435,9904,40,2,1,1,4,2,2
5127,8435,8226,60,6,4,2,0,0,0
5128,8439,10189,55,4,2,2,1,1,0
5129,8439,8152,45,0,0,0,3,0,3
5130,8440,8178,60,10,8,2,2,1,1
5131,8440,8350,40,6,3,3,2,1,1
5132,8441,10269,37,6,3,3,3,0,3
5133,8441,8697,63,3,1,2,1,0,1
5134,8446,9789,57,9,3,6,1,0,1
5135,8446,9904,43,2,0,2,0,0,0
5136,8448,8165,38,4,2,2,1,0,1
5137,8448,9823,62,5,2,3,1,0,1
5138,8458,8178,39,8,4,4,2,2,0
5139,8458,9823,61,3,1,2,2,0,2
5140,8465,8152,41,10,3,7,1,1,0
5141,8465,8721,59,1,0,1,5,1,4
5142,8466,9823,74,9,3,6,1,1,0
5143,8466,9810,26,3,1,2,0,0,0
5144,8467,8697,41,5,5,0,1,1,0
5145,8467,8152,59,9,2,7,3,0,3
5146,8472,8722,54,10,6,4,4,2,2
5147,8472,8721,46,3,2,1,3,1,2
5148,8478,8721,58,4,3,1,1,1,0
5149,8478,8697,42,11,2,9,0,0,0
5150,8482,9789,55,9,5,4,4,1,3
5151,8482,8165,45,2,2,0,1,1,0
5152,8484,9823,58,11,4,7,1,0,1
5153,8484,8152,42,3,0,3,0,0,0
5154,8487,9905,56,4,3,1,3,1,2
5155,8487,10189,44,4,2,2,0,0,0
5156,8490,8358,48,8,7,1,3,1,2
5157,8490,9788,52,5,3,2,2,1,1
5158,8495,8358,43,3,2,1,1,1,0
5159,8495,8178,57,6,3,3,2,0,2
5160,8502,10189,45,2,2,0,1,1,0
5161,8502,9790,55,3,2,1,1,0,1
5162,8506,8721,38,3,2,1,2,0,2
5163,8506,9823,62,8,4,4,1,0,1
5164,8513,9810,41,3,3,0,2,1,1
5165,8513,9790,59,3,1,2,1,1,0
5166,8515,8152,32,7,5,2,1,1,0
5167,8515,8226,68,4,1,3,0,0,0
5168,8516,9788,34,8,2,6,1,1,0
5169,8516,8178,66,3,1,2,0,0,0
5170,8517,8722,52,4,1,3,2,1,1
5171,8517,8697,48,2,0,2,0,0,0
5172,8520,10189,59,6,2,4,2,1,1
5173,8520,9904,41,2,1,1,2,1,1
5174,8527,9823,72,9,4,5,4,2,2
5175,8527,8350,28,3,1,2,1,0,1
5176,8531,9904,43,4,2,2,4,3,1
5177,8531,8178,57,7,5,2,4,1,3
5178,8532,8358,46,3,3,0,1,1,0
5179,8532,10269,54,6,3,3,0,0,0
5180,8534,9810,65,4,3,1,1,1,0
5181,8534,9788,35,5,0,5,0,0,0
5182,8536,9905,52,10,3,7,3,2,1
5183,8536,8350,48,11,4,7,0,0,0
5184,8538,9789,59,11,6,5,1,1,0
5185,8538,10189,41,2,0,2,1,0,1
5186,8539,9790,67,15,8,7,2,2,0
5187,8539,8152,33,3,1,2,2,1,1
5188,8544,8358,45,6,3,3,1,1,0
5189,8544,9810,55,2,2,0,2,1,1
5190,8549,8697,65,6,3,3,2,1,1
5191,8549,9904,35,2,0,2,1,0,1
5192,8553,8722,39,6,2,4,4,2,2
5193,8553,9905,61,2,1,1,1,0,1
5194,8556,10269,42,4,3,1,5,1,4
5195,8556,8178,58,4,3,1,0,0,0
5196,8559,9905,42,10,5,5,1,1,0
5197,8559,9823,58,8,4,4,4,0,4
5198,8561,9788,52,6,4,2,1,0,1
5199,8561,10189,48,0,0,0,0,0,0
5200,8567,8697,42,8,5,3,2,0,2
5201,8567,8178,58,8,4,4,0,0,0
5202,8569,9810,59,15,4,11,2,1,1
5203,8569,10269,41,7,2,5,1,0,1
5204,8577,9790,52,1,1,0,1,0,1
5205,8577,9905,48,4,2,2,0,0,0
5206,8580,8697,43,6,2,4,1,1,0
5207,8580,8358,57,1,0,1,0,0,0
5208,8587,8178,48,9,6,3,2,1,1
5209,8587,9905,52,1,1,0,1,1,0
5210,8589,9904,56,5,5,0,1,1,0
5211,8589,8722,44,4,2,2,1,0,1
5212,8598,8358,44,4,2,2,1,0,1
5213,8598,9823,56,7,0,7,1,0,1
5214,8604,9810,37,4,2,2,3,1,2
5215,8604,8721,63,9,4,5,0,0,0
5216,8606,9790,49,4,2,2,1,1,0
5217,8606,8226,51,8,6,2,1,0,1
5218,8607,8165,56,6,4,2,5,1,4
5219,8607,8722,44,4,1,3,1,0,1
5220,8620,9789,67,10,4,6,3,2,1
5221,8620,8721,33,1,0,1,1,0,1
5222,8622,8350,34,8,6,2,1,1,0
5223,8622,9905,66,5,2,3,1,0,1
5224,8623,8226,51,9,5,4,1,0,1
5225,8623,10189,49,4,1,3,0,0,0
5226,8625,8152,52,5,1,4,2,2,0
5227,8625,8722,48,9,5,4,0,0,0
5228,8628,8178,60,2,0,2,4,2,2
5229,8628,9823,40,0,0,0,0,0,0
5230,8629,10189,41,7,2,5,1,1,0
5231,8629,8697,59,8,3,5,0,0,0
5232,8630,9789,53,2,2,0,2,2,0
5233,8630,8358,47,3,1,2,0,0,0
5234,8633,9905,54,5,3,2,2,2,0
5235,8633,9788,46,5,3,2,2,1,1
5236,8640,8722,43,5,2,3,2,2,0
5237,8640,8721,57,6,3,3,1,1,0
5238,8642,9789,51,10,5,5,2,1,1
5239,8642,9788,49,1,0,1,0,0,0
5240,8643,9904,40,3,2,1,3,2,1
5241,8643,8358,60,6,2,4,1,0,1
5242,8644,8165,63,4,2,2,9,3,6
5243,8644,9905,37,2,2,0,1,0,1
5244,8646,9823,58,7,3,4,2,1,1
5245,8646,10189,42,1,0,1,4,0,4
5246,8648,9789,55,5,3,2,1,0,1
