,team_id,season,field players rating,gk rating
326,8305.0,2014/2015,71.53846153846153,75.92307692307692
327,8305.0,2015/2016,74.09243697478992,77.0
328,7794.0,2008/2009,,
329,7794.0,2009/2010,,
330,7794.0,2010/2011,,
331,7794.0,2011/2012,,
332,7794.0,2012/2013,,
333,7794.0,2013/2014,,
334,7794.0,2014/2015,70.03875968992249,71.23076923076923
335,7794.0,2015/2016,70.08571428571429,69.42857142857143
336,8306.0,2008/2009,,
337,8306.0,2009/2010,,
338,8306.0,2010/2011,,
339,8306.0,2011/2012,,
340,8306.0,2012/2013,,
341,8306.0,2013/2014,,
342,8306.0,2014/2015,,
343,8306.0,2015/2016,71.37962962962963,73.0909090909091
344,9847.0,2008/2009,,
345,9847.0,2009/2010,,
346,9847.0,2010/2011,,
347,9847.0,2011/2012,,
348,9847.0,2012/2013,,
349,9847.0,2013/2014,,
350,9847.0,2014/2015,81.15714285714286,81.23809523809524
351,9847.0,2015/2016,82.48571428571428,82.0
352,9850.0,2008/2009,,
353,9850.0,2009/2010,,
354,9850.0,2010/2011,,
355,9850.0,2011/2012,70.35,74.0
356,9850.0,2012/2013,73.12,74.0
357,9850.0,2013/2014,73.81176470588235,79.0
358,9850.0,2014/2015,,
359,9850.0,2015/2016,73.63157894736842,73.94736842105263
360,9851.0,2008/2009,,
361,9851.0,2009/2010,,
362,9851.0,2010/2011,,
363,9851.0,2011/2012,,
364,9851.0,2012/2013,,
365,9851.0,2013/2014,,
366,9851.0,2014/2015,72.74615384615385,79.0
367,9851.0,2015/2016,73.38666666666667,79.4
368,8315.0,2008/2009,70.0,76.0
369,8315.0,2009/2010,75.47142857142858,79.0
370,8315.0,2010/2011,76.05,81.0
371,8315.0,2011/2012,74.5,81.0
372,8315.0,2012/2013,,
373,8315.0,2013/2014,,
374,8315.0,2014/2015,77.87,78.0
375,8315.0,2015/2016,78.925,79.0
376,9853.0,2008/2009,,
377,9853.0,2009/2010,,
378,9853.0,2010/2011,,
379,9853.0,2011/2012,72.6,79.0
380,9853.0,2012/2013,,
381,9853.0,2013/2014,,
382,9853.0,2014/2015,74.62352941176471,83.0
383,9853.0,2015/2016,74.8735632183908,83.0
384,6269.0,2008/2009,,
385,6269.0,2009/2010,,
386,6269.0,2010/2011,,
387,6269.0,2011/2012,68.20408163265306,68.4
388,6269.0,2012/2013,,
389,6269.0,2013/2014,,
390,6269.0,2014/2015,,
391,6269.0,2015/2016,,
392,9857.0,2008/2009,69.6938775510204,65.4
393,9857.0,2009/2010,69.25,70.75
394,9857.0,2010/2011,71.46,78.0
395,9857.0,2011/2012,,
396,9857.0,2012/2013,,
397,9857.0,2013/2014,,
398,9857.0,2014/2015,,
399,9857.0,2015/2016,71.94166666666666,78.0
400,9858.0,2008/2009,,
401,9858.0,2009/2010,,
402,9858.0,2010/2011,69.1025641025641,70.5
403,9858.0,2011/2012,,
404,9858.0,2012/2013,,
405,9858.0,2013/2014,,
406,9858.0,2014/2015,,
407,9858.0,2015/2016,,
408,9864.0,2008/2009,69.71428571428571,64.85714285714286
409,9864.0,2009/2010,72.41666666666667,73.0
410,9864.0,2010/2011,71.45,68.0
411,9864.0,2011/2012,77.32,73.4
412,9864.0,2012/2013,,
413,9864.0,2013/2014,,
414,9864.0,2014/2015,72.44,74.0
415,9864.0,2015/2016,74.93,79.0
416,9865.0,2008/2009,72.2,81.0
417,9865.0,2009/2010,72.53333333333333,80.0
418,9865.0,2010/2011,73.0,82.0
419,9865.0,2011/2012,,
420,9865.0,2012/2013,,
421,9865.0,2013/2014,,
422,9865.0,2014/2015,71.1,73.72727272727273
423,9865.0,2015/2016,,
424,7819.0,2008/2009,,
425,7819.0,2009/2010,,
426,7819.0,2010/2011,,
427,7819.0,2011/2012,,
428,7819.0,2012/2013,,
429,7819.0,2013/2014,,
430,7819.0,2014/2015,68.75833333333334,71.0
431,7819.0,2015/2016,71.80314960629921,76.0
432,9868.0,2008/2009,,
433,9868.0,2009/2010,69.66666666666667,76.0
434,9868.0,2010/2011,,
435,9868.0,2011/2012,,
436,9868.0,2012/2013,,
437,9868.0,2013/2014,,
438,9868.0,2014/2015,,
439,9868.0,2015/2016,,
440,9869.0,2008/2009,66.70833333333333,69.25
441,9869.0,2009/2010,72.71186440677967,76.0
442,9869.0,2010/2011,73.0,73.0
443,9869.0,2011/2012,72.38571428571429,73.0
444,9869.0,2012/2013,,
445,9869.0,2013/2014,,
446,9869.0,2014/2015,,
447,9869.0,2015/2016,73.11842105263158,76.0
448,9867.0,2008/2009,,
449,9867.0,2009/2010,70.91891891891892,75.0
450,9867.0,2010/2011,,
451,9867.0,2011/2012,,
452,9867.0,2012/2013,,
453,9867.0,2013/2014,,
454,9867.0,2014/2015,,
455,9867.0,2015/2016,,
456,9875.0,2008/2009,75.78,75.0
457,9875.0,2009/2010,76.5,77.0
458,9875.0,2010/2011,77.71428571428571,80.0
459,9875.0,2011/2012,79.96666666666667,82.0
460,9875.0,2012/2013,,
461,9875.0,2013/2014,,
462,9875.0,2014/2015,77.46428571428571,74.28571428571429
463,9875.0,2015/2016,79.90625,80.0
464,9876.0,2008/2009,,
465,9876.0,2009/2010,,
466,9876.0,2010/2011,,
467,9876.0,2011/2012,,
468,9876.0,2012/2013,,
469,9876.0,2013/2014,,
470,9876.0,2014/2015,71.32727272727273,70.27272727272727
471,9876.0,2015/2016,72.64,65.3
472,9879.0,2008/2009,75.52857142857142,77.0
473,9879.0,2009/2010,76.02307692307693,79.0
474,9879.0,2010/2011,76.42,80.0
475,9879.0,2011/2012,75.85555555555555,78.44444444444444
476,9879.0,2012/2013,75.95,79.0
477,9879.0,2013/2014,74.86,76.0
478,9879.0,2014/2015,,
479,9879.0,2015/2016,,
480,8344.0,2008/2009,,
481,8344.0,2009/2010,,
482,8344.0,2010/2011,,
483,8344.0,2011/2012,,
484,8344.0,2012/2013,,
485,8344.0,2013/2014,72.50588235294117,73.0
486,8344.0,2014/2015,,
487,8344.0,2015/2016,,
488,9880.0,2008/2009,,
489,9880.0,2009/2010,,
490,9880.0,2010/2011,70.725,74.0
491,9880.0,2011/2012,71.70212765957447,72.8
492,9880.0,2012/2013,,
493,9880.0,2013/2014,,
494,9880.0,2014/2015,67.08333333333333,70.8
495,9880.0,2015/2016,,
496,9882.0,2008/2009,76.9,75.0
497,9882.0,2009/2010,76.6,77.0
498,9882.0,2010/2011,75.86,76.3
499,9882.0,2011/2012,,
500,9882.0,2012/2013,,
501,9882.0,2013/2014,,
502,9882.0,2014/2015,72.02912621359224,76.63636363636364
503,9882.0,2015/2016,74.26923076923077,79.0
504,9885.0,2008/2009,81.05,81.875
505,9885.0,2009/2010,80.03333333333333,86.16666666666667
506,9885.0,2010/2011,78.8,81.72727272727273
507,9885.0,2011/2012,81.16153846153846,86.0
508,9885.0,2012/2013,,
509,9885.0,2013/2014,,
510,9885.0,2014/2015,80.10833333333333,80.0
511,9885.0,2015/2016,81.99090909090908,83.54545454545455
512,8350.0,2008/2009,,
513,8350.0,2009/2010,,
514,8350.0,2010/2011,71.14,74.0
515,8350.0,2011/2012,70.85,77.0
516,8350.0,2012/2013,,
517,8350.0,2013/2014,,
518,8350.0,2014/2015,,
519,8350.0,2015/2016,,
520,9888.0,2008/2009,69.925,71.0
521,9888.0,2009/2010,,
522,9888.0,2010/2011,68.56666666666666,70.0
523,9888.0,2011/2012,71.16666666666667,72.66666666666667
524,9888.0,2012/2013,,
525,9888.0,2013/2014,,
526,9888.0,2014/2015,,
527,9888.0,2015/2016,,
528,9891.0,2008/2009,,
529,9891.0,2009/2010,,
530,9891.0,2010/2011,,
531,9891.0,2011/2012,,
532,9891.0,2012/2013,,
533,9891.0,2013/2014,,
534,9891.0,2014/2015,,
535,9891.0,2015/2016,68.24545454545455,72.18181818181819
536,8358.0,2008/2009,,
537,8358.0,2009/2010,69.1,73.0
538,8358.0,2010/2011,71.7,74.0
539,8358.0,2011/2012,69.7,71.0
540,8358.0,2012/2013,,
541,8358.0,2013/2014,,
542,8358.0,2014/2015,71.57,77.0
543,8358.0,2015/2016,,
544,9904.0,2008/2009,72.5,84.0
545,9904.0,2009/2010,71.16666666666667,74.0
546,9904.0,2010/2011,73.18,72.4
547,9904.0,2011/2012,75.3,78.0
548,9904.0,2012/2013,,
549,9904.0,2013/2014,,
550,9904.0,2014/2015,73.3375,79.0
551,9904.0,2015/2016,72.9,80.0
552,9905.0,2008/2009,,
553,9905.0,2009/2010,71.06666666666666,74.0
554,9905.0,2010/2011,72.62857142857143,73.42857142857143
555,9905.0,2011/2012,72.23333333333333,74.0
556,9905.0,2012/2013,,
557,9905.0,2013/2014,,
558,9905.0,2014/2015,73.28181818181818,74.72727272727273
559,9905.0,2015/2016,74.25714285714285,79.0
560,9906.0,2008/2009,78.9,79.0
561,9906.0,2009/2010,76.92753623188406,73.14285714285714
562,9906.0,2010/2011,79.36666666666666,80.0
563,9906.0,2011/2012,78.24,76.0
564,9906.0,2012/2013,,
565,9906.0,2013/2014,,
566,9906.0,2014/2015,80.6,79.45454545454545
567,9906.0,2015/2016,80.6,82.0
568,8371.0,2008/2009,69.85,65.0
569,8371.0,2009/2010,74.55172413793103,75.0
570,8371.0,2010/2011,74.01666666666667,75.0
571,8371.0,2011/2012,71.9,72.75
572,8371.0,2012/2013,,
573,8371.0,2013/2014,,
574,8371.0,2014/2015,,
575,8371.0,2015/2016,,
576,9908.0,2008/2009,,
577,9908.0,2009/2010,,
578,9908.0,2010/2011,,
579,9908.0,2011/2012,,
580,9908.0,2012/2013,,
581,9908.0,2013/2014,,
582,9908.0,2014/2015,,
583,9908.0,2015/2016,69.12857142857143,71.21428571428571
584,8370.0,2008/2009,,
585,8370.0,2009/2010,,
586,8370.0,2010/2011,,
587,8370.0,2011/2012,71.65517241379311,71.0
588,8370.0,2012/2013,,
589,8370.0,2013/2014,,
590,8370.0,2014/2015,73.61320754716981,72.72727272727273
591,8370.0,2015/2016,73.1375,70.25
592,9910.0,2008/2009,,
593,9910.0,2009/2010,,
594,9910.0,2010/2011,,
595,9910.0,2011/2012,,
596,9910.0,2012/2013,,
597,9910.0,2013/2014,,
598,9910.0,2014/2015,73.8062015503876,74.0
599,9910.0,2015/2016,76.36153846153846,74.15384615384616
600,9911.0,2008/2009,70.75862068965517,76.0
601,9911.0,2009/2010,71.58,70.2
602,9911.0,2010/2011,,
603,9911.0,2011/2012,,
604,9911.0,2012/2013,,
605,9911.0,2013/2014,,
606,9911.0,2014/2015,,
607,9911.0,2015/2016,,
608,8372.0,2008/2009,,
609,8372.0,2009/2010,,
610,8372.0,2010/2011,,
611,8372.0,2011/2012,,
612,8372.0,2012/2013,,
613,8372.0,2013/2014,,
614,8372.0,2014/2015,70.925,75.0
615,8372.0,2015/2016,72.38333333333334,71.33333333333333
616,9912.0,2008/2009,70.45,79.0
617,9912.0,2009/2010,,
618,9912.0,2010/2011,,
619,9912.0,2011/2012,,
620,9912.0,2012/2013,,
621,9912.0,2013/2014,,
622,9912.0,2014/2015,,
623,9912.0,2015/2016,,
624,7869.0,2008/2009,,
625,7869.0,2009/2010,,
626,7869.0,2010/2011,,
627,7869.0,2011/2012,,
628,7869.0,2012/2013,,
629,7869.0,2013/2014,,
630,7869.0,2014/2015,69.87692307692308,66.92307692307692
631,7869.0,2015/2016,,
632,8388.0,2008/2009,69.875,71.0
633,8388.0,2009/2010,,
634,8388.0,2010/2011,,
635,8388.0,2011/2012,,
636,8388.0,2012/2013,,
637,8388.0,2013/2014,,
638,8388.0,2014/2015,,
639,8388.0,2015/2016,,
640,7878.0,2008/2009,,
641,7878.0,2009/2010,,
642,7878.0,2010/2011,,
643,7878.0,2011/2012,72.175,74.0
644,7878.0,2012/2013,,
645,7878.0,2013/2014,,
646,7878.0,2014/2015,72.32773109243698,71.91666666666667
647,7878.0,2015/2016,73.00909090909092,77.0
648,8394.0,2008/2009,,
649,8394.0,2009/2010,73.2,71.25
650,8394.0,2010/2011,71.35,72.5
651,8394.0,2011/2012,71.64,78.0
652,8394.0,2012/2013,,
653,8394.0,2013/2014,,
654,8394.0,2014/2015,,
655,8394.0,2015/2016,,
656,9941.0,2008/2009,,
657,9941.0,2009/2010,,
658,9941.0,2010/2011,,
659,9941.0,2011/2012,74.3,73.0
660,9941.0,2012/2013,,
661,9941.0,2013/2014,,
662,9941.0,2014/2015,71.58,73.8
663,9941.0,2015/2016,72.87142857142857,68.57142857142857
664,8406.0,2008/2009,,
665,8406.0,2009/2010,,
666,8406.0,2010/2011,,
667,8406.0,2011/2012,69.12,74.0
668,8406.0,2012/2013,,
669,8406.0,2013/2014,,
670,8406.0,2014/2015,73.24166666666666,73.0
671,8406.0,2015/2016,74.23333333333333,75.73333333333333
672,6391.0,2008/2009,,
673,6391.0,2009/2010,,
674,6391.0,2010/2011,,
675,6391.0,2011/2012,,
676,6391.0,2012/2013,,
677,6391.0,2013/2014,,
678,6391.0,2014/2015,,
679,6391.0,2015/2016,68.01428571428572,69.35714285714286
680,9976.0,2008/2009,,
681,9976.0,2009/2010,70.6,74.0
682,9976.0,2010/2011,69.8,74.0
683,9976.0,2011/2012,,
684,9976.0,2012/2013,,
685,9976.0,2013/2014,,
686,9976.0,2014/2015,,
687,9976.0,2015/2016,,
688,8455.0,2008/2009,83.29411764705883,87.3529411764706
689,8455.0,2009/2010,83.77058823529411,84.3529411764706
690,8455.0,2010/2011,82.7,84.0
691,8455.0,2011/2012,81.57777777777778,82.77777777777777
692,8455.0,2012/2013,81.33333333333333,83.0
693,8455.0,2013/2014,81.32105263157895,83.52631578947368
694,8455.0,2014/2015,82.66842105263157,85.84210526315789
695,8455.0,2015/2016,82.4,84.82352941176471
696,8456.0,2008/2009,78.33636363636364,81.36363636363636
697,8456.0,2009/2010,81.43537414965986,83.4
698,8456.0,2010/2011,80.98571428571428,82.0
699,8456.0,2011/2012,83.08,83.0
700,8456.0,2012/2013,82.71,84.0
701,8456.0,2013/2014,82.77894736842106,81.3157894736842
702,8456.0,2014/2015,82.26086956521739,82.65217391304348
703,8456.0,2015/2016,81.8952380952381,84.23809523809524
704,7943.0,2008/2009,,
705,7943.0,2009/2010,,
706,7943.0,2010/2011,,
707,7943.0,2011/2012,,
708,7943.0,2012/2013,,
709,7943.0,2013/2014,,
710,7943.0,2014/2015,71.2625,76.25
711,7943.0,2015/2016,73.11666666666666,79.0
712,8460.0,2008/2009,,
713,8460.0,2009/2010,,
714,8460.0,2010/2011,,
715,8460.0,2011/2012,,
716,8460.0,2012/2013,,
717,8460.0,2013/2014,,
718,8460.0,2014/2015,68.62857142857143,70.0
719,8460.0,2015/2016,,
720,6413.0,2008/2009,,
721,6413.0,2009/2010,,
722,6413.0,2010/2011,,
723,6413.0,2011/2012,,
724,6413.0,2012/2013,,
725,6413.0,2013/2014,,
726,6413.0,2014/2015,,
727,6413.0,2015/2016,68.84545454545454,66.45454545454545
728,8462.0,2008/2009,75.8375,82.0
729,8462.0,2009/2010,72.52857142857142,77.21428571428571
730,8462.0,2010/2011,,
731,8462.0,2011/2012,,
732,8462.0,2012/2013,,
733,8462.0,2013/2014,,
734,8462.0,2014/2015,,
735,8462.0,2015/2016,,
736,8464.0,2008/2009,,
737,8464.0,2009/2010,,
738,8464.0,2010/2011,,
739,8464.0,2011/2012,,
740,8464.0,2012/2013,,
741,8464.0,2013/2014,,
742,8464.0,2014/2015,,
743,8464.0,2015/2016,67.68354430379746,66.5
