,match_id,team_id,possession_only_second_half,shots_on,shots_on_first_half,shots_on_second_half,goals,goals_first_half,goals_second_half
4054,7521,8592,54,5,2,3,2,1,1
4055,7521,6391,46,3,2,1,1,1,0
4056,7522,9853,48,3,2,1,2,0,2
4057,7522,9829,52,4,1,3,0,0,0
4058,7525,9847,71,3,1,2,2,1,1
4059,7525,9748,29,3,1,2,4,2,2
4060,7526,9831,60,2,1,1,2,2,0
4061,7526,9837,40,6,2,4,1,0,1
4062,7530,9827,39,5,3,2,4,2,2
4063,7530,8592,61,4,2,2,1,0,1
4064,7532,6391,41,8,4,4,2,1,1
4065,7532,9748,59,4,3,1,1,1,0
4066,7533,9747,54,8,3,5,2,0,2
4067,7533,9851,46,3,2,1,0,0,0
4068,7538,10242,32,6,2,4,3,1,2
4069,7538,9829,68,8,2,6,1,1,0
4070,7546,9851,49,3,1,2,1,0,1
4071,7546,10249,51,2,1,1,2,0,2
4072,7547,9827,52,8,1,7,1,1,0
4073,7547,9853,48,3,0,3,1,0,1
4074,7553,9827,45,6,3,3,1,1,0
4075,7553,10249,55,5,0,5,1,1,0
4076,7554,8592,72,4,2,2,1,1,0
4077,7554,9747,28,1,0,1,1,0,1
4078,7556,9847,80,5,2,3,2,1,1
4079,7556,7794,20,0,0,0,1,1,0
4080,7557,9837,48,2,0,2,1,1,0
4081,7557,9941,52,0,0,0,3,1,2
4082,7559,9853,32,3,1,2,1,1,0
4083,7559,9748,68,13,6,7,1,0,1
4084,7560,9830,54,6,2,4,2,1,1
4085,7560,9747,46,4,1,3,1,1,0
4086,7565,8121,36,5,2,3,1,1,0
4087,7565,9831,64,7,1,6,1,0,1
4088,7573,7819,35,3,1,2,1,1,0
4089,7573,10249,65,7,3,4,0,0,0
4090,7574,9831,51,2,1,1,4,1,3
4091,7574,8689,49,5,2,3,0,0,0
4092,7575,8592,33,3,2,1,1,1,0
4093,7575,9748,67,14,2,12,0,0,0
4094,7578,9851,55,3,2,1,1,1,0
4095,7578,6391,45,2,0,2,0,0,0
4096,7580,9853,38,8,4,4,1,0,1
4097,7580,9847,62,6,4,2,0,0,0
4098,7582,9851,56,4,2,2,1,1,0
4099,7582,9827,44,5,3,2,0,0,0
4100,7585,8592,59,12,6,6,1,1,0
4101,7585,8639,41,5,3,2,0,0,0
4102,7587,7819,16,4,1,3,4,0,4
4103,7587,9831,84,9,3,6,0,0,0
4104,7589,7794,57,8,1,7,2,2,0
4105,7589,9829,43,4,1,3,0,0,0
4106,7590,10242,56,7,4,3,3,2,1
4107,7590,9747,44,4,3,1,1,1,0
4108,7593,10249,45,6,2,4,2,2,0
4109,7593,8592,55,1,0,1,2,2,0
4110,7595,9748,52,9,5,4,4,2,2
4111,7595,9827,48,4,2,2,2,2,0
4112,7598,9851,55,2,1,1,3,3,0
4113,7598,9853,45,6,2,4,0,0,0
4114,7603,6391,70,4,1,3,4,2,2
4115,7603,9747,30,0,0,0,0,0,0
4116,7608,9830,44,10,4,6,1,1,0
4117,7608,9941,56,4,3,1,0,0,0
4118,7609,6391,51,7,1,6,3,0,3
4119,7609,10242,49,0,0,0,3,0,3
4120,7612,9830,43,2,1,1,2,2,0
4121,7612,8689,57,1,1,0,4,1,3
4122,7615,7819,48,8,4,4,2,0,2
4123,7615,9748,52,4,1,3,0,0,0
4124,7617,7794,45,5,3,2,3,3,0
4125,7617,9837,55,6,3,3,0,0,0
4126,7618,9851,63,5,1,4,1,1,0
4127,7618,8121,37,1,1,0,1,0,1
4128,7619,10249,56,4,2,2,1,1,0
4129,7619,8121,44,2,0,2,0,0,0
4130,7621,9827,42,6,4,2,3,2,1
4131,7621,9831,58,6,2,4,3,0,3
4132,7622,9747,47,8,4,4,2,0,2
4133,7622,8689,53,8,5,3,0,0,0
4134,7628,6391,44,6,3,3,2,2,0
4135,7628,9941,56,5,2,3,2,0,2
4136,7631,8689,47,10,5,5,4,3,1
4137,7631,10242,53,7,2,5,0,0,0
4138,7632,9830,58,6,5,1,1,1,0
4139,7632,9829,42,2,1,1,2,0,2
4140,7634,10249,52,4,3,1,1,1,0
4141,7634,8639,48,3,0,3,1,1,0
4142,7635,9831,64,7,4,3,2,1,1
4143,7635,7794,36,5,3,2,1,1,0
4144,7636,9748,46,7,4,3,2,0,2
4145,7636,9847,54,3,2,1,0,0,0
4146,7638,9851,52,10,6,4,3,1,2
4147,7638,9941,48,4,1,3,2,0,2
4148,7640,6391,57,2,1,1,1,1,0
4149,7640,9827,43,5,3,2,0,0,0
4150,7643,8592,55,10,7,3,2,1,1
4151,7643,9941,45,10,3,7,0,0,0
4152,7644,9748,53,6,1,5,1,1,0
4153,7644,9747,47,4,1,3,0,0,0
4154,7646,7794,56,6,3,3,2,1,1
4155,7646,8689,44,2,0,2,3,2,1
4156,7648,9851,39,4,2,2,3,1,2
4157,7648,9830,61,5,0,5,2,1,1
4158,7649,9747,60,4,3,1,3,3,0
4159,7649,7794,40,5,3,2,1,0,1
4160,7651,9827,47,7,3,4,1,1,0
4161,7651,8639,53,6,1,5,2,0,2
4162,7652,9853,64,7,5,2,2,1,1
4163,7652,8689,36,6,4,2,4,0,4
4164,7653,9851,39,1,0,1,3,1,2
4165,7653,9748,61,4,0,4,2,1,1
4166,7655,9847,56,5,2,3,2,0,2
4167,7655,10249,44,3,1,2,1,0,1
4168,7658,9941,39,3,2,1,2,1,1
4169,7658,9829,61,4,2,2,0,0,0
4170,7659,9837,56,4,2,2,1,1,0
4171,7659,9829,44,8,2,6,2,1,1
4172,7661,10242,42,8,4,4,2,1,1
4173,7661,9847,58,7,3,4,2,1,1
4174,7663,8121,48,4,2,2,1,0,1
4175,7663,9830,52,10,7,3,0,0,0
4176,7665,10249,47,7,4,3,3,2,1
4177,7665,9831,53,2,2,0,2,0,2
4178,7666,8639,60,4,2,2,4,1,3
4179,7666,7794,40,1,0,1,2,1,1
4180,7667,9748,54,9,5,4,2,1,1
4181,7667,9851,46,4,1,3,3,0,3
4182,7669,8689,60,2,1,1,3,0,3
4183,7669,8121,40,8,5,3,0,0,0
4184,7670,10249,56,2,2,0,1,1,0
4185,7670,9853,44,4,1,3,2,1,1
4186,7671,9827,45,4,1,3,2,2,0
4187,7671,7794,55,4,1,3,0,0,0
4188,7673,6391,47,5,2,3,1,1,0
4189,7673,9831,53,4,4,0,2,1,1
4190,7678,9837,75,7,2,5,1,0,1
4191,7678,9747,25,1,0,1,1,0,1
4192,7680,10249,55,4,3,1,3,1,2
4193,7680,9747,45,3,0,3,3,1,2
4194,7682,8689,37,3,1,2,2,1,1
4195,7682,9748,63,6,4,2,0,0,0
4196,7684,6391,56,11,9,2,7,3,4
4197,7684,9853,44,3,2,1,0,0,0
4198,7685,9847,52,4,1,3,2,1,1
4199,7685,9831,48,4,1,3,0,0,0
4200,7687,9837,57,5,1,4,2,0,2
4201,7687,9851,43,3,2,1,0,0,0
4202,7689,8121,51,3,1,2,1,0,1
4203,7689,6391,49,1,0,1,1,0,1
4204,7690,10242,41,4,2,2,3,1,2
4205,7690,9853,59,9,4,5,1,0,1
4206,7692,9829,56,4,2,2,3,3,0
4207,7692,8639,44,2,0,2,0,0,0
4208,7694,9831,42,6,3,3,1,0,1
4209,7694,9851,58,4,0,4,0,0,0
4210,7695,8592,65,5,3,2,3,1,2
4211,7695,9827,35,4,1,3,0,0,0
4212,7696,8689,44,8,3,5,3,1,2
4213,7696,7819,56,5,3,2,1,0,1
4214,7698,9941,52,3,3,0,2,1,1
4215,7698,7794,48,1,0,1,0,0,0
4216,7699,9829,43,4,3,1,3,1,2
4217,7699,8592,57,3,0,3,1,0,1
4218,7701,9827,72,6,3,3,2,1,1
4219,7701,8121,28,1,1,0,1,1,0
4220,7702,9941,41,4,2,2,2,0,2
4221,7702,8689,59,4,3,1,1,0,1
4222,7703,10249,42,5,2,3,1,0,1
4223,7703,9830,58,3,1,2,0,0,0
4224,7705,9831,45,3,0,3,3,0,3
4225,7705,9748,55,3,0,3,0,0,0
4226,7707,9853,53,5,4,1,1,1,0
4227,7707,7794,47,7,4,3,0,0,0
4228,7708,9747,42,6,4,2,3,0,3
4229,7708,9851,58,7,1,6,0,0,0
4230,7709,9853,45,6,2,4,2,1,1
4231,7709,8689,55,3,0,3,1,0,1
4232,7710,9747,57,7,4,3,1,1,0
4233,7710,7819,43,7,2,5,4,4,0
4234,7712,7794,53,6,3,3,2,0,2
4235,7712,6391,47,2,1,1,1,0,1
4236,7713,8121,25,5,4,1,2,1,1
4237,7713,8639,75,4,4,0,0,0,0
4238,7714,10242,58,9,6,3,2,1,1
4239,7714,10249,42,6,3,3,1,0,1
4240,7715,9837,34,5,1,4,4,1,3
4241,7715,9831,66,4,2,2,0,0,0
4242,7717,9829,39,7,3,4,1,1,0
4243,7717,9851,61,5,2,3,3,1,2
4244,7719,8121,52,3,1,2,7,3,4
4245,7719,8592,48,3,0,3,1,1,0
4246,7723,8639,41,7,4,3,5,1,4
4247,7723,8689,59,4,1,3,0,0,0
4248,7724,9830,47,8,3,5,4,1,3
4249,7724,9831,53,2,1,1,0,0,0
4250,7725,6391,33,2,0,2,2,2,0
4251,7725,9748,67,0,0,0,1,1,0
4252,7726,9847,58,10,3,7,1,1,0
4253,7726,9851,42,5,1,4,1,0,1
4254,7728,9837,53,5,2,3,4,1,3
4255,7728,10249,47,4,1,3,1,1,0
4256,7729,9827,53,5,3,2,3,2,1
4257,7729,8689,47,4,3,1,0,0,0
4258,7730,9830,62,7,3,4,1,0,1
4259,7730,7819,38,3,2,1,1,0,1
4260,7731,9847,69,3,0,3,1,0,1
4261,7731,6391,31,3,0,3,1,0,1
4262,7732,8639,69,10,3,7,2,1,1
4263,7732,9747,31,4,3,1,0,0,0
4264,7735,9837,46,7,3,4,3,1,2
4265,7735,8592,54,11,8,3,0,0,0
4266,7738,9941,51,8,3,5,2,2,0
4267,7738,10242,49,2,0,2,1,0,1
4268,7739,9941,53,6,3,3,3,2,1
4269,7739,8121,47,0,0,0,0,0,0
4270,7740,9829,35,6,3,3,2,1,1
4271,7740,10249,65,4,0,4,2,1,1
4272,7741,8639,45,5,2,3,1,0,1
4273,7741,9853,55,7,3,4,0,0,0
4274,7742,9747,36,4,1,3,2,2,0
4275,7742,9831,64,3,1,2,2,1,1
4276,7743,8592,53,7,2,5,1,0,1
4277,7743,10242,47,5,2,3,0,0,0
4278,7747,9837,42,3,2,1,2,1,1
4279,7747,9748,58,3,1,2,2,0,2
4280,7748,7794,40,2,2,0,3,2,1
4281,7748,9851,60,11,6,5,1,0,1
4282,7750,9830,46,5,2,3,3,2,1
4283,7750,9827,54,7,3,4,0,0,0
4284,7751,7819,34,9,6,3,2,1,1
4285,7751,9748,66,2,1,1,1,0,1
4286,7753,8639,51,7,4,3,2,2,0
4287,7753,6391,49,6,2,4,0,0,0
4288,7754,9847,62,9,3,6,1,1,0
4289,7754,9829,38,2,1,1,0,0,0
4290,7755,8689,54,4,3,1,3,2,1
4291,7755,9837,46,7,6,1,0,0,0
4292,7756,9941,48,3,2,1,1,0,1
4293,7756,9851,52,1,0,1,0,0,0
4294,7757,9853,65,10,4,6,1,1,0
4295,7757,7794,35,1,0,1,0,0,0
4296,7758,10249,57,6,4,2,1,0,1
4297,7758,10242,43,6,3,3,0,0,0
4298,7759,9829,49,9,3,6,1,1,0
4299,7759,6391,51,9,4,5,1,0,1
4300,7760,8121,45,3,2,1,4,2,2
4301,7760,8689,55,5,1,4,2,1,1
4302,7761,9748,56,8,3,5,4,2,2
4303,7761,8639,44,4,3,1,3,1,2
4304,7766,9847,71,11,6,5,1,1,0
4305,7766,9827,29,3,0,3,2,2,0
4306,7770,9831,40,4,1,3,4,2,2
4307,7770,7794,60,3,1,2,1,0,1
4308,7774,9748,58,5,2,3,3,1,2
4309,7774,8592,42,6,3,3,2,0,2
4310,7777,8639,48,8,6,2,1,0,1
4311,7777,9851,52,3,2,1,0,0,0
4312,7779,8121,42,4,1,3,4,1,3
4313,7779,9837,58,2,1,1,0,0,0
4314,7780,9851,58,7,3,4,2,2,0
4315,7780,6391,42,3,1,2,2,0,2
4316,7781,9830,35,2,1,1,2,1,1
4317,7781,8639,65,10,8,2,2,2,0
4318,7783,9748,57,6,5,1,1,0,1
4319,7783,7794,43,3,2,1,1,0,1
4320,7784,9829,58,5,2,3,2,0,2
4321,7784,10249,42,6,3,3,0,0,0
4322,7786,9847,71,7,2,5,1,1,0
4323,7786,9747,29,7,5,2,2,0,2
4324,7787,9941,45,2,1,1,1,1,0
4325,7787,8592,55,3,1,2,1,0,1
4326,7790,9827,43,3,2,1,1,1,0
4327,7790,9748,57,5,2,3,0,0,0
4328,7791,7819,49,9,6,3,3,1,2
4329,7791,6391,51,4,2,2,2,0,2
4330,7796,8639,62,6,2,4,1,0,1
4331,7796,9837,38,4,2,2,0,0,0
4332,7800,7819,37,8,6,2,5,3,2
4333,7800,9853,63,5,3,2,1,1,0
4334,7804,9837,57,5,2,3,1,1,0
4335,7804,9748,43,7,4,3,0,0,0
4336,7806,8592,47,7,5,2,5,4,1
4337,7806,9847,53,8,7,1,0,0,0
4338,7807,9747,45,10,4,6,2,2,0
4339,7807,10242,55,6,3,3,0,0,0
4340,7808,9830,41,6,3,3,2,1,1
4341,7808,9831,59,6,3,3,0,0,0
4342,7819,8697,53,6,4,2,8,2,6
4343,7819,8178,47,4,2,2,1,0,1
4344,7831,8697,61,7,5,2,4,1,3
4345,7831,8177,39,1,0,1,2,0,2
4346,7836,9789,56,4,1,3,3,1,2
4347,7836,9790,44,2,2,0,1,0,1
4348,7848,8697,53,5,1,4,1,0,1
4349,7848,8722,47,2,2,0,1,0,1
4350,7855,9790,37,9,4,5,5,2,3
4351,7855,8697,63,6,3,3,0,0,0
4352,7863,8178,61,9,6,3,1,1,0
4353,7863,9823,39,4,2,2,2,0,2
4354,7867,8177,48,8,6,2,3,2,1
4355,7867,8722,52,7,4,3,0,0,0
4356,7872,8226,43,4,3,1,1,1,0
4357,7872,9823,57,2,0,2,2,0,2
4358,7873,10189,60,5,2,3,3,1,2
4359,7873,8177,40,2,0,2,2,0,2
4360,7890,9790,36,6,3,3,1,1,0
4361,7890,9823,64,10,2,8,3,1,2
4362,7891,8178,59,9,2,7,1,1,0
4363,7891,9789,41,4,2,2,2,1,1
4364,7893,8697,71,8,3,5,3,2,1
4365,7893,9912,29,1,0,1,1,0,1
4366,7899,9823,60,14,8,6,1,0,1
4367,7899,9789,40,3,1,2,0,0,0
4368,7909,9789,42,9,4,5,5,3,2
4369,7909,9823,58,3,2,1,0,0,0
4370,7915,9904,63,7,4,3,1,0,1
4371,7915,8398,37,5,2,3,1,0,1
4372,7927,9790,37,4,1,3,1,1,0
4373,7927,8178,63,4,1,3,1,1,0
4374,7945,9911,28,5,2,3,3,2,1
4375,7945,8178,72,11,7,4,0,0,0
4376,7947,10189,52,4,4,0,5,2,3
4377,7947,8722,48,3,1,2,1,0,1
4378,7954,10269,45,7,4,3,4,2,2
4379,7954,8697,55,1,1,0,1,1,0
4380,7969,9911,36,2,2,0,3,2,1
4381,7969,9788,64,10,2,8,0,0,0
4382,7971,8226,62,8,4,4,2,1,1
4383,7971,9790,38,4,0,4,0,0,0
4384,7983,10269,55,11,3,8,3,3,0
4385,7983,9790,45,4,1,3,2,1,1
4386,8006,8226,58,12,5,7,1,1,0
4387,8006,8177,42,3,1,2,1,0,1
4388,8010,10189,42,6,4,2,1,1,0
4389,8010,9911,58,3,1,2,1,0,1
4390,8019,8226,54,5,2,3,1,1,0
4391,8019,8721,46,7,5,2,2,1,1
4392,8023,9904,51,4,4,0,2,2,0
4393,8023,9911,49,7,1,6,1,1,0
4394,8025,8178,71,5,3,2,3,0,3
4395,8025,9912,29,3,1,2,0,0,0
4396,8051,8226,32,5,3,2,3,1,2
4397,8051,9823,68,8,4,4,2,1,1
4398,8054,8721,43,6,1,5,5,2,3
4399,8054,8697,57,8,2,6,1,0,1
4400,8074,9790,67,6,1,5,1,0,1
4401,8074,8721,33,0,0,0,0,0,0
4402,8080,9789,39,4,2,2,3,2,1
4403,8080,10269,61,7,3,4,1,0,1
4404,8084,8722,42,7,4,3,1,1,0
4405,8084,10189,58,1,0,1,4,0,4
4406,8098,9789,31,3,2,1,1,0,1
4407,8098,8697,69,11,3,8,0,0,0
4408,8106,9823,66,5,2,3,1,1,0
4409,8106,8721,34,5,3,2,1,0,1
4410,8107,8178,56,4,2,2,2,0,2
4411,8107,8722,44,7,3,4,0,0,0
4412,8114,9790,57,5,1,4,1,1,0
4413,8114,8226,43,7,5,2,0,0,0
4414,8125,8178,70,5,1,4,1,0,1
4415,8125,9789,30,0,0,0,1,0,1
4416,8126,8177,39,7,4,3,3,3,0
4417,8126,8721,61,5,1,4,0,0,0
4418,8127,10189,55,8,4,4,1,0,1
4419,8127,9790,45,3,2,1,0,0,0
4420,8134,8177,49,5,4,1,4,2,2
4421,8134,9789,51,10,3,7,1,0,1
4422,8136,10189,42,6,1,5,3,1,2
4423,8136,8178,58,3,2,1,0,0,0
4424,8143,8178,55,7,5,2,1,0,1
4425,8143,9810,45,3,3,0,0,0,0
4426,8144,8697,55,7,3,4,2,1,1
4427,8144,9789,45,6,2,4,0,0,0
4428,8151,8178,45,3,2,1,2,1,1
4429,8151,9823,55,4,2,2,1,0,1
4430,8164,9911,45,5,1,4,2,0,2
4431,8164,8722,55,2,2,0,0,0,0
4432,8169,9823,65,9,3,6,8,5,3
4433,8169,9788,35,9,8,1,0,0,0
4434,8173,8177,43,8,2,6,3,3,0
4435,8173,10189,57,6,2,4,1,1,0
4436,8179,8178,67,4,2,2,1,1,0
4437,8179,8177,33,2,2,0,0,0,0
4438,8192,10189,40,9,3,6,2,2,0
4439,8192,9905,60,2,2,0,2,1,1
4440,8196,8226,45,8,4,4,6,3,3
4441,8196,9823,55,9,3,6,0,0,0
4442,8205,9789,51,6,4,2,4,1,3
4443,8205,9790,49,4,1,3,4,0,4
4444,8206,9823,47,6,4,2,1,0,1
4445,8206,8697,53,11,6,5,0,0,0
4446,8208,8721,57,7,2,5,2,2,0
4447,8208,8722,43,4,4,0,4,1,3
4448,8224,8178,61,9,6,3,1,1,0
4449,8224,8358,39,3,2,1,1,0,1
4450,8225,9790,74,12,6,6,3,1,2
4451,8225,8721,26,2,2,0,1,0,1
4452,8226,9789,49,3,2,1,5,3,2
4453,8226,10269,51,2,1,1,0,0,0
4454,8232,9789,56,7,4,3,1,1,0
4455,8232,9810,44,2,2,0,1,0,1
4456,8233,8177,39,1,1,0,2,2,0
4457,8233,8697,61,9,4,5,4,0,4
4458,8245,8722,49,2,2,0,1,1,0
4459,8245,10189,51,2,0,2,1,1,0
4460,8246,8358,45,3,3,0,1,1,0
4461,8246,9810,55,5,3,2,4,3,1
4462,8252,8178,47,5,4,1,2,0,2
4463,8252,8697,53,4,4,0,1,0,1
4464,8259,9823,51,8,5,3,3,0,3
4465,8259,9790,49,3,2,1,0,0,0
4466,8260,8178,60,4,1,3,1,1,0
4467,8260,8722,40,1,1,0,4,2,2
4468,8275,8165,32,4,1,3,4,1,3
4469,8275,8178,68,8,1,7,1,0,1
4470,8278,8178,59,7,4,3,1,0,1
4471,8278,9790,41,3,1,2,2,0,2
4472,8286,9790,54,8,2,6,2,2,0
4473,8286,10189,46,8,4,4,2,0,2
4474,8287,8178,65,6,3,3,1,1,0
4475,8287,9789,35,3,0,3,2,0,2
4476,8295,9823,60,3,1,2,3,2,1
4477,8295,10269,40,7,1,6,2,1,1
4478,8296,8178,68,3,2,1,2,0,2
4479,8296,10189,32,1,0,1,0,0,0
4480,8299,9810,60,5,2,3,3,3,0
4481,8299,9911,40,0,0,0,0,0,0
4482,8322,8178,45,4,3,1,2,1,1
4483,8322,9823,55,2,0,2,0,0,0
4484,8327,10189,63,3,2,1,2,1,1
4485,8327,9904,37,2,1,1,2,0,2
4486,8329,9788,41,5,2,3,2,1,1
4487,8329,9810,59,2,0,2,0,0,0
4488,8331,9823,68,10,5,5,2,1,1
4489,8331,9904,32,1,0,1,2,0,2
4490,8339,8722,44,6,3,3,1,1,0
4491,8339,9911,56,4,2,2,0,0,0
4492,8354,8697,41,2,2,0,1,1,0
4493,8354,10189,59,4,0,4,0,0,0
4494,8358,8697,49,17,10,7,3,2,1
4495,8358,9790,51,5,2,3,1,1,0
4496,8359,9823,79,7,6,1,1,1,0
4497,8359,8177,21,7,3,4,1,0,1
4498,8363,9911,70,9,4,5,4,2,2
4499,8363,9904,30,3,0,3,0,0,0
4500,8364,10189,59,6,2,4,3,1,2
4501,8364,9905,41,8,5,3,1,1,0
4502,8367,9823,52,5,2,3,2,1,1
4503,8367,8721,48,6,1,5,0,0,0
4504,8369,8722,45,5,2,3,3,1,2
4505,8369,9790,55,5,3,2,0,0,0
4506,8375,9788,43,6,1,5,3,1,2
4507,8375,9905,57,2,0,2,0,0,0
4508,8376,10269,45,3,1,2,4,1,3
4509,8376,9790,55,11,2,9,0,0,0
4510,8381,8722,68,6,1,5,4,2,2
4511,8381,10189,32,0,0,0,0,0,0
4512,8386,8178,48,4,2,2,1,1,0
4513,8386,8697,52,1,1,0,3,0,3
4514,8389,8721,52,5,3,2,2,1,1
4515,8389,10189,48,5,0,5,2,1,1
4516,8394,9823,51,5,3,2,3,0,3
4517,8394,9790,49,6,3,3,1,0,1
4518,8398,8358,48,8,7,1,1,0,1
4519,8398,9788,52,3,0,3,0,0,0
4520,8401,8165,62,5,2,3,1,0,1
4521,8401,9911,38,3,2,1,1,0,1
4522,8407,10189,34,5,3,2,2,2,0
4523,8407,9810,66,4,1,3,2,0,2
4524,8412,9790,69,3,2,1,1,1,0
4525,8412,8178,31,3,1,2,5,1,4
4526,8421,9823,71,7,3,4,1,1,0
4527,8421,8721,29,5,1,4,0,0,0
4528,8422,8226,46,4,3,1,1,1,0
4529,8422,8697,54,5,1,4,3,0,3
4530,8427,9790,53,7,4,3,4,2,2
4531,8427,10189,47,5,3,2,3,1,2
4532,8433,10269,47,9,5,4,1,1,0
4533,8433,8721,53,8,5,3,0,0,0
4534,8434,9789,49,5,4,1,4,1,3
4535,8434,9905,51,4,1,3,1,1,0
4536,8435,9904,42,2,1,1,1,0,1
4537,8435,8226,58,6,4,2,0,0,0
4538,8440,8178,66,10,8,2,3,1,2
4539,8440,8350,34,6,3,3,0,0,0
4540,8441,10269,37,6,3,3,3,1,2
4541,8441,8697,63,3,1,2,2,1,1
4542,8446,9789,47,9,3,6,1,1,0
4543,8446,9904,53,2,0,2,2,0,2
4544,8448,8165,48,4,2,2,1,1,0
4545,8448,9823,52,5,2,3,0,0,0
4546,8458,8178,41,8,4,4,1,1,0
4547,8458,9823,59,3,1,2,0,0,0
4548,8465,8152,49,10,3,7,2,1,1
4549,8465,8721,51,1,0,1,0,0,0
4550,8466,9823,72,9,3,6,2,1,1
4551,8466,9810,28,3,1,2,2,1,1
4552,8467,8697,39,5,5,0,4,2,2
4553,8467,8152,61,9,2,7,1,0,1
4554,8472,8722,38,10,6,4,4,3,1
4555,8472,8721,62,3,2,1,4,1,3
4556,8478,8721,58,4,3,1,1,1,0
4557,8478,8697,42,11,2,9,0,0,0
4558,8482,9789,57,9,5,4,3,2,1
4559,8482,8165,43,2,2,0,0,0,0
4560,8484,9823,62,11,4,7,1,1,0
4561,8484,8152,38,3,0,3,1,0,1
4562,8487,9905,56,4,3,1,2,2,0
4563,8487,10189,44,4,2,2,2,1,1
4564,8490,8358,62,8,7,1,1,1,0
4565,8490,9788,38,5,3,2,2,1,1
4566,8495,8358,29,3,2,1,2,1,1
4567,8495,8178,71,6,3,3,1,0,1
4568,8502,10189,41,2,2,0,1,0,1
4569,8502,9790,59,3,2,1,0,0,0
4570,8506,8721,32,3,2,1,2,1,1
4571,8506,9823,68,8,4,4,1,0,1
4572,8513,9810,53,3,3,0,1,0,1
4573,8513,9790,47,3,1,2,0,0,0
4574,8515,8152,38,7,5,2,1,1,0
4575,8515,8226,62,4,1,3,0,0,0
4576,8516,9788,34,8,2,6,2,1,1
4577,8516,8178,66,3,1,2,1,1,0
4578,8517,8722,56,4,1,3,1,1,0
4579,8517,8697,44,2,0,2,1,0,1
4580,8520,10189,69,6,2,4,1,0,1
4581,8520,9904,31,2,1,1,1,0,1
4582,8531,9904,51,4,2,2,3,1,2
4583,8531,8178,49,7,5,2,0,0,0
4584,8532,8358,34,3,3,0,1,1,0
4585,8532,10269,66,6,3,3,1,0,1
4586,8533,9789,36,6,3,3,5,1,4
4587,8533,8721,64,4,2,2,1,0,1
4588,8534,9810,57,4,3,1,3,2,1
4589,8534,9788,43,5,0,5,2,0,2
4590,8536,9905,44,10,3,7,1,1,0
4591,8536,8350,56,11,4,7,1,0,1
4592,8538,9789,59,11,6,5,1,0,1
4593,8538,10189,41,2,0,2,0,0,0
4594,8539,9790,65,15,8,7,2,2,0
4595,8539,8152,35,3,1,2,0,0,0
4596,8544,8358,47,6,3,3,4,2,2
4597,8544,9810,53,2,2,0,0,0,0
4598,8549,8697,59,6,3,3,2,2,0
4599,8549,9904,41,2,0,2,0,0,0
4600,8553,8722,55,6,2,4,2,2,0
4601,8553,9905,45,2,1,1,2,1,1
4602,8556,10269,44,4,3,1,2,2,0
4603,8556,8178,56,4,3,1,1,1,0
4604,8561,9788,34,6,4,2,2,1,1
4605,8561,10189,66,0,0,0,0,0,0
4606,8567,8697,56,8,5,3,9,3,6
4607,8567,8178,44,8,4,4,1,0,1
4608,8580,8697,47,6,2,4,2,1,1
4609,8580,8358,53,1,0,1,4,0,4
4610,8587,8178,52,9,6,3,1,0,1
4611,8587,9905,48,1,1,0,0,0,0
4612,8589,9904,54,5,5,0,3,3,0
4613,8589,8722,46,4,2,2,2,1,1
4614,8593,9905,46,2,1,1,1,1,0
4615,8593,9789,54,3,1,2,1,0,1
4616,8598,8358,32,4,2,2,2,1,1
4617,8598,9823,68,7,0,7,2,0,2
4618,8604,9810,31,4,2,2,4,3,1
4619,8604,8721,69,9,4,5,2,1,1
4620,8606,9790,55,4,2,2,6,2,4
4621,8606,8226,45,8,6,2,0,0,0
4622,8620,9789,55,10,4,6,4,2,2
4623,8620,8721,45,1,0,1,1,1,0
4624,8622,8350,38,8,6,2,1,0,1
4625,8622,9905,62,5,2,3,1,0,1
4626,8623,8226,45,9,5,4,2,2,0
4627,8623,10189,55,4,1,3,6,3,3
4628,8625,8152,60,5,1,4,3,2,1
4629,8625,8722,40,9,5,4,1,0,1
4630,8629,10189,49,7,2,5,2,1,1
4631,8629,8697,51,8,3,5,2,0,2
4632,8633,9905,68,5,3,2,1,1,0
4633,8633,9788,32,5,3,2,3,1,2
4634,8640,8722,67,5,2,3,4,1,3
4635,8640,8721,33,6,3,3,2,0,2
4636,8642,9789,67,10,5,5,3,0,3
4637,8642,9788,33,1,0,1,0,0,0
4638,8644,8165,59,4,2,2,2,1,1
4639,8644,9905,41,2,2,0,0,0,0
4640,8646,9823,54,7,3,4,2,1,1
4641,8646,10189,46,1,0,1,0,0,0
4642,8648,9789,41,5,3,2,3,1,2
4643,8648,8165,59,3,0,3,0,0,0
4644,8656,8697,39,4,3,1,2,1,1
4645,8656,9789,61,4,1,3,2,1,1
4646,8663,9823,53,5,3,2,4,2,2
4647,8663,8152,47,5,2,3,1,0,1
4648,8667,9789,69,8,4,4,2,1,1
4649,8667,9810,31,3,2,1,0,0,0
4650,8673,9823,76,14,5,9,1,1,0
4651,8673,8722,24,5,1,4,0,0,0
4652,8674,9789,47,11,8,3,1,1,0
4653,8674,10189,53,1,0,1,1,0,1
4654,8681,9790,62,2,1,1,3,1,2
4655,8681,8152,38,2,2,0,2,1,1
4656,8683,8350,44,3,1,2,1,0,1
4657,8683,9789,56,8,4,4,3,0,3
4658,8686,8226,22,4,4,0,1,1,0
4659,8686,9823,78,3,2,1,1,0,1
