,match_id,team_id,possession_only_second_half,shots_on,shots_on_first_half,shots_on_second_half,goals,goals_first_half,goals_second_half
2326,3845,10261,60,11,7,4,2,1,1
2327,3845,8668,40,3,2,1,3,2,1
2328,3857,10003,55,7,2,5,3,1,2
2329,3857,8659,45,5,3,2,1,0,1
2330,3858,10194,49,5,5,0,2,1,1
2331,3858,8654,51,3,3,0,0,0,0
2332,3859,8659,41,7,2,5,1,1,0
2333,3859,10003,59,7,4,3,2,0,2
2334,3860,8455,61,7,4,3,3,0,3
2335,3860,10252,39,5,3,2,0,0,0
2336,3861,8668,71,12,6,6,1,1,0
2337,3861,8344,29,5,3,2,1,0,1
2338,3863,8667,60,7,2,5,4,1,3
2339,3863,8456,40,1,0,1,1,0,1
2340,3865,8466,63,4,2,2,2,1,1
2341,3865,9850,37,2,1,1,0,0,0
2342,3868,8586,54,8,3,5,1,1,0
2343,3868,9825,46,2,1,1,4,1,3
2344,3870,8344,37,3,2,1,2,1,1
2345,3870,8650,63,6,4,2,1,1,0
2346,3871,9825,49,8,4,4,1,1,0
2347,3871,8455,51,9,6,3,1,0,1
2348,3872,10003,60,11,5,6,2,1,1
2349,3872,8668,40,3,0,3,2,1,1
2350,3873,8667,40,3,2,1,2,0,2
2351,3873,8659,60,7,3,4,2,0,2
2352,3875,10261,74,10,7,3,3,1,2
2353,3875,9826,26,3,2,1,1,0,1
2354,3876,9850,45,7,4,3,0,0,0
2355,3876,8472,55,6,2,4,0,0,0
2356,3877,8586,55,4,3,1,2,1,1
2357,3877,8466,45,4,3,1,1,0,1
2358,3878,10260,59,5,4,1,1,0,1
2359,3878,8654,41,5,4,1,0,0,0
2360,3879,8456,47,8,2,6,1,1,0
2361,3879,9825,53,3,0,3,2,1,1
2362,3880,8455,67,11,4,7,2,1,1
2363,3880,9826,33,5,2,3,1,0,1
2364,3883,10260,51,4,1,3,2,1,1
2365,3883,10252,49,2,1,1,0,0,0
2366,3885,10194,55,8,2,6,1,0,1
2367,3885,8667,45,4,1,3,1,0,1
2368,3886,8472,58,10,2,8,2,1,1
2369,3886,8654,42,5,1,4,1,0,1
2370,3889,10252,48,4,1,3,4,1,3
2371,3889,9879,52,10,4,6,0,0,0
2372,3890,9826,36,7,3,4,1,1,0
2373,3890,8344,64,6,3,3,0,0,0
2374,3891,8455,43,8,7,1,1,1,0
2375,3891,10194,57,3,1,2,2,1,1
2376,3895,10261,37,6,3,3,1,0,1
2377,3895,10260,63,0,0,0,0,0,0
2378,3896,8659,28,5,4,1,1,1,0
2379,3896,9850,72,4,4,0,3,1,2
2380,3898,8654,27,2,2,0,2,0,2
2381,3898,8650,73,7,1,6,0,0,0
2382,3900,10252,56,5,2,3,2,2,0
2383,3900,9826,44,3,1,2,1,0,1
2384,3903,10260,48,9,1,8,2,1,1
2385,3903,8667,52,1,0,1,0,0,0
2386,3905,10261,59,7,4,3,2,0,2
2387,3905,10194,41,2,0,2,1,0,1
2388,3906,8668,48,9,5,4,1,1,0
2389,3906,8472,52,14,5,9,1,0,1
2390,3908,8659,31,2,2,0,2,2,0
2391,3908,8586,69,9,3,6,0,0,0
2392,3911,8455,64,23,12,11,2,1,1
2393,3911,8472,36,1,1,0,1,0,1
2394,3912,10260,58,7,2,5,1,1,0
2395,3912,8668,42,8,4,4,2,0,2
2396,3915,10003,56,4,3,1,1,1,0
2397,3915,10261,44,5,2,3,2,1,1
2398,3916,8650,49,4,2,2,1,0,1
2399,3916,9850,51,7,4,3,0,0,0
2400,3917,9879,32,4,2,2,2,2,0
2401,3917,8586,68,4,3,1,1,1,0
2402,3918,8654,65,7,4,3,1,1,0
2403,3918,9826,35,8,4,4,1,0,1
2404,3920,9826,49,2,1,1,1,0,1
2405,3920,8456,51,5,1,4,0,0,0
2406,3922,8455,24,7,4,3,3,2,1
2407,3922,8650,76,18,6,12,0,0,0
2408,3923,10260,58,12,7,5,1,1,0
2409,3923,9850,42,4,0,4,1,1,0
2410,3928,8654,56,6,5,1,1,1,0
2411,3928,8659,44,10,3,7,2,2,0
2412,3929,8659,45,2,2,0,1,0,1
2413,3929,9825,55,5,4,1,0,0,0
2414,3930,8667,57,5,2,3,1,0,1
2415,3930,10252,43,5,3,2,0,0,0
2416,3933,8456,36,7,4,3,1,0,1
2417,3933,8668,64,1,0,1,0,0,0
2418,3934,10260,65,4,2,2,1,1,0
2419,3934,8472,35,1,0,1,1,0,1
2420,3935,10261,48,10,5,5,4,2,2
2421,3935,8344,52,5,1,4,0,0,0
2422,3938,8654,51,9,3,6,2,1,1
2423,3938,8586,49,6,3,3,1,1,0
2424,3939,8455,64,12,5,7,2,0,2
2425,3939,8344,36,5,3,2,0,0,0
2426,3940,9879,62,6,4,2,1,1,0
2427,3940,9826,38,7,4,3,0,0,0
2428,3943,8456,59,14,6,8,1,1,0
2429,3943,8654,41,0,0,0,2,2,0
2430,3947,8586,51,8,8,0,3,2,1
2431,3947,10252,49,2,1,1,0,0,0
2432,3950,8668,40,4,2,2,1,1,0
2433,3950,8455,60,8,3,5,1,0,1
2434,3951,8659,55,5,3,2,1,1,0
2435,3951,9879,45,2,0,2,4,2,2
2436,3953,10260,61,10,2,8,1,1,0
2437,3953,9826,39,0,0,0,2,1,1
2438,3956,8472,29,6,2,4,1,1,0
2439,3956,9825,71,9,8,1,0,0,0
2440,3957,10003,75,9,6,3,1,1,0
2441,3957,8650,25,5,3,2,0,0,0
2442,3961,9879,33,2,1,1,2,0,2
2443,3961,8455,67,12,5,7,1,0,1
2444,3963,8650,57,8,5,3,2,0,2
2445,3963,8466,43,8,1,7,0,0,0
2446,3964,8456,29,3,2,1,4,3,1
2447,3964,10260,71,3,0,3,2,0,2
2448,3965,10261,61,5,4,1,5,2,3
2449,3965,8667,39,7,5,2,1,0,1
2450,3966,10252,35,3,2,1,1,0,1
2451,3966,9850,65,3,0,3,1,0,1
2452,3967,8472,46,4,3,1,2,1,1
2453,3967,8659,54,3,3,0,0,0,0
2454,3969,8456,66,9,3,6,1,1,0
2455,3969,10252,34,1,0,1,1,1,0
2456,3973,10260,57,10,7,3,2,2,0
2457,3973,8659,43,2,0,2,2,0,2
2458,3975,9850,35,4,3,1,3,2,1
2459,3975,10194,65,3,0,3,0,0,0
2460,3976,8650,59,7,1,6,1,1,0
2461,3976,8472,41,10,6,4,1,1,0
2462,3977,9825,46,3,1,2,2,1,1
2463,3977,10003,54,3,0,3,1,0,1
2464,3978,8586,59,3,2,1,1,1,0
2465,3978,8455,41,7,2,5,1,0,1
2466,3981,10252,51,8,4,4,1,1,0
2467,3981,8667,49,2,1,1,0,0,0
2468,3983,8456,51,6,2,4,2,1,1
2469,3983,8668,49,4,1,3,2,1,1
2470,3984,8455,58,12,3,9,3,0,3
2471,3984,9850,42,7,4,3,1,0,1
2472,3985,10003,68,9,6,3,1,0,1
2473,3985,8466,32,5,5,0,0,0,0
2474,3986,10260,61,5,3,2,2,2,0
2475,3986,8472,39,4,3,1,3,1,2
2476,3987,8586,64,7,1,6,1,1,0
2477,3987,8654,36,5,0,5,2,0,2
2478,3988,8659,47,4,2,2,2,1,1
2479,3988,9825,53,4,2,2,0,0,0
2480,3989,9825,55,8,4,4,2,2,0
2481,3989,9850,45,6,4,2,1,1,0
2482,3990,8586,55,7,3,4,2,1,1
2483,3990,10252,45,7,3,4,0,0,0
2484,3991,8455,55,9,4,5,3,2,1
2485,3991,8344,45,6,1,5,1,0,1
2486,3993,8667,35,2,2,0,1,0,1
2487,3993,8668,65,7,5,2,0,0,0
2488,3994,8466,58,9,4,5,2,1,1
2489,3994,10260,42,6,3,3,0,0,0
2490,3995,10261,28,4,4,0,3,1,2
2491,3995,8650,72,6,3,3,1,0,1
2492,3997,10003,62,8,4,4,3,2,1
2493,3997,8472,38,3,1,2,1,0,1
2494,3998,8456,59,11,5,6,1,1,0
2495,3998,8654,41,0,0,0,3,1,2
2496,4004,8344,41,7,4,3,1,1,0
2497,4004,9850,59,17,10,7,0,0,0
2498,4006,10261,52,7,2,5,1,1,0
2499,4006,8472,48,5,1,4,1,1,0
2500,4007,8586,69,7,5,2,1,1,0
2501,4007,8667,31,7,6,1,0,0,0
2502,4008,8654,31,7,4,3,2,1,1
2503,4008,10003,69,8,3,5,2,2,0
2504,4009,9825,80,7,4,3,3,2,1
2505,4009,9826,20,3,1,2,1,0,1
2506,4012,8650,53,4,2,2,2,2,0
2507,4012,8466,47,5,2,3,2,0,2
2508,4014,8456,54,7,4,3,1,1,0
2509,4014,10261,46,5,0,5,1,0,1
2510,4015,10172,53,11,5,6,4,1,3
2511,4015,8667,47,5,0,5,0,0,0
2512,4021,10172,31,5,1,4,1,1,0
2513,4021,8455,69,9,4,5,1,1,0
2514,4022,8472,41,5,4,1,2,2,0
2515,4022,9826,59,8,0,8,0,0,0
2516,4023,8668,64,7,5,2,2,2,0
2517,4023,10003,36,4,3,1,2,0,2
2518,4024,8667,48,3,2,1,3,0,3
2519,4024,8466,52,3,1,2,2,0,2
2520,4030,8650,61,7,3,4,2,1,1
2521,4030,8455,39,9,7,2,0,0,0
2522,4031,10260,71,9,5,4,1,1,0
2523,4031,9826,29,2,0,2,1,1,0
2524,4032,8456,53,13,5,8,3,1,2
2525,4032,10172,47,10,5,5,5,3,2
2526,4033,8466,66,8,4,4,1,1,0
2527,4033,8197,34,1,0,1,1,1,0
2528,4036,8586,62,6,4,2,3,2,1
2529,4036,10194,38,5,3,2,0,0,0
2530,4037,8659,59,4,4,0,3,2,1
2531,4037,10261,41,1,0,1,1,1,0
2532,4038,8654,54,14,7,7,2,1,1
2533,4038,10252,46,6,5,1,0,0,0
2534,4039,9825,69,13,6,7,1,0,1
2535,4039,10260,31,1,0,1,2,0,2
2536,4040,10252,37,4,3,1,1,0,1
2537,4040,8466,63,9,4,5,1,0,1
2538,4041,8455,78,12,9,3,1,1,0
2539,4041,8659,22,1,1,0,0,0,0
2540,4043,8668,49,5,4,1,1,0,1
2541,4043,8654,51,6,2,4,0,0,0
2542,4044,8586,84,12,6,6,1,1,0
2543,4044,8667,16,2,2,0,0,0,0
2544,4045,8197,38,6,2,4,2,1,1
2545,4045,8472,62,8,3,5,0,0,0
2546,4046,8456,57,11,4,7,1,0,1
2547,4046,10003,43,3,0,3,0,0,0
2548,4047,10261,61,10,5,5,2,1,1
2549,4047,10172,39,9,5,4,0,0,0
2550,4048,8191,24,2,1,1,1,1,0
2551,4048,10194,76,6,4,2,0,0,0
2552,4049,8191,45,7,4,3,2,1,1
2553,4049,10252,55,14,10,4,0,0,0
2554,4050,10194,53,10,2,8,2,0,2
2555,4050,8650,47,7,0,7,0,0,0
2556,4051,10260,78,5,3,2,5,4,1
2557,4051,8667,22,3,1,2,0,0,0
2558,4054,8472,33,9,4,5,2,2,0
2559,4054,8455,67,15,6,9,2,0,2
2560,4055,10003,64,5,2,3,3,0,3
2561,4055,9826,36,5,2,3,0,0,0
2562,4056,8668,65,6,3,3,5,1,4
2563,4056,8586,35,6,3,3,0,0,0
2564,4057,9825,58,10,6,4,1,1,0
2565,4057,8659,42,3,0,3,1,1,0
2566,4058,8654,46,5,2,3,1,1,0
2567,4058,10261,54,1,0,1,0,0,0
2568,4059,9825,62,10,3,7,3,1,2
2569,4059,8466,38,3,1,2,1,1,0
2570,4060,8191,37,4,2,2,2,0,2
2571,4060,10261,63,5,2,3,0,0,0
2572,4061,8650,53,4,3,1,2,2,0
2573,4061,8197,47,11,3,8,2,1,1
2574,4062,10260,67,1,1,0,1,0,1
2575,4062,10194,33,3,0,3,0,0,0
2576,4063,10003,64,11,7,4,3,2,1
2577,4063,10172,36,2,1,1,1,1,0
2578,4064,9826,54,11,9,2,2,2,0
2579,4064,10252,46,2,1,1,0,0,0
2580,4065,8659,69,12,4,8,3,2,1
2581,4065,8654,31,10,8,2,0,0,0
2582,4066,8586,69,4,2,2,2,1,1
2583,4066,8455,31,6,4,2,1,0,1
2584,4067,8667,47,3,2,1,2,2,0
2585,4067,8668,53,7,5,2,2,1,1
2586,4068,8472,39,7,3,4,1,0,1
2587,4068,8456,61,1,0,1,0,0,0
2588,4069,8197,40,4,2,2,1,1,0
2589,4069,10252,60,8,2,6,1,0,1
2590,4070,8659,43,3,1,2,1,0,1
2591,4070,8667,57,4,1,3,1,0,1
2592,4072,8456,47,16,8,8,1,1,0
2593,4072,8668,53,6,1,5,2,0,2
2594,4073,8455,74,11,5,6,1,0,1
2595,4073,10261,26,3,2,1,1,0,1
2596,4074,10172,43,9,6,3,2,2,0
2597,4074,8191,57,5,3,2,1,0,1
2598,4076,9825,61,7,3,4,3,2,1
2599,4076,10194,39,3,2,1,1,1,0
2600,4079,10261,55,8,4,4,3,1,2
2601,4079,9825,45,3,0,3,2,1,1
2602,4080,8191,36,4,2,2,2,2,0
2603,4080,8466,64,4,1,3,0,0,0
2604,4081,8667,39,1,1,0,1,1,0
2605,4081,8455,61,6,0,6,2,1,1
2606,4082,10194,57,4,2,2,2,2,0
2607,4082,9826,43,5,1,4,1,0,1
2608,4083,10172,57,6,2,4,1,0,1
2609,4083,8668,43,7,3,4,3,0,3
2610,4085,8650,47,11,5,6,2,1,1
2611,4085,10260,53,5,0,5,1,1,0
2612,4086,8654,42,12,6,6,5,3,2
2613,4086,8472,58,8,2,6,0,0,0
2614,4087,10003,54,7,2,5,2,1,1
2615,4087,8586,46,3,0,3,0,0,0
2616,4089,10260,66,11,4,7,1,1,0
2617,4089,10252,34,6,1,5,0,0,0
2618,4090,10003,43,4,1,3,1,1,0
2619,4090,8667,57,6,2,4,2,1,1
2620,4091,8650,62,12,3,9,2,1,1
2621,4091,9825,38,4,1,3,0,0,0
2622,4092,9826,21,1,1,0,1,0,1
2623,4092,8456,79,3,1,2,0,0,0
2624,4093,10261,54,9,3,6,1,1,0
2625,4093,8472,46,4,3,1,3,0,3
2626,4094,8659,63,6,4,2,2,1,1
2627,4094,10172,37,8,2,6,1,1,0
2628,4095,8668,55,7,1,6,3,0,3
2629,4095,8466,45,3,1,2,0,0,0
2630,4096,10194,53,6,2,4,2,1,1
2631,4096,8455,47,9,0,9,1,0,1
2632,4097,8586,63,10,3,7,1,1,0
2633,4097,8191,37,5,0,5,0,0,0
2634,4098,8654,44,4,4,0,3,1,2
2635,4098,8197,56,8,3,5,1,0,1
2636,4099,9825,47,5,3,2,2,1,1
2637,4099,10172,53,6,0,6,1,0,1
2638,4100,8191,42,4,2,2,1,1,0
2639,4100,8650,58,6,3,3,1,0,1
2640,4101,8455,59,11,6,5,1,0,1
2641,4101,8654,41,0,0,0,0,0,0
2642,4102,9826,39,7,5,2,2,1,1
2643,4102,8466,61,4,1,3,0,0,0
2644,4105,10261,44,4,3,1,2,1,1
2645,4105,10260,56,2,1,1,0,0,0
2646,4106,8667,52,5,2,3,1,0,1
2647,4106,8472,48,5,1,4,0,0,0
2648,4109,10252,34,6,2,4,2,1,1
2649,4109,8472,66,7,2,5,0,0,0
2650,4110,8667,64,11,4,7,3,1,2
2651,4110,8197,36,1,1,0,2,1,1
2652,4114,10172,57,8,4,4,3,1,2
2653,4114,9826,43,4,1,3,0,0,0
2654,4115,8455,62,5,1,4,1,0,1
2655,4115,8466,38,1,1,0,0,0,0
2656,4117,8586,48,7,3,4,1,1,0
2657,4117,10260,52,7,6,1,1,1,0
2658,4118,9825,43,14,4,10,3,3,0
2659,4118,8654,57,7,4,3,1,0,1
2660,4119,10252,37,4,3,1,3,1,2
2661,4119,10261,63,4,2,2,0,0,0
2662,4121,9826,51,7,3,4,3,3,0
2663,4121,8654,49,7,6,1,0,0,0
2664,4122,9825,64,4,2,2,4,4,0
2665,4122,8668,36,2,1,1,0,0,0
2666,4123,8667,41,5,4,1,1,0,1
2667,4123,10194,59,4,0,4,0,0,0
2668,4124,8650,53,6,3,3,2,2,0
2669,4124,8456,47,1,1,0,0,0,0
2670,4125,8466,57,3,2,1,2,2,0
2671,4125,8659,43,3,0,3,1,0,1
2672,4126,8472,44,4,2,2,5,2,3
2673,4126,10260,56,4,0,4,5,2,3
2674,4129,10252,67,7,5,2,3,1,2
2675,4129,9826,33,2,0,2,3,1,2
2676,4130,8668,53,5,2,3,1,1,0
2677,4130,8667,47,9,5,4,0,0,0
2678,4131,8197,45,5,1,4,3,2,1
2679,4131,8650,55,7,1,6,0,0,0
2680,4132,8456,61,18,8,10,3,1,2
2681,4132,8472,39,2,1,1,0,0,0
2682,4135,9825,59,7,5,2,1,1,0
2683,4135,8466,41,5,3,2,3,1,2
2684,4136,10194,35,4,1,3,1,0,1
2685,4136,10260,65,2,0,2,0,0,0
2686,4137,8586,44,4,2,2,3,2,1
2687,4137,8455,56,7,2,5,2,2,0
2688,4138,8659,51,4,2,2,3,1,2
2689,4138,8654,49,3,2,1,1,0,1
2690,4139,9825,53,4,3,1,3,2,1
2691,4139,10194,47,2,1,1,0,0,0
2692,4140,8191,43,5,1,4,2,1,1
2693,4140,10172,57,8,2,6,1,0,1
2694,4141,10261,38,6,4,2,1,1,0
2695,4141,8455,62,4,1,3,1,0,1
2696,4142,8586,54,4,1,3,1,1,0
2697,4142,9826,46,12,2,10,2,2,0
2698,4143,8668,37,7,4,3,4,3,1
2699,4143,8456,63,7,4,3,4,1,3
2700,4144,10252,65,5,1,4,1,0,1
2701,4144,8197,35,5,0,5,0,0,0
2702,4145,10260,64,1,1,0,4,3,1
2703,4145,8466,36,1,0,1,1,0,1
2704,4146,8650,54,7,2,5,2,1,1
2705,4146,8472,46,2,0,2,1,1,0
2706,4147,10003,61,11,6,5,2,1,1
2707,4147,8654,39,7,1,6,1,0,1
2708,4148,8667,42,5,3,2,1,1,0
2709,4148,8659,58,3,2,1,0,0,0
2710,4149,10252,53,5,2,3,3,2,1
2711,4149,8650,47,7,2,5,1,1,0
2712,4151,8668,64,9,5,4,3,1,2
2713,4151,8659,36,2,1,1,1,0,1
2714,4153,9825,33,2,1,1,1,1,0
2715,4153,8456,67,6,0,6,0,0,0
2716,4155,10260,62,9,4,5,2,1,1
2717,4155,10172,38,7,4,3,0,0,0
2718,4156,10003,45,3,2,1,2,1,1
2719,4156,8455,55,7,3,4,4,2,2
2720,4157,8472,31,4,1,3,1,0,1
2721,4157,8586,69,14,5,9,0,0,0
2722,4158,8667,42,5,2,3,4,0,4
2723,4158,8654,58,6,3,3,1,0,1
2724,4159,10252,52,4,2,2,1,1,0
2725,4159,9825,48,3,1,2,1,0,1
2726,4160,8456,61,4,2,2,1,1,0
2727,4160,8455,39,1,1,0,0,0,0
2728,4161,9826,57,7,5,2,1,1,0
2729,4161,8668,43,5,1,4,0,0,0
2730,4162,8667,55,9,3,6,2,1,1
2731,4162,10261,45,3,2,1,0,0,0
2732,4163,8650,65,10,6,4,1,1,0
2733,4163,8654,35,4,3,1,0,0,0
2734,4164,10260,68,7,3,4,1,1,0
2735,4164,8197,32,0,0,0,1,1,0
2736,4165,8466,59,10,2,8,3,1,2
2737,4165,10003,41,2,0,2,1,0,1
2738,4166,10194,47,2,1,1,2,0,2
2739,4166,10172,53,5,1,4,1,0,1
2740,4167,8472,48,4,2,2,3,2,1
2741,4167,8191,52,4,1,3,0,0,0
2742,4168,8586,59,6,4,2,2,1,1
2743,4168,8659,41,7,4,3,3,1,2
2744,4169,8455,52,5,3,2,2,1,1
2745,4169,10252,48,1,0,1,0,0,0
2746,4170,8191,55,7,2,5,2,1,1
2747,4170,8659,45,4,2,2,2,1,1
2748,4172,9826,34,6,2,4,1,1,0
2749,4172,8197,66,12,6,6,1,1,0
2750,4173,8667,23,3,2,1,3,3,0
2751,4173,8456,77,10,4,6,1,0,1
2752,4174,10261,46,3,3,0,3,2,1
2753,4174,10194,54,4,1,3,0,0,0
2754,4177,8586,49,10,4,6,3,1,2
2755,4177,9825,51,4,0,4,1,0,1
2756,4178,8654,32,8,4,4,1,0,1
2757,4178,10260,68,10,3,7,1,0,1
2758,4179,8197,37,5,1,4,2,1,1
2759,4179,9825,63,10,8,2,1,1,0
2760,4181,10260,57,4,1,3,1,1,0
2761,4181,8191,43,3,2,1,0,0,0
2762,4182,8466,72,11,2,9,1,1,0
2763,4182,8654,28,4,3,1,0,0,0
2764,4184,8650,52,8,6,2,1,1,0
2765,4184,8586,48,8,4,4,1,1,0
2766,4188,10172,41,7,4,3,2,1,1
2767,4188,8472,59,8,1,7,1,0,1
2768,4189,10194,48,6,4,2,1,0,1
2769,4189,10252,52,2,1,1,0,0,0
2770,4191,9826,60,9,2,7,2,2,0
2771,4191,9825,40,7,3,4,0,0,0
2772,4192,8197,40,7,5,2,6,2,4
2773,4192,8668,60,5,2,3,1,1,0
2774,4193,8667,65,4,2,2,1,1,0
2775,4193,10172,35,3,2,1,4,1,3
2776,4194,10261,43,2,1,1,2,1,1
2777,4194,8456,57,4,1,3,0,0,0
2778,4195,8466,62,13,7,6,1,1,0
2779,4195,8650,38,2,0,2,2,0,2
2780,4196,8659,39,2,2,0,6,5,1
2781,4196,8472,61,6,2,4,1,1,0
2782,4197,10003,31,5,2,3,4,2,2
2783,4197,10260,69,7,2,5,2,1,1
2784,4199,8668,49,5,1,4,2,0,2
2785,4199,9825,51,7,4,3,0,0,0
2786,4200,8191,48,7,4,3,3,1,2
2787,4200,10003,52,3,1,2,0,0,0
2788,4201,8455,64,5,4,1,4,4,0
2789,4201,8197,36,2,2,0,1,0,1
2790,4202,8650,53,3,3,0,1,1,0
2791,4202,8456,47,0,0,0,0,0,0
2792,4203,8472,27,2,2,0,1,1,0
2793,4203,10260,73,11,4,7,3,1,2
2794,4205,10172,41,11,7,4,2,2,0
2795,4205,8586,59,6,3,3,0,0,0
2796,4207,8659,35,3,3,0,2,1,1
2797,4207,8466,65,3,1,2,0,0,0
2798,4208,9826,31,4,4,0,6,5,1
2799,4208,8654,69,5,0,5,1,0,1
2800,4209,10252,60,7,3,4,2,1,1
2801,4209,8659,40,1,1,0,2,0,2
2802,4210,8667,38,7,3,4,1,0,1
2803,4210,8472,62,3,0,3,0,0,0
2804,4212,8466,58,7,3,4,3,2,1
2805,4212,9826,42,7,2,5,2,0,2
2806,4214,8650,65,11,6,5,1,1,0
2807,4214,8191,35,4,2,2,0,0,0
2808,4215,8456,67,13,8,5,4,3,1
2809,4215,8197,33,4,2,2,0,0,0
2810,4216,10260,70,5,2,3,4,2,2
2811,4216,10261,30,2,0,2,0,0,0
2812,4217,10194,44,4,2,2,3,1,2
2813,4217,8668,56,7,3,4,1,1,0
2814,4218,8586,62,10,8,2,2,2,0
2815,4218,10003,38,4,0,4,1,1,0
2816,4219,9825,62,8,6,2,2,1,1
2817,4219,8654,38,2,1,1,3,1,2
2818,4220,8456,70,12,4,8,1,0,1
2819,4220,8191,30,2,1,1,1,0,1
2820,4221,8455,64,9,1,8,1,0,1
2821,4221,8466,36,6,4,2,1,0,1
2822,4222,10172,65,4,0,4,3,1,2
2823,4222,9826,35,2,0,2,0,0,0
2824,4223,10261,45,8,5,3,2,0,2
2825,4223,8668,55,9,4,5,0,0,0
2826,4225,10260,45,2,1,1,5,3,2
2827,4225,8586,55,2,0,2,1,1,0
2828,4226,10252,63,5,3,2,1,0,1
2829,4226,8472,37,4,0,4,1,0,1
2830,4227,8650,68,6,2,4,2,2,0
2831,4227,10003,32,8,5,3,2,1,1
2832,4228,8659,37,9,3,6,2,0,2
2833,4228,10194,63,4,1,3,1,0,1
2834,4229,10252,34,2,1,1,1,1,0
2835,4229,8667,66,2,0,2,0,0,0
2836,4230,8191,32,4,3,1,4,2,2
2837,4230,10260,68,4,1,3,0,0,0
2838,4231,8668,64,10,4,6,2,1,1
2839,4231,8455,36,5,2,3,0,0,0
2840,4234,9826,35,5,1,4,2,0,2
2841,4234,10261,65,4,2,2,0,0,0
2842,4235,10172,32,5,3,2,2,1,1
2843,4235,8472,68,8,2,6,2,1,1
2844,4236,10003,46,6,2,4,1,1,0
2845,4236,8659,54,7,1,6,0,0,0
2846,4237,8650,33,6,2,4,1,1,0
2847,4237,8586,67,3,1,2,1,0,1
2848,4238,8654,39,2,2,0,2,1,1
2849,4238,8466,61,9,2,7,1,0,1
2850,4239,10003,57,8,4,4,3,1,2
2851,4239,10252,43,7,3,4,0,0,0
2852,4240,8667,34,9,6,3,5,3,2
2853,4240,8455,66,4,0,4,2,1,1
2854,4241,10260,55,3,2,1,3,0,3
2855,4241,8650,45,2,1,1,2,0,2
2856,4242,8456,78,20,12,8,1,1,0
2857,4242,8659,22,0,0,0,2,1,1
2858,4244,8668,41,3,3,0,2,1,1
2859,4244,10172,59,4,2,2,2,0,2
2860,4245,8191,42,4,4,0,2,1,1
2861,4245,8466,58,8,3,5,0,0,0
2862,4246,9826,39,3,1,2,1,1,0
2863,4246,10194,61,6,1,5,0,0,0
2864,4247,8197,39,3,2,1,2,2,0
2865,4247,8586,61,2,1,1,2,0,2
2866,4248,8472,47,4,2,2,2,1,1
2867,4248,8654,53,8,2,6,1,0,1
2868,4249,9825,36,6,2,4,2,1,1
2869,4249,8650,64,4,1,3,2,0,2
2870,4250,8191,40,9,4,5,4,3,1
2871,4250,8586,60,5,3,2,2,0,2
2872,4251,8455,61,11,5,6,1,1,0
2873,4251,10194,39,2,0,2,0,0,0
2874,4252,8456,75,10,5,5,3,1,2
2875,4252,9826,25,1,1,0,2,0,2
2876,4253,8466,56,5,3,2,1,0,1
2877,4253,8668,44,5,5,0,2,0,2
2878,4254,8654,44,8,5,3,1,1,0
2879,4254,8197,56,6,2,4,5,3,2
2880,4255,10260,82,8,7,1,1,0,1
2881,4255,10252,18,2,2,0,0,0,0
2882,4256,8472,43,10,6,4,2,1,1
2883,4256,10261,57,4,1,3,0,0,0
2884,4260,8650,63,9,5,4,3,1,2
2885,4260,10261,37,4,2,2,0,0,0
2886,4261,8456,42,4,3,1,2,1,1
2887,4261,10260,58,6,1,5,2,1,1
2888,4262,10172,38,10,3,7,5,2,3
2889,4262,8455,62,3,2,1,3,1,2
2890,4264,9826,46,8,5,3,3,0,3
2891,4264,8472,54,3,1,2,1,0,1
2892,4265,10003,51,3,2,1,2,2,0
2893,4265,8668,49,8,4,4,0,0,0
2894,4266,10252,42,3,1,2,3,0,3
2895,4266,8586,58,5,3,2,0,0,0
2896,4271,8455,25,4,2,2,3,2,1
2897,4271,10260,75,5,0,5,1,0,1
2898,4272,9826,69,6,3,3,2,1,1
2899,4272,8659,31,2,0,2,3,0,3
2900,4274,8650,71,12,5,7,1,1,0
2901,4274,8667,29,5,4,1,0,0,0
2902,4276,8456,67,11,4,7,2,0,2
2903,4276,8654,33,7,4,3,0,0,0
2904,4277,10261,39,7,3,4,1,0,1
2905,4277,8586,61,7,2,5,0,0,0
2906,4279,8455,49,4,3,1,1,1,0
2907,4279,9825,51,4,2,2,1,1,0
2908,4281,9826,48,4,3,1,1,0,1
2909,4281,8667,52,7,4,3,0,0,0
2910,4282,10260,67,12,6,6,1,0,1
2911,4282,8668,33,5,3,2,0,0,0
2912,4284,10003,52,3,2,1,4,3,1
2913,4284,10261,48,1,0,1,0,0,0
2914,4285,10172,54,9,2,7,2,2,0
2915,4285,8654,46,3,2,1,3,2,1
2916,4286,8466,32,4,2,2,3,3,0
2917,4286,8586,68,3,1,2,2,2,0
2918,4287,10194,52,14,7,7,1,1,0
2919,4287,8472,48,6,0,6,2,0,2
2920,4288,8650,83,13,3,10,3,2,1
2921,4288,8659,17,4,0,4,1,1,0
2922,4291,9825,69,13,5,8,2,1,1
2923,4291,8667,31,2,1,1,3,1,2
2924,4292,8197,52,7,2,5,3,2,1
2925,4292,10261,48,5,2,3,3,0,3
2926,4293,8650,60,10,4,6,1,1,0
2927,4293,10172,40,3,1,2,5,3,2
2928,4294,8659,18,3,2,1,1,1,0
2929,4294,10260,82,15,5,10,1,1,0
2930,4295,8472,43,6,5,1,1,1,0
2931,4295,8466,57,3,1,2,1,1,0
